defined_class	defined_class_label	entity	entity_label	shape	shape_label
http://purl.obolibrary.org/obo/XPO_0115661	abnormal(ly) ruffled of ventral fin margin (T)	http://purl.obolibrary.org/obo/XAO_0004065	ventral fin margin	http://purl.obolibrary.org/obo/PATO_0001799	ruffled
http://purl.obolibrary.org/obo/XPO_0115582	abnormal(ly) shape of forelimb digit (T)	http://purl.obolibrary.org/obo/XAO_0003036	forelimb digit	http://purl.obolibrary.org/obo/PATO_0000052	shape
http://purl.obolibrary.org/obo/XPO_0115677	abnormal(ly) shape of regenerating forelimb (T)	http://purl.obolibrary.org/obo/XAO_0004106	regenerating forelimb	http://purl.obolibrary.org/obo/PATO_0000052	shape
http://purl.obolibrary.org/obo/XPO_0115676	abnormal(ly) shortened of pronephric tubule (T)	http://purl.obolibrary.org/obo/XAO_0004105	pronephric tubule	http://purl.obolibrary.org/obo/PATO_0002364	shortened
http://purl.obolibrary.org/obo/XPO_0115684	abnormal(ly) shortened of regenerating hindlimb (T)	http://purl.obolibrary.org/obo/XAO_0004107	regenerating hindlimb	http://purl.obolibrary.org/obo/PATO_0002364	shortened
http://purl.obolibrary.org/obo/XPO_0115700	abnormal(ly) split of primary heart field (T)	http://purl.obolibrary.org/obo/XAO_0004185	primary heart field	http://purl.obolibrary.org/obo/PATO_0001786	split
http://purl.obolibrary.org/obo/XPO_0115643	abnormal(ly) triangular of femur (T)	http://purl.obolibrary.org/obo/XAO_0003214	femur	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/XPO_0115631	abnormal(ly) triangular of radio-ulna (T)	http://purl.obolibrary.org/obo/XAO_0003209	radio-ulna	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/XPO_0115639	abnormal(ly) triangular of tibia-fibula (T)	http://purl.obolibrary.org/obo/XAO_0003213	tibia-fibula	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/XPO_0115314	abnormal(ly) undivided of branchial crest (T)	http://purl.obolibrary.org/obo/XAO_0000026	branchial crest	http://purl.obolibrary.org/obo/PATO_0002034	undivided
http://purl.obolibrary.org/obo/XPO_0133341	abnormally coiled small intestine 	http://purl.obolibrary.org/obo/XAO_0000130	small intestine	http://purl.obolibrary.org/obo/PATO_0000404	coiled
http://purl.obolibrary.org/obo/XPO_0133351	abnormally decreased coiling of external coil of the small intestine 	http://purl.obolibrary.org/obo/XAO_0005063	external coil of the small intestine	http://purl.obolibrary.org/obo/PATO_0001796	decreased coiling
http://purl.obolibrary.org/obo/XPO_0133352	abnormally decreased coiling of internal coil of the small intestine 	http://purl.obolibrary.org/obo/XAO_0005064	internal coil of the small intestine	http://purl.obolibrary.org/obo/PATO_0001796	decreased coiling
http://purl.obolibrary.org/obo/XPO_0133350	abnormally decreased coiling of small intestine 	http://purl.obolibrary.org/obo/XAO_0000130	small intestine	http://purl.obolibrary.org/obo/PATO_0001796	decreased coiling
http://purl.obolibrary.org/obo/XPO_0103458	bifurcated forelimb	http://purl.obolibrary.org/obo/XAO_0003030	forelimb	http://purl.obolibrary.org/obo/PATO_0001784	bifurcated
http://purl.obolibrary.org/obo/XPO_0103465	bifurcated forelimb digit 2	http://purl.obolibrary.org/obo/XAO_0004478	forelimb digit 2	http://purl.obolibrary.org/obo/PATO_0001784	bifurcated
http://purl.obolibrary.org/obo/XPO_0103466	bifurcated forelimb digit 3	http://purl.obolibrary.org/obo/XAO_0004479	forelimb digit 3	http://purl.obolibrary.org/obo/PATO_0001784	bifurcated
http://purl.obolibrary.org/obo/XPO_0103467	bifurcated forelimb digit 4	http://purl.obolibrary.org/obo/XAO_0004480	forelimb digit 4	http://purl.obolibrary.org/obo/PATO_0001784	bifurcated
http://purl.obolibrary.org/obo/XPO_0103468	bifurcated forelimb digit 5	http://purl.obolibrary.org/obo/XAO_0004481	forelimb digit 5	http://purl.obolibrary.org/obo/PATO_0001784	bifurcated
http://purl.obolibrary.org/obo/XPO_0103459	bifurcated hindlimb	http://purl.obolibrary.org/obo/XAO_0003031	hindlimb	http://purl.obolibrary.org/obo/PATO_0001784	bifurcated
http://purl.obolibrary.org/obo/XPO_0103460	bifurcated hindlimb digit 1	http://purl.obolibrary.org/obo/XAO_0004239	hindlimb digit 1	http://purl.obolibrary.org/obo/PATO_0001784	bifurcated
http://purl.obolibrary.org/obo/XPO_0103461	bifurcated hindlimb digit 2	http://purl.obolibrary.org/obo/XAO_0004412	hindlimb digit 2	http://purl.obolibrary.org/obo/PATO_0001784	bifurcated
http://purl.obolibrary.org/obo/XPO_0103462	bifurcated hindlimb digit 3	http://purl.obolibrary.org/obo/XAO_0004413	hindlimb digit 3	http://purl.obolibrary.org/obo/PATO_0001784	bifurcated
http://purl.obolibrary.org/obo/XPO_0103463	bifurcated hindlimb digit 4	http://purl.obolibrary.org/obo/XAO_0004414	hindlimb digit 4	http://purl.obolibrary.org/obo/PATO_0001784	bifurcated
http://purl.obolibrary.org/obo/XPO_0103464	bifurcated hindlimb digit 5	http://purl.obolibrary.org/obo/XAO_0004415	hindlimb digit 5	http://purl.obolibrary.org/obo/PATO_0001784	bifurcated
http://purl.obolibrary.org/obo/XPO_0103599	tail abnormally curved dorsally	http://purl.obolibrary.org/obo/XAO_0003026	tail	http://purl.obolibrary.org/obo/PATO_0001468	curved dorsal
http://purl.obolibrary.org/obo/XPO_0103600	trunk abnormally curved dorsally	http://purl.obolibrary.org/obo/XAO_0003025	trunk	http://purl.obolibrary.org/obo/PATO_0001468	curved dorsal
http://purl.obolibrary.org/obo/XPO_0103601	whole organism abnormally curved dorsally	http://purl.obolibrary.org/obo/XAO_0003004	whole organism	http://purl.obolibrary.org/obo/PATO_0001468	curved dorsal
