?	MP:0012547 ! spina bifida cystica	MP:0009929 ! meningomyelocele	HP:0002475 ! Myelomeningocele
?	MP:0000702 ! enlarged lymph nodes	MP:0008102 ! lymph node hyperplasia	HP:0002716 ! Lymphadenopathy
?	MP:0008102 ! lymph node hyperplasia	MP:0000702 ! enlarged lymph nodes	HP:0002716 ! Lymphadenopathy
?	MP:0000749 ! muscle degeneration	MP:0002269 ! muscular atrophy	HP:0003202 ! Skeletal muscle atrophy
?	MP:0002269 ! muscular atrophy	MP:0000749 ! muscle degeneration	HP:0003202 ! Skeletal muscle atrophy
?	MP:0012357 ! abnormal partial thromboplastin time	MP:0012359 ! increased partial thromboplastin time	HP:0003645 ! Prolonged partial thromboplastin time
?	MP:0012359 ! increased partial thromboplastin time	MP:0012357 ! abnormal partial thromboplastin time	HP:0003645 ! Prolonged partial thromboplastin time
?	MP:0001805 ! decreased IgG level	MP:0002460 ! decreased immunoglobulin level	HP:0004313 ! Decreased antibody level in blood
?	MP:0002460 ! decreased immunoglobulin level	MP:0001805 ! decreased IgG level	HP:0004313 ! Decreased antibody level in blood
?	MP:0006130 ! pulmonary valve atresia	MP:0010521 ! absent pulmonary artery	HP:0004935 ! Pulmonary artery atresia
?	MP:0010521 ! absent pulmonary artery	MP:0006130 ! pulmonary valve atresia	HP:0004935 ! Pulmonary artery atresia
?	MP:0010478 ! intracranial aneurysm	MP:0010479 ! brain aneurysm	HP:0004944 ! Cerebral aneurysm
?	MP:0010479 ! brain aneurysm	MP:0010478 ! intracranial aneurysm	HP:0004944 ! Cerebral aneurysm
?	MP:0002432 ! abnormal CD4-positive, alpha beta T cell morphology	MP:0008075 ! decreased CD4-positive, alpha beta T cell number	HP:0005407 ! Decreased number of CD4+ T cells
?	MP:0008075 ! decreased CD4-positive, alpha beta T cell number	MP:0002432 ! abnormal CD4-positive, alpha beta T cell morphology	HP:0005407 ! Decreased number of CD4+ T cells
?	MP:0010412 ! atrioventricular septal defect	MP:0010414 ! partial atrioventricular septal defect	HP:0006695 ! Atrioventricular canal defect
?	MP:0010414 ! partial atrioventricular septal defect	MP:0010412 ! atrioventricular septal defect	HP:0006695 ! Atrioventricular canal defect
?	MP:0004667 ! vertebral body hypoplasia	MP:0004670 ! small vertebral body	HP:0008479 ! Hypoplastic vertebral bodies
?	MP:0004670 ! small vertebral body	MP:0004667 ! vertebral body hypoplasia	HP:0008479 ! Hypoplastic vertebral bodies
?	MP:0001147 ! small testis	MP:0001940 ! testis hypoplasia	HP:0008734 ! Decreased testicular size
?	MP:0001940 ! testis hypoplasia	MP:0001147 ! small testis	HP:0008734 ! Decreased testicular size
?	MP:0000087 ! absent mandible	MP:0000460 ! mandible hypoplasia	HP:0009118 ! Aplasia/Hypoplasia of the mandible
?	MP:0000087 ! absent mandible	MP:0004592 ! small mandible	HP:0009118 ! Aplasia/Hypoplasia of the mandible
?	MP:0000460 ! mandible hypoplasia	MP:0000087 ! absent mandible	HP:0009118 ! Aplasia/Hypoplasia of the mandible
?	MP:0000460 ! mandible hypoplasia	MP:0004592 ! small mandible	HP:0009118 ! Aplasia/Hypoplasia of the mandible
?	MP:0004592 ! small mandible	MP:0000087 ! absent mandible	HP:0009118 ! Aplasia/Hypoplasia of the mandible
?	MP:0004592 ! small mandible	MP:0000460 ! mandible hypoplasia	HP:0009118 ! Aplasia/Hypoplasia of the mandible
?	MP:0003680 ! thick ear lobes	MP:0003683 ! prominent ear lobes	HP:0009748 ! Large earlobe
?	MP:0003683 ! prominent ear lobes	MP:0003680 ! thick ear lobes	HP:0009748 ! Large earlobe
?	MP:0001349 ! excessive tearing	MP:0020219 ! increased tear production	HP:0009926 ! Increased lacrimation
?	MP:0020219 ! increased tear production	MP:0001349 ! excessive tearing	HP:0009926 ! Increased lacrimation
?	MP:0002461 ! increased immunoglobulin level	MP:0002493 ! increased IgG level	HP:0010702 ! Increased antibody level in blood
?	MP:0002493 ! increased IgG level	MP:0002461 ! increased immunoglobulin level	HP:0010702 ! Increased antibody level in blood
?	MP:0004970 ! kidney atrophy	MP:0009641 ! kidney degeneration	HP:0012585 ! Renal atrophy
?	MP:0009641 ! kidney degeneration	MP:0004970 ! kidney atrophy	HP:0012585 ! Renal atrophy
?	MP:0002697 ! abnormal eye size	MP:0003671 ! abnormal eyelid aperture	HP:0200007 ! Abnormal size of the palpebral fissures
?	MP:0003671 ! abnormal eyelid aperture	MP:0002697 ! abnormal eye size	HP:0200007 ! Abnormal size of the palpebral fissures
?	HP:0000054 ! Micropenis	HP:0030260 ! Microphallus	MP:0005188 ! small penis
?	HP:0000073 ! Ureteral duplication	HP:0012572 ! Ureter duplex	MP:0011493 ! double ureter
?	HP:0000104 ! Renal agenesis	HP:0010958 ! Bilateral renal agenesis	MP:0000520 ! absent kidney
?	HP:0000110 ! Renal dysplasia	HP:0012210 ! Abnormal renal morphology	MP:0002135 ! abnormal kidney morphology
?	HP:0000171 ! Microglossia	HP:0010295 ! Aplasia/Hypoplasia of the tongue	MP:0009907 ! decreased tongue size
abnormey	HP:0000315 ! Abnormality of the orbital region	HP:0000478 ! Abnormality of the eye	MP:0002092 ! abnormal eye morphology
?	HP:0000347 ! Micrognathia	HP:0009118 ! Aplasia/Hypoplasia of the mandible	MP:0000460 ! mandible hypoplasia
?	HP:0000347 ! Micrognathia	HP:0009118 ! Aplasia/Hypoplasia of the mandible	MP:0004592 ! small mandible
abnormey	HP:0000478 ! Abnormality of the eye	HP:0000315 ! Abnormality of the orbital region	MP:0002092 ! abnormal eye morphology
?	HP:0000538 ! Pseudopapilledema	HP:0001085 ! Papilledema	MP:0006223 ! optic nerve swelling
fissurnarrowpalpebr	HP:0000581 ! Blepharophimosis	HP:0045025 ! Narrow palpebral fissure	MP:0005287 ! narrow eye opening
?	HP:0000622 ! Blurred vision	HP:0007663 ! Reduced visual acuity	MP:0006149 ! decreased visual acuity
?	HP:0000759 ! Abnormal peripheral nervous system morphology	HP:0002011 ! Morphological abnormality of the central nervous system	MP:0003632 ! abnormal nervous system morphology
?	HP:0000759 ! Abnormal peripheral nervous system morphology	HP:0410008 ! Abnormality of the peripheral nervous system	MP:0003632 ! abnormal nervous system morphology
?	HP:0000929 ! Abnormality of the skull	HP:0002683 ! Abnormality of the calvaria	MP:0000438 ! abnormal cranium morphology
?	HP:0000938 ! Osteopenia	HP:0004349 ! Reduced bone mineral density	MP:0000063 ! decreased bone mineral density
?	HP:0001006 ! Hypotrichosis	HP:0002293 ! Alopecia of scalp	MP:0003815 ! hairless
?	HP:0001006 ! Hypotrichosis	HP:0002298 ! Absent hair	MP:0003815 ! hairless
?	HP:0001085 ! Papilledema	HP:0000538 ! Pseudopapilledema	MP:0006223 ! optic nerve swelling
?	HP:0001402 ! Hepatocellular carcinoma	HP:0002896 ! Neoplasm of the liver	MP:0003331 ! increased hepatocellular carcinoma incidence
?	HP:0001831 ! Short toe	HP:0009381 ! Short finger	MP:0002544 ! brachydactyly
?	HP:0001913 ! Granulocytopenia	HP:0012234 ! Agranulocytosis	MP:0000334 ! decreased granulocyte number
?	HP:0002011 ! Morphological abnormality of the central nervous system	HP:0000759 ! Abnormal peripheral nervous system morphology	MP:0003632 ! abnormal nervous system morphology
?	HP:0002011 ! Morphological abnormality of the central nervous system	HP:0410008 ! Abnormality of the peripheral nervous system	MP:0003632 ! abnormal nervous system morphology
?	HP:0002164 ! Nail dysplasia	HP:0008404 ! Nail dystrophy	MP:0000579 ! abnormal nail morphology
?	HP:0002293 ! Alopecia of scalp	HP:0001006 ! Hypotrichosis	MP:0003815 ! hairless
?	HP:0002293 ! Alopecia of scalp	HP:0002298 ! Absent hair	MP:0003815 ! hairless
?	HP:0002298 ! Absent hair	HP:0001006 ! Hypotrichosis	MP:0003815 ! hairless
?	HP:0002298 ! Absent hair	HP:0002293 ! Alopecia of scalp	MP:0003815 ! hairless
?	HP:0002307 ! Drooling	HP:0003781 ! Excessive salivation	MP:0000622 ! increased salivation
?	HP:0002683 ! Abnormality of the calvaria	HP:0000929 ! Abnormality of the skull	MP:0000438 ! abnormal cranium morphology
abnormlimb	HP:0002813 ! Abnormality of limb bone morphology	HP:0040064 ! Abnormality of limbs	MP:0002109 ! abnormal limb morphology
?	HP:0002896 ! Neoplasm of the liver	HP:0001402 ! Hepatocellular carcinoma	MP:0003331 ! increased hepatocellular carcinoma incidence
?	HP:0003781 ! Excessive salivation	HP:0002307 ! Drooling	MP:0000622 ! increased salivation
?	HP:0004313 ! Decreased antibody level in blood	HP:0004315 ! IgG deficiency	MP:0001805 ! decreased IgG level
?	HP:0004315 ! IgG deficiency	HP:0004313 ! Decreased antibody level in blood	MP:0001805 ! decreased IgG level
?	HP:0004336 ! Myelin outfoldings	HP:0030175 ! Myelin tomacula	MP:0012674 ! tomacula
?	HP:0004349 ! Reduced bone mineral density	HP:0000938 ! Osteopenia	MP:0000063 ! decreased bone mineral density
?	HP:0004409 ! Hyposmia	HP:0010633 ! Partial anosmia	MP:0008544 ! impaired olfaction
?	HP:0006695 ! Atrioventricular canal defect	HP:0011577 ! Partial atrioventricular canal defect	MP:0010414 ! partial atrioventricular septal defect
?	HP:0007663 ! Reduced visual acuity	HP:0000622 ! Blurred vision	MP:0006149 ! decreased visual acuity
blister	HP:0008066 ! Abnormal blistering of the skin	HP:0200037 ! Skin vesicle	MP:0008854 ! bleb
?	HP:0008404 ! Nail dystrophy	HP:0002164 ! Nail dysplasia	MP:0000579 ! abnormal nail morphology
?	HP:0009118 ! Aplasia/Hypoplasia of the mandible	HP:0009939 ! Mandibular aplasia	MP:0000087 ! absent mandible
?	HP:0009118 ! Aplasia/Hypoplasia of the mandible	HP:0000347 ! Micrognathia	MP:0000460 ! mandible hypoplasia
?	HP:0009118 ! Aplasia/Hypoplasia of the mandible	HP:0000347 ! Micrognathia	MP:0004592 ! small mandible
?	HP:0009380 ! Aplasia of the fingers	HP:0010760 ! Absent toe	MP:0000561 ! adactyly
?	HP:0009381 ! Short finger	HP:0001831 ! Short toe	MP:0002544 ! brachydactyly
?	HP:0009939 ! Mandibular aplasia	HP:0009118 ! Aplasia/Hypoplasia of the mandible	MP:0000087 ! absent mandible
?	HP:0010295 ! Aplasia/Hypoplasia of the tongue	HP:0000171 ! Microglossia	MP:0009907 ! decreased tongue size
?	HP:0010469 ! Aplasia of the testes	HP:0030869 ! Anorchism	MP:0006415 ! absent testes
?	HP:0010633 ! Partial anosmia	HP:0004409 ! Hyposmia	MP:0008544 ! impaired olfaction
?	HP:0010760 ! Absent toe	HP:0009380 ! Aplasia of the fingers	MP:0000561 ! adactyly
?	HP:0010958 ! Bilateral renal agenesis	HP:0000104 ! Renal agenesis	MP:0000520 ! absent kidney
?	HP:0011577 ! Partial atrioventricular canal defect	HP:0006695 ! Atrioventricular canal defect	MP:0010414 ! partial atrioventricular septal defect
?	HP:0012210 ! Abnormal renal morphology	HP:0000110 ! Renal dysplasia	MP:0002135 ! abnormal kidney morphology
?	HP:0012234 ! Agranulocytosis	HP:0001913 ! Granulocytopenia	MP:0000334 ! decreased granulocyte number
?	HP:0012572 ! Ureter duplex	HP:0000073 ! Ureteral duplication	MP:0011493 ! double ureter
?	HP:0030175 ! Myelin tomacula	HP:0004336 ! Myelin outfoldings	MP:0012674 ! tomacula
?	HP:0030260 ! Microphallus	HP:0000054 ! Micropenis	MP:0005188 ! small penis
?	HP:0030869 ! Anorchism	HP:0010469 ! Aplasia of the testes	MP:0006415 ! absent testes
abnormlimb	HP:0040064 ! Abnormality of limbs	HP:0002813 ! Abnormality of limb bone morphology	MP:0002109 ! abnormal limb morphology
fissurnarrowpalpebr	HP:0045025 ! Narrow palpebral fissure	HP:0000581 ! Blepharophimosis	MP:0005287 ! narrow eye opening
blister	HP:0200037 ! Skin vesicle	HP:0008066 ! Abnormal blistering of the skin	MP:0008854 ! bleb
?	HP:0410008 ! Abnormality of the peripheral nervous system	HP:0000759 ! Abnormal peripheral nervous system morphology	MP:0003632 ! abnormal nervous system morphology
?	HP:0410008 ! Abnormality of the peripheral nervous system	HP:0002011 ! Morphological abnormality of the central nervous system	MP:0003632 ! abnormal nervous system morphology
