defined_class	defined_class_label	cellular_component	cellular_component_label
http://purl.obolibrary.org/obo/WBPhenotype_0000923	nonstriated muscle morphology variant	http://purl.obolibrary.org/obo/WBbt_0005780	non-striated muscle
http://purl.obolibrary.org/obo/WBPhenotype_0001028	nuclear appearance variant	http://purl.obolibrary.org/obo/GO_0005634	nucleus
http://purl.obolibrary.org/obo/WBPhenotype_0001877	nuclear membrane morphology variant	http://purl.obolibrary.org/obo/GO_0031965	nuclear membrane
http://purl.obolibrary.org/obo/WBPhenotype_0000722	nucleolus variant	http://purl.obolibrary.org/obo/GO_0005730	nucleolus
http://purl.obolibrary.org/obo/WBPhenotype_0001260	oocyte morphology variant	http://purl.obolibrary.org/obo/WBbt_0006797	oocyte
http://purl.obolibrary.org/obo/WBPhenotype_0001263	peroxisome morphology variant	http://purl.obolibrary.org/obo/GO_0005777	peroxisome
http://purl.obolibrary.org/obo/WBPhenotype_0001046	pharyngeal muscle morphology variant	http://purl.obolibrary.org/obo/WBbt_0005451	pharyngeal muscle cell
http://purl.obolibrary.org/obo/WBPhenotype_0002093	recycling endosome morphology variant	http://purl.obolibrary.org/obo/GO_0055037	recycling endosome
http://purl.obolibrary.org/obo/WBPhenotype_0002176	seam cell morphology variant	http://purl.obolibrary.org/obo/WBbt_0005753	seam cell
http://purl.obolibrary.org/obo/WBPhenotype_0000388	sperm morphology variant	http://purl.obolibrary.org/obo/WBbt_0006798	sperm
http://purl.obolibrary.org/obo/WBPhenotype_0000924	striated muscle morphology variant	http://purl.obolibrary.org/obo/WBbt_0005779	striated muscle
http://purl.obolibrary.org/obo/WBPhenotype_0001515	struts variant	http://purl.obolibrary.org/obo/GO_0060109	medial layer of collagen and cuticulin-based cuticle extracellular matrix
http://purl.obolibrary.org/obo/WBPhenotype_0000616	synapse morphology variant	http://purl.obolibrary.org/obo/GO_0045202	synapse
http://purl.obolibrary.org/obo/WBPhenotype_0001674	telomere morphology variant	http://purl.obolibrary.org/obo/GO_0000781	chromosome, telomeric region
http://purl.obolibrary.org/obo/WBPhenotype_0001746	tight junction defective	http://purl.obolibrary.org/obo/GO_0070160	tight junction
http://purl.obolibrary.org/obo/WBPhenotype_0001676	touch receptor cell morphology variant	http://purl.obolibrary.org/obo/WBbt_0005237	touch receptor neuron
http://purl.obolibrary.org/obo/WBPhenotype_0001323	vesicle morphology variant	http://purl.obolibrary.org/obo/GO_0031982	vesicle
