defined_class	defined_class_label	entity	entity_label	shape	shape_label
http://purl.obolibrary.org/obo/MP_0004371	bowed femur	http://purl.obolibrary.org/obo/UBERON_0000981	femur	http://purl.obolibrary.org/obo/PATO_0001592	increased curvature
http://purl.obolibrary.org/obo/MP_0004372	bowed fibula	http://purl.obolibrary.org/obo/UBERON_0001446	fibula	http://purl.obolibrary.org/obo/PATO_0001592	increased curvature
http://purl.obolibrary.org/obo/MP_0004373	bowed humerus	http://purl.obolibrary.org/obo/UBERON_0000976	humerus	http://purl.obolibrary.org/obo/PATO_0001592	increased curvature
http://purl.obolibrary.org/obo/MP_0004374	bowed radius	http://purl.obolibrary.org/obo/UBERON_0001423	radius bone	http://purl.obolibrary.org/obo/PATO_0001592	increased curvature
http://purl.obolibrary.org/obo/MP_0004358	bowed tibia	http://purl.obolibrary.org/obo/UBERON_0000979	tibia	http://purl.obolibrary.org/obo/PATO_0001592	increased curvature
http://purl.obolibrary.org/obo/MP_0004361	bowed ulna	http://purl.obolibrary.org/obo/UBERON_0001424	ulna	http://purl.obolibrary.org/obo/PATO_0001592	increased curvature
http://purl.obolibrary.org/obo/MP_0014081	branched small intestinal villi	http://purl.obolibrary.org/obo/UBERON_0001213	intestinal villus	http://purl.obolibrary.org/obo/PATO_0000402	branched
http://purl.obolibrary.org/obo/MP_0003807	camptodactyly	http://purl.obolibrary.org/obo/UBERON_0002544	digit	http://purl.obolibrary.org/obo/PATO_0000617	bent
http://purl.obolibrary.org/obo/MP_0011505	camptomelia	http://purl.obolibrary.org/obo/UBERON_0003606	limb long bone	http://purl.obolibrary.org/obo/PATO_0000617	bent
http://purl.obolibrary.org/obo/MP_0004187	cardia bifida	http://purl.obolibrary.org/obo/UBERON_0000948	heart	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/MP_0013856	celiac artery compression	http://purl.obolibrary.org/obo/UBERON_0001640	celiac artery	http://purl.obolibrary.org/obo/PATO_0002254	flattened
http://purl.obolibrary.org/obo/MP_0000114	cleft chin	http://purl.obolibrary.org/obo/UBERON_0008199	chin	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/MP_0009893	cleft primary palate	http://purl.obolibrary.org/obo/UBERON_0005620	primary palate	http://purl.obolibrary.org/obo/PATO_0001786	split
http://purl.obolibrary.org/obo/MP_0009890	cleft secondary palate	http://purl.obolibrary.org/obo/UBERON_0001716	secondary palate	http://purl.obolibrary.org/obo/PATO_0001786	split
http://purl.obolibrary.org/obo/MP_0005170	cleft upper lip	http://purl.obolibrary.org/obo/UBERON_0001834	upper lip	http://purl.obolibrary.org/obo/PATO_0001786	split
http://purl.obolibrary.org/obo/MP_0006253	clinodactyly	http://purl.obolibrary.org/obo/UBERON_0002544	digit	http://purl.obolibrary.org/obo/PATO_0001649	curved lateral
http://purl.obolibrary.org/obo/MP_0030791	club-shaped femur	http://purl.obolibrary.org/obo/UBERON_0000981	femur	http://purl.obolibrary.org/obo/PATO_0001883	clavate
http://purl.obolibrary.org/obo/MP_0014084	clubbed small intestinal villi	http://purl.obolibrary.org/obo/UBERON_0001213	intestinal villus	http://purl.obolibrary.org/obo/PATO_0001883	clavate
http://purl.obolibrary.org/obo/MP_0000576	clubfoot	http://purl.obolibrary.org/obo/UBERON_0002470	autopod region	http://purl.obolibrary.org/obo/PATO_0001883	clavate
http://purl.obolibrary.org/obo/MP_0009478	coiled cecum	http://purl.obolibrary.org/obo/UBERON_0001153	caecum	http://purl.obolibrary.org/obo/PATO_0000404	coiled
http://purl.obolibrary.org/obo/MP_0009238	coiled sperm flagellum	http://purl.obolibrary.org/obo/GO_0036126	sperm flagellum	http://purl.obolibrary.org/obo/PATO_0000404	coiled
http://purl.obolibrary.org/obo/MP_0030500	conical molar	http://purl.obolibrary.org/obo/UBERON_0003655	molar tooth	http://purl.obolibrary.org/obo/PATO_0002021	conical
http://purl.obolibrary.org/obo/MP_0030499	conical tooth	http://purl.obolibrary.org/obo/UBERON_0001091	calcareous tooth	http://purl.obolibrary.org/obo/PATO_0002021	conical
http://purl.obolibrary.org/obo/MP_0006151	cornea astigmatism	http://purl.obolibrary.org/obo/UBERON_0000964	cornea	http://purl.obolibrary.org/obo/PATO_0001848	asymmetrically curved
http://purl.obolibrary.org/obo/MP_0003735	cup-shaped ears	http://purl.obolibrary.org/obo/UBERON_0002488	helix of outer ear	http://purl.obolibrary.org/obo/PATO_0001857	concave
http://purl.obolibrary.org/obo/MP_0003051	curly tail	http://purl.obolibrary.org/obo/UBERON_0007812	post-anal tail	http://purl.obolibrary.org/obo/PATO_0000405	curled
http://purl.obolibrary.org/obo/MP_0001274	curly vibrissae	http://purl.obolibrary.org/obo/UBERON_0011933	vibrissa unit	http://purl.obolibrary.org/obo/PATO_0000405	curled
http://purl.obolibrary.org/obo/MP_0003148	decreased cochlea coiling	http://purl.obolibrary.org/obo/UBERON_0001844	cochlea	http://purl.obolibrary.org/obo/PATO_0001796	decreased coiling
http://purl.obolibrary.org/obo/MP_0000404	decreased curvature of zigzag hairs	http://purl.obolibrary.org/obo/UBERON_0010513	strand of zigzag hair	http://purl.obolibrary.org/obo/PATO_0001593	decreased curvature
http://purl.obolibrary.org/obo/MP_0030034	depressed nasal bridge	http://purl.obolibrary.org/obo/UBERON_0008340	nasal bridge	http://purl.obolibrary.org/obo/PATO_0000407	flat
http://purl.obolibrary.org/obo/MP_0000440	domed cranium	http://purl.obolibrary.org/obo/UBERON_0003128	cranium	http://purl.obolibrary.org/obo/PATO_0001789	domed
http://purl.obolibrary.org/obo/MP_0004159	double aortic arch	http://purl.obolibrary.org/obo/UBERON_0001508	arch of aorta	http://purl.obolibrary.org/obo/PATO_0001786	split
http://purl.obolibrary.org/obo/MP_0004017	duplex kidney	http://purl.obolibrary.org/obo/UBERON_0002113	kidney	http://purl.obolibrary.org/obo/PATO_0001786	split
http://purl.obolibrary.org/obo/MP_0000256	echinocytosis	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte	http://purl.obolibrary.org/obo/PATO_0001365	spiny
http://purl.obolibrary.org/obo/MP_0008771	elongated vertebral column	http://purl.obolibrary.org/obo/UBERON_0001130	vertebral column	http://purl.obolibrary.org/obo/PATO_0001154	elongated
http://purl.obolibrary.org/obo/MP_0008797	facial cleft	http://purl.obolibrary.org/obo/UBERON_0001456	face	http://purl.obolibrary.org/obo/PATO_0001786	split
http://purl.obolibrary.org/obo/MP_0012175	flat face	http://purl.obolibrary.org/obo/UBERON_0001456	face	http://purl.obolibrary.org/obo/PATO_0000407	flat
http://purl.obolibrary.org/obo/MP_0030047	flat forehead	http://purl.obolibrary.org/obo/UBERON_0008200	forehead	http://purl.obolibrary.org/obo/PATO_0000407	flat
http://purl.obolibrary.org/obo/MP_0012174	flat head	http://purl.obolibrary.org/obo/UBERON_0000033	head	http://purl.obolibrary.org/obo/PATO_0000407	flat
http://purl.obolibrary.org/obo/MP_0030289	flat occipital bone	http://purl.obolibrary.org/obo/UBERON_0001676	occipital bone	http://purl.obolibrary.org/obo/PATO_0000407	flat
http://purl.obolibrary.org/obo/MP_0000447	flattened snout	http://purl.obolibrary.org/obo/UBERON_0006333	snout	http://purl.obolibrary.org/obo/PATO_0002254	flattened
http://purl.obolibrary.org/obo/MP_0003736	folded helix	http://purl.obolibrary.org/obo/UBERON_0002488	helix of outer ear	http://purl.obolibrary.org/obo/PATO_0001910	folded
http://purl.obolibrary.org/obo/MP_0002686	globozoospermia	http://purl.obolibrary.org/obo/GO_0061827	sperm head	http://purl.obolibrary.org/obo/PATO_0001865	spheroid
http://purl.obolibrary.org/obo/MP_0031133	increased aorta tortuosity	http://purl.obolibrary.org/obo/UBERON_0000947	aorta	http://purl.obolibrary.org/obo/PATO_0001798	kinked
http://purl.obolibrary.org/obo/MP_0031132	increased artery tortuosity	http://purl.obolibrary.org/obo/UBERON_0001637	artery	http://purl.obolibrary.org/obo/PATO_0001798	kinked
http://purl.obolibrary.org/obo/MP_0020331	increased capillary tortuosity	http://purl.obolibrary.org/obo/UBERON_0001982	capillary	http://purl.obolibrary.org/obo/PATO_0001798	kinked
http://purl.obolibrary.org/obo/MP_0031134	increased carotid artery tortuosity	http://purl.obolibrary.org/obo/UBERON_0005396	carotid artery segment	http://purl.obolibrary.org/obo/PATO_0001798	kinked
http://purl.obolibrary.org/obo/MP_0014306	increased cochlea coiling	http://purl.obolibrary.org/obo/UBERON_0001844	cochlea	http://purl.obolibrary.org/obo/PATO_0001795	increased coiling
http://purl.obolibrary.org/obo/MP_0031135	increased coronary artery tortuosity	http://purl.obolibrary.org/obo/UBERON_0001621	coronary artery	http://purl.obolibrary.org/obo/PATO_0001798	kinked
http://purl.obolibrary.org/obo/MP_0000406	increased curvature of auchene hairs	http://purl.obolibrary.org/obo/UBERON_0010510	strand of auchene hair	http://purl.obolibrary.org/obo/PATO_0001592	increased curvature
http://purl.obolibrary.org/obo/MP_0000401	increased curvature of awl hairs	http://purl.obolibrary.org/obo/UBERON_0010511	strand of awl hair	http://purl.obolibrary.org/obo/PATO_0001592	increased curvature
http://purl.obolibrary.org/obo/MP_0000399	increased curvature of guard hairs	http://purl.obolibrary.org/obo/UBERON_0010512	strand of guard hair	http://purl.obolibrary.org/obo/PATO_0001592	increased curvature
http://purl.obolibrary.org/obo/MP_0000396	increased curvature of hairs	http://purl.obolibrary.org/obo/UBERON_0001037	strand of hair	http://purl.obolibrary.org/obo/PATO_0001592	increased curvature
http://purl.obolibrary.org/obo/MP_0000403	increased curvature of zigzag hairs	http://purl.obolibrary.org/obo/UBERON_0010513	strand of zigzag hair	http://purl.obolibrary.org/obo/PATO_0001592	increased curvature
http://purl.obolibrary.org/obo/MP_0031140	increased retina artery tortuosity	http://purl.obolibrary.org/obo/UBERON_0001620	central retinal artery	http://purl.obolibrary.org/obo/PATO_0001798	kinked
http://purl.obolibrary.org/obo/MP_0031141	increased retina vascular tortuosity	http://purl.obolibrary.org/obo/UBERON_0003501	retina blood vessel	http://purl.obolibrary.org/obo/PATO_0001798	kinked
http://purl.obolibrary.org/obo/MP_0001319	irregularly shaped pupil	http://purl.obolibrary.org/obo/UBERON_0001771	pupil	http://purl.obolibrary.org/obo/PATO_0000052	shape
http://purl.obolibrary.org/obo/MP_0003400	kinked neural tube	http://purl.obolibrary.org/obo/UBERON_0001049	neural tube	http://purl.obolibrary.org/obo/PATO_0001798	kinked
http://purl.obolibrary.org/obo/MP_0009237	kinked sperm flagellum	http://purl.obolibrary.org/obo/GO_0036126	sperm flagellum	http://purl.obolibrary.org/obo/PATO_0001798	kinked
http://purl.obolibrary.org/obo/MP_0000585	kinked tail	http://purl.obolibrary.org/obo/UBERON_0007812	post-anal tail	http://purl.obolibrary.org/obo/PATO_0001798	kinked
http://purl.obolibrary.org/obo/MP_0001278	kinked vibrissae	http://purl.obolibrary.org/obo/UBERON_0011933	vibrissa unit	http://purl.obolibrary.org/obo/PATO_0001798	kinked
http://purl.obolibrary.org/obo/MP_0030899	laryngeal cleft	http://purl.obolibrary.org/obo/UBERON_0001737	larynx	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/MP_0031445	midline cleft upper lip	http://purl.obolibrary.org/obo/UBERON_0001834	upper lip	http://purl.obolibrary.org/obo/PATO_0002169	split medially
http://purl.obolibrary.org/obo/MP_0000108	midline facial cleft	http://purl.obolibrary.org/obo/UBERON_0001456	face	http://purl.obolibrary.org/obo/PATO_0002169	split medially
http://purl.obolibrary.org/obo/MP_0006220	optic nerve compression	http://purl.obolibrary.org/obo/UBERON_0000941	cranial nerve II	http://purl.obolibrary.org/obo/PATO_0002254	flattened
http://purl.obolibrary.org/obo/MP_0005497	optic nerve cupping	http://purl.obolibrary.org/obo/UBERON_0000941	cranial nerve II	http://purl.obolibrary.org/obo/PATO_0001857	concave
http://purl.obolibrary.org/obo/MP_0011175	platyspondylia	http://purl.obolibrary.org/obo/UBERON_0002412	vertebra	http://purl.obolibrary.org/obo/PATO_0002254	flattened
http://purl.obolibrary.org/obo/MP_0002643	poikilocytosis	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte	http://purl.obolibrary.org/obo/PATO_0000052	shape
http://purl.obolibrary.org/obo/MP_0000448	pointed snout	http://purl.obolibrary.org/obo/UBERON_0006333	snout	http://purl.obolibrary.org/obo/PATO_0000944	sharpness
http://purl.obolibrary.org/obo/MP_0000153	rib bifurcation	http://purl.obolibrary.org/obo/UBERON_0002228	rib	http://purl.obolibrary.org/obo/PATO_0001784	bifurcated
http://purl.obolibrary.org/obo/MP_0030072	round face	http://purl.obolibrary.org/obo/UBERON_0001456	face	http://purl.obolibrary.org/obo/PATO_0000411	circular
http://purl.obolibrary.org/obo/MP_0030046	round forehead	http://purl.obolibrary.org/obo/UBERON_0008200	forehead	http://purl.obolibrary.org/obo/PATO_0000411	circular
http://purl.obolibrary.org/obo/MP_0030245	round head	http://purl.obolibrary.org/obo/UBERON_0000033	head	http://purl.obolibrary.org/obo/PATO_0000411	circular
http://purl.obolibrary.org/obo/MP_0030104	round orbits	http://purl.obolibrary.org/obo/UBERON_0001697	orbit of skull	http://purl.obolibrary.org/obo/PATO_0000411	circular
http://purl.obolibrary.org/obo/MP_0030188	round snout	http://purl.obolibrary.org/obo/UBERON_0006333	snout	http://purl.obolibrary.org/obo/PATO_0000411	circular
http://purl.obolibrary.org/obo/MP_0000420	ruffled hair	http://purl.obolibrary.org/obo/UBERON_0001037	strand of hair	http://purl.obolibrary.org/obo/PATO_0001799	ruffled
http://purl.obolibrary.org/obo/MP_0008065	short endolymphatic duct	http://purl.obolibrary.org/obo/UBERON_0001860	endolymphatic duct	http://purl.obolibrary.org/obo/PATO_0000936	truncated
http://purl.obolibrary.org/obo/MP_0030048	sloping forehead	http://purl.obolibrary.org/obo/UBERON_0008200	forehead	http://purl.obolibrary.org/obo/PATO_0001481	sloped
http://purl.obolibrary.org/obo/MP_0002812	spherocytosis	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte	http://purl.obolibrary.org/obo/PATO_0001499	spherical
http://purl.obolibrary.org/obo/MP_0003128	splayed clitoris	http://purl.obolibrary.org/obo/UBERON_0002411	clitoris	http://purl.obolibrary.org/obo/PATO_0000407	flat
http://purl.obolibrary.org/obo/MP_0003519	splayed labia majora	http://purl.obolibrary.org/obo/UBERON_0004085	labium majora	http://purl.obolibrary.org/obo/PATO_0000407	flat
http://purl.obolibrary.org/obo/MP_0003524	splayed labia minora	http://purl.obolibrary.org/obo/UBERON_0004014	labium minora	http://purl.obolibrary.org/obo/PATO_0000407	flat
http://purl.obolibrary.org/obo/MP_0004673	splayed ribs	http://purl.obolibrary.org/obo/UBERON_0002228	rib	http://purl.obolibrary.org/obo/PATO_0001785	splayed
http://purl.obolibrary.org/obo/MP_0010702	split cervical atlas	http://purl.obolibrary.org/obo/UBERON_0001092	vertebral bone 1	http://purl.obolibrary.org/obo/PATO_0001784	bifurcated
http://purl.obolibrary.org/obo/MP_0010703	split cervical axis	http://purl.obolibrary.org/obo/UBERON_0001093	vertebral bone 2	http://purl.obolibrary.org/obo/PATO_0001784	bifurcated
http://purl.obolibrary.org/obo/MP_0004446	split exoccipital bone	http://purl.obolibrary.org/obo/UBERON_0001693	exoccipital bone	http://purl.obolibrary.org/obo/PATO_0001786	split
http://purl.obolibrary.org/obo/MP_0004713	split notochord	http://purl.obolibrary.org/obo/UBERON_0002328	notochord	http://purl.obolibrary.org/obo/PATO_0001786	split
http://purl.obolibrary.org/obo/MP_0012667	split sternal manubrium	http://purl.obolibrary.org/obo/UBERON_0002205	manubrium of sternum	http://purl.obolibrary.org/obo/PATO_0001786	split
http://purl.obolibrary.org/obo/MP_0004320	split sternum	http://purl.obolibrary.org/obo/UBERON_0000975	sternum	http://purl.obolibrary.org/obo/PATO_0001784	bifurcated
http://purl.obolibrary.org/obo/MP_0004687	split vertebrae	http://purl.obolibrary.org/obo/UBERON_0002412	vertebra	http://purl.obolibrary.org/obo/PATO_0001786	split
http://purl.obolibrary.org/obo/MP_0004678	split xiphoid process	http://purl.obolibrary.org/obo/UBERON_0006430	xiphoid cartilage	http://purl.obolibrary.org/obo/PATO_0001786	split
http://purl.obolibrary.org/obo/MP_0000398	splitting of guard hairs	http://purl.obolibrary.org/obo/UBERON_0010512	strand of guard hair	http://purl.obolibrary.org/obo/PATO_0001786	split
http://purl.obolibrary.org/obo/MP_0030073	square face	http://purl.obolibrary.org/obo/UBERON_0001456	face	http://purl.obolibrary.org/obo/PATO_0000413	square
http://purl.obolibrary.org/obo/MP_0009659	striated fur	http://purl.obolibrary.org/obo/UBERON_0010166	coat of hair	http://purl.obolibrary.org/obo/PATO_0001410	striated
http://purl.obolibrary.org/obo/MP_0012546	triangular face	http://purl.obolibrary.org/obo/UBERON_0001456	face	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/MP_0030368	trigonocephaly	http://purl.obolibrary.org/obo/UBERON_0000033	head	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/MP_0000567	truncated digits	http://purl.obolibrary.org/obo/UBERON_0002544	digit	http://purl.obolibrary.org/obo/PATO_0000936	truncated
http://purl.obolibrary.org/obo/MP_0012084	truncated foregut	http://purl.obolibrary.org/obo/UBERON_0001041	foregut	http://purl.obolibrary.org/obo/PATO_0000936	truncated
http://purl.obolibrary.org/obo/MP_0011345	truncated loop of Henle	http://purl.obolibrary.org/obo/UBERON_0001288	loop of Henle	http://purl.obolibrary.org/obo/PATO_0000936	truncated
http://purl.obolibrary.org/obo/MP_0004714	truncated notochord	http://purl.obolibrary.org/obo/UBERON_0002328	notochord	http://purl.obolibrary.org/obo/PATO_0000936	truncated
http://purl.obolibrary.org/obo/MP_0004677	truncated ribs	http://purl.obolibrary.org/obo/UBERON_0002228	rib	http://purl.obolibrary.org/obo/PATO_0000936	truncated
http://purl.obolibrary.org/obo/MP_0031447	unilateral cleft upper lip	http://purl.obolibrary.org/obo/UBERON_0001834	upper lip	http://purl.obolibrary.org/obo/PATO_0002170	split laterally
http://purl.obolibrary.org/obo/MP_0006411	upturned snout	http://purl.obolibrary.org/obo/UBERON_0006333	snout	http://purl.obolibrary.org/obo/PATO_0002031	upturned
http://purl.obolibrary.org/obo/MP_0013831	vagus nerve compression	http://purl.obolibrary.org/obo/UBERON_0001759	vagus nerve	http://purl.obolibrary.org/obo/PATO_0002254	flattened
http://purl.obolibrary.org/obo/MP_0000410	waved hair	http://purl.obolibrary.org/obo/UBERON_0001037	strand of hair	http://purl.obolibrary.org/obo/PATO_0000967	undulate
http://purl.obolibrary.org/obo/MP_0000930	wavy neural tube	http://purl.obolibrary.org/obo/UBERON_0001049	neural tube	http://purl.obolibrary.org/obo/PATO_0000967	undulate
http://purl.obolibrary.org/obo/MP_0013179	wavy tail	http://purl.obolibrary.org/obo/UBERON_0007812	post-anal tail	http://purl.obolibrary.org/obo/PATO_0000967	undulate
http://purl.obolibrary.org/obo/MP_0001279	wavy vibrissae	http://purl.obolibrary.org/obo/UBERON_0011933	vibrissa unit	http://purl.obolibrary.org/obo/PATO_0000967	undulate
