defined_class	defined_class_label	chemical_entity	chemical_entity_label
http://purl.obolibrary.org/obo/MP_0030732	increased gamma-aminobutyric acid level	http://purl.obolibrary.org/obo/CHEBI_16865	gamma-aminobutyric acid
http://purl.obolibrary.org/obo/MP_0031561	increased ganglioside level	http://purl.obolibrary.org/obo/CHEBI_28892	ganglioside
http://purl.obolibrary.org/obo/MP_0002867	increased glutamic acid decarboxylase level	http://purl.obolibrary.org/obo/PR_000007785	glutamate decarboxylase 1
http://purl.obolibrary.org/obo/MP_0030736	increased glutamic acid level	http://purl.obolibrary.org/obo/CHEBI_18237	glutamic acid
http://purl.obolibrary.org/obo/MP_0030706	increased glutamine level	http://purl.obolibrary.org/obo/CHEBI_28300	glutamine
http://purl.obolibrary.org/obo/MP_0012606	increased glutathione level	http://purl.obolibrary.org/obo/CHEBI_16856	glutathione
http://purl.obolibrary.org/obo/MP_0003441	increased glycerol level	http://purl.obolibrary.org/obo/CHEBI_17754	glycerol
http://purl.obolibrary.org/obo/MP_0021131	increased glycerophosphocholine level	http://purl.obolibrary.org/obo/CHEBI_36313	glycerophosphocholine
http://purl.obolibrary.org/obo/MP_0030658	increased glycine level	http://purl.obolibrary.org/obo/CHEBI_15428	glycine
http://purl.obolibrary.org/obo/MP_0005440	increased glycogen level	http://purl.obolibrary.org/obo/CHEBI_28087	glycogen
http://purl.obolibrary.org/obo/MP_0030755	increased histamine level	http://purl.obolibrary.org/obo/CHEBI_18295	histamine
http://purl.obolibrary.org/obo/MP_0014429	increased hyaluronic acid level	http://purl.obolibrary.org/obo/CHEBI_16336	hyaluronic acid
http://purl.obolibrary.org/obo/MP_0030678	increased hydroxyproline level	http://purl.obolibrary.org/obo/CHEBI_24741	hydroxyproline
http://purl.obolibrary.org/obo/MP_0014541	increased iron level	http://purl.obolibrary.org/obo/CHEBI_18248	iron atom
http://purl.obolibrary.org/obo/MP_0030712	increased isoleucine level	http://purl.obolibrary.org/obo/CHEBI_24898	isoleucine
http://purl.obolibrary.org/obo/MP_0030747	increased leucine level	http://purl.obolibrary.org/obo/CHEBI_25017	leucine
http://purl.obolibrary.org/obo/MP_0009816	increased leukotriene level	http://purl.obolibrary.org/obo/CHEBI_25029	leukotriene
http://purl.obolibrary.org/obo/MP_0014460	increased lipid level	http://purl.obolibrary.org/obo/CHEBI_18059	lipid
http://purl.obolibrary.org/obo/MP_0005133	increased luteinizing hormone level	http://purl.obolibrary.org/obo/CHEBI_81568	Luteinizing hormone
http://purl.obolibrary.org/obo/MP_0030721	increased lysine level	http://purl.obolibrary.org/obo/CHEBI_25094	lysine
http://purl.obolibrary.org/obo/MP_0031659	increased magnesium level	http://purl.obolibrary.org/obo/CHEBI_25107	magnesium atom
http://purl.obolibrary.org/obo/MP_0030641	increased methionine level	http://purl.obolibrary.org/obo/CHEBI_16811	methionine
http://purl.obolibrary.org/obo/MP_0030628	increased methylmalonic acid level	http://purl.obolibrary.org/obo/CHEBI_30860	methylmalonic acid
http://purl.obolibrary.org/obo/MP_0014535	increased mineral level	http://purl.obolibrary.org/obo/CHEBI_46662	mineral
http://purl.obolibrary.org/obo/MP_0012575	increased noradrenaline level	http://purl.obolibrary.org/obo/CHEBI_33569	noradrenaline
http://purl.obolibrary.org/obo/MP_0030647	increased ornithine level	http://purl.obolibrary.org/obo/CHEBI_18257	ornithine
http://purl.obolibrary.org/obo/MP_0030697	increased phenylalanine level	http://purl.obolibrary.org/obo/CHEBI_28044	phenylalanine
http://purl.obolibrary.org/obo/MP_0014545	increased phosphate level	http://purl.obolibrary.org/obo/CHEBI_26020	phosphate
http://purl.obolibrary.org/obo/MP_0021126	increased phosphocholine level	http://purl.obolibrary.org/obo/CHEBI_18132	phosphocholine
http://purl.obolibrary.org/obo/MP_0010077	increased phytosterol level	http://purl.obolibrary.org/obo/CHEBI_26125	phytosterols
http://purl.obolibrary.org/obo/MP_0004147	increased porphyrin level	http://purl.obolibrary.org/obo/CHEBI_8337	porphyrin
http://purl.obolibrary.org/obo/MP_0005139	increased prolactin level	http://purl.obolibrary.org/obo/PR_000013246	prolactin
http://purl.obolibrary.org/obo/MP_0020237	increased proline level	http://purl.obolibrary.org/obo/CHEBI_26271	proline
http://purl.obolibrary.org/obo/MP_0009814	increased prostaglandin level	http://purl.obolibrary.org/obo/CHEBI_26333	prostaglandin
http://purl.obolibrary.org/obo/MP_0005284	increased saturated fatty acids level	http://purl.obolibrary.org/obo/CHEBI_26607	saturated fatty acid
http://purl.obolibrary.org/obo/MP_0030691	increased serine level	http://purl.obolibrary.org/obo/CHEBI_17822	serine
http://purl.obolibrary.org/obo/MP_0010069	increased serotonin level	http://purl.obolibrary.org/obo/CHEBI_28790	serotonin
http://purl.obolibrary.org/obo/MP_0020116	increased sphingosine level	http://purl.obolibrary.org/obo/CHEBI_16393	sphingosine
http://purl.obolibrary.org/obo/MP_0012226	increased sterol level	http://purl.obolibrary.org/obo/CHEBI_15889	sterol
http://purl.obolibrary.org/obo/MP_0020006	increased sulfoglycosphingolipid level	http://purl.obolibrary.org/obo/CHEBI_36477	sulfoglycosphingolipid
http://purl.obolibrary.org/obo/MP_0030635	increased taurine level	http://purl.obolibrary.org/obo/CHEBI_15891	taurine
http://purl.obolibrary.org/obo/MP_0030700	increased threonine level	http://purl.obolibrary.org/obo/CHEBI_26986	threonine
http://purl.obolibrary.org/obo/MP_0005135	increased thyroid-stimulating hormone level	http://purl.obolibrary.org/obo/CHEBI_81567	thyroid stimulating hormone
http://purl.obolibrary.org/obo/MP_0005470	increased thyroxine level	http://purl.obolibrary.org/obo/CHEBI_30660	thyroxine
http://purl.obolibrary.org/obo/MP_0008837	increased transforming growth factor beta level	http://purl.obolibrary.org/obo/PR_000000046	TGF-beta
http://purl.obolibrary.org/obo/MP_0005317	increased triglyceride level	http://purl.obolibrary.org/obo/CHEBI_17855	triglyceride
http://purl.obolibrary.org/obo/MP_0005474	increased triiodothyronine level	http://purl.obolibrary.org/obo/CHEBI_18258	3,3',5-triiodo-L-thyronine
http://purl.obolibrary.org/obo/MP_0021123	increased trimethylamine N-oxide level	http://purl.obolibrary.org/obo/CHEBI_15724	trimethylamine N-oxide
http://purl.obolibrary.org/obo/MP_0021029	increased tumor necrosis factor (ligand) superfamily member 11 level	http://purl.obolibrary.org/obo/PR_000002107	tumor necrosis factor ligand superfamily member 11
http://purl.obolibrary.org/obo/MP_0021032	increased tumor necrosis factor receptor superfamily member 11b level	http://purl.obolibrary.org/obo/PR_000016480	tumor necrosis factor receptor superfamily member 11B
http://purl.obolibrary.org/obo/MP_0005283	increased unsaturated fatty acids level	http://purl.obolibrary.org/obo/CHEBI_27208	unsaturated fatty acid
http://purl.obolibrary.org/obo/MP_0030724	increased valine level	http://purl.obolibrary.org/obo/CHEBI_27266	valine
http://purl.obolibrary.org/obo/MP_0031255	increased vitamin C level	http://purl.obolibrary.org/obo/CHEBI_29073	L-ascorbic acid
http://purl.obolibrary.org/obo/MP_0012337	increased vitamin D level	http://purl.obolibrary.org/obo/CHEBI_27300	vitamin D
http://purl.obolibrary.org/obo/MP_0014549	increased zinc level	http://purl.obolibrary.org/obo/CHEBI_27363	zinc atom
