defined_class	defined_class_label	cellular_component	cellular_component_label
http://purl.obolibrary.org/obo/MP_0009594	abnormal corneocyte envelope morphology	http://purl.obolibrary.org/obo/GO_0001533	cornified envelope
http://purl.obolibrary.org/obo/MP_0010015	abnormal cuticular plate morphology	http://purl.obolibrary.org/obo/GO_0032437	cuticular plate
http://purl.obolibrary.org/obo/MP_0008143	abnormal dendrite morphology	http://purl.obolibrary.org/obo/GO_0030425	dendrite
http://purl.obolibrary.org/obo/MP_0009936	abnormal dendritic spine morphology	http://purl.obolibrary.org/obo/GO_0043197	dendritic spine
http://purl.obolibrary.org/obo/MP_0009378	abnormal endoplasmic reticulum morphology	http://purl.obolibrary.org/obo/GO_0005783	endoplasmic reticulum
http://purl.obolibrary.org/obo/MP_0020357	abnormal excitatory synapse morphology	http://purl.obolibrary.org/obo/GO_0060076	excitatory synapse
http://purl.obolibrary.org/obo/MP_0013258	abnormal extracellular matrix morphology	http://purl.obolibrary.org/obo/GO_0031012	extracellular matrix
http://purl.obolibrary.org/obo/MP_0011454	abnormal glomerular endothelium fenestra morphology	http://purl.obolibrary.org/obo/GO_0036053	glomerular endothelium fenestra
http://purl.obolibrary.org/obo/MP_0020358	abnormal inhibitory synapse morphology	http://purl.obolibrary.org/obo/GO_0060077	inhibitory synapse
http://purl.obolibrary.org/obo/MP_0006267	abnormal intercalated disk morphology	http://purl.obolibrary.org/obo/GO_0014704	intercalated disc
http://purl.obolibrary.org/obo/MP_0010738	abnormal internode morphology	http://purl.obolibrary.org/obo/GO_0033269	internode region of axon
http://purl.obolibrary.org/obo/MP_0014239	abnormal intracellular organelle morphology	http://purl.obolibrary.org/obo/GO_0043229	intracellular organelle
http://purl.obolibrary.org/obo/MP_0010737	abnormal juxtaparanode morphology	http://purl.obolibrary.org/obo/GO_0044224	juxtaparanode region of axon
http://purl.obolibrary.org/obo/MP_0011060	abnormal kinocilium morphology	http://purl.obolibrary.org/obo/GO_0060091	kinocilium
http://purl.obolibrary.org/obo/MP_0005058	abnormal lysosome morphology	http://purl.obolibrary.org/obo/GO_0005764	lysosome
http://purl.obolibrary.org/obo/MP_0009376	abnormal manchette morphology	http://purl.obolibrary.org/obo/GO_0002177	manchette
http://purl.obolibrary.org/obo/MP_0005075	abnormal melanosome morphology	http://purl.obolibrary.org/obo/GO_0042470	melanosome
http://purl.obolibrary.org/obo/MP_0020850	abnormal microtubule cytoskeleton morphology	http://purl.obolibrary.org/obo/GO_0015630	microtubule cytoskeleton
http://purl.obolibrary.org/obo/MP_0030942	abnormal microtubule organizing center morphology	http://purl.obolibrary.org/obo/GO_0005815	microtubule organizing center
http://purl.obolibrary.org/obo/MP_0011638	abnormal mitochondrial chromosome morphology	http://purl.obolibrary.org/obo/GO_0000262	mitochondrial chromosome
http://purl.obolibrary.org/obo/MP_0011635	abnormal mitochondrial crista morphology	http://purl.obolibrary.org/obo/GO_0030061	mitochondrial crista
http://purl.obolibrary.org/obo/MP_0011634	abnormal mitochondrial inner membrane morphology	http://purl.obolibrary.org/obo/GO_0005743	mitochondrial inner membrane
http://purl.obolibrary.org/obo/MP_0011637	abnormal mitochondrial matrix morphology	http://purl.obolibrary.org/obo/GO_0005759	mitochondrial matrix
http://purl.obolibrary.org/obo/MP_0006035	abnormal mitochondrial morphology	http://purl.obolibrary.org/obo/GO_0005739	mitochondrion
http://purl.obolibrary.org/obo/MP_0013206	abnormal motile cilium morphology	http://purl.obolibrary.org/obo/GO_0031514	motile cilium
http://purl.obolibrary.org/obo/MP_0003871	abnormal myelin sheath morphology	http://purl.obolibrary.org/obo/GO_0043209	myelin sheath
http://purl.obolibrary.org/obo/MP_0008415	abnormal neurite morphology	http://purl.obolibrary.org/obo/GO_0043005	neuron projection
http://purl.obolibrary.org/obo/MP_0001053	abnormal neuromuscular synapse morphology	http://purl.obolibrary.org/obo/GO_0031594	neuromuscular junction
http://purl.obolibrary.org/obo/MP_0010732	abnormal node of Ranvier morphology	http://purl.obolibrary.org/obo/GO_0033268	node of Ranvier
http://purl.obolibrary.org/obo/MP_0013205	abnormal nonmotile primary cilium morphology	http://purl.obolibrary.org/obo/GO_0097730	non-motile cilium
http://purl.obolibrary.org/obo/MP_0008890	abnormal nuclear lamina morphology	http://purl.obolibrary.org/obo/GO_0005652	nuclear lamina
http://purl.obolibrary.org/obo/MP_0008830	abnormal nucleolus morphology	http://purl.obolibrary.org/obo/GO_0005730	nucleolus
http://purl.obolibrary.org/obo/MP_0031356	abnormal outer dense fiber morphology	http://purl.obolibrary.org/obo/GO_0001520	outer dense fiber
http://purl.obolibrary.org/obo/MP_0010734	abnormal paranode morphology	http://purl.obolibrary.org/obo/GO_0033270	paranode region of axon
http://purl.obolibrary.org/obo/MP_0014010	abnormal peroxisome morphology	http://purl.obolibrary.org/obo/GO_0005777	peroxisome
http://purl.obolibrary.org/obo/MP_0014059	abnormal photoreceptor connecting cilium morphology	http://purl.obolibrary.org/obo/GO_0032391	photoreceptor connecting cilium
http://purl.obolibrary.org/obo/MP_0020813	abnormal photoreceptor outer segment disc membrane morphology	http://purl.obolibrary.org/obo/GO_0097381	photoreceptor disc membrane
http://purl.obolibrary.org/obo/MP_0003729	abnormal photoreceptor outer segment morphology	http://purl.obolibrary.org/obo/GO_0001750	photoreceptor outer segment
http://purl.obolibrary.org/obo/MP_0003950	abnormal plasma membrane morphology	http://purl.obolibrary.org/obo/GO_0005886	plasma membrane
http://purl.obolibrary.org/obo/MP_0014060	abnormal platelet alpha-granule morphology	http://purl.obolibrary.org/obo/GO_0031091	platelet alpha granule
http://purl.obolibrary.org/obo/MP_0004721	abnormal platelet dense granule morphology	http://purl.obolibrary.org/obo/GO_0042827	platelet dense granule
http://purl.obolibrary.org/obo/MP_0008059	abnormal podocyte foot process morphology	http://purl.obolibrary.org/obo/GO_0098846	podocyte foot
http://purl.obolibrary.org/obo/MP_0020551	abnormal postsynaptic density morphology	http://purl.obolibrary.org/obo/GO_0014069	postsynaptic density
http://purl.obolibrary.org/obo/MP_0020359	abnormal ribbon synapse morphology	http://purl.obolibrary.org/obo/GO_0097470	ribbon synapse
http://purl.obolibrary.org/obo/MP_0014238	abnormal ribosome morphology	http://purl.obolibrary.org/obo/GO_0005840	ribosome
http://purl.obolibrary.org/obo/MP_0004121	abnormal sarcolemma morphology	http://purl.obolibrary.org/obo/GO_0042383	sarcolemma
http://purl.obolibrary.org/obo/MP_0004090	abnormal sarcomere morphology	http://purl.obolibrary.org/obo/GO_0030017	sarcomere
http://purl.obolibrary.org/obo/MP_0004088	abnormal sarcoplasmic reticulum morphology	http://purl.obolibrary.org/obo/GO_0016529	sarcoplasmic reticulum
http://purl.obolibrary.org/obo/MP_0009834	abnormal sperm annulus morphology	http://purl.obolibrary.org/obo/GO_0097227	sperm annulus
http://purl.obolibrary.org/obo/MP_0014594	abnormal sperm cytoplasmic droplet morphology	http://purl.obolibrary.org/obo/GO_0097598	sperm cytoplasmic droplet
http://purl.obolibrary.org/obo/MP_0009837	abnormal sperm end piece morphology	http://purl.obolibrary.org/obo/GO_0097229	sperm end piece
http://purl.obolibrary.org/obo/MP_0030590	abnormal sperm fibrous sheath morphology	http://purl.obolibrary.org/obo/GO_0035686	sperm fibrous sheath
http://purl.obolibrary.org/obo/MP_0008892	abnormal sperm flagellum morphology	http://purl.obolibrary.org/obo/GO_0036126	sperm flagellum
http://purl.obolibrary.org/obo/MP_0009230	abnormal sperm head morphology	http://purl.obolibrary.org/obo/GO_0061827	sperm head
http://purl.obolibrary.org/obo/MP_0009831	abnormal sperm midpiece morphology	http://purl.obolibrary.org/obo/GO_0097225	sperm midpiece
http://purl.obolibrary.org/obo/MP_0009832	abnormal sperm mitochondrial sheath morphology	http://purl.obolibrary.org/obo/GO_0097226	sperm mitochondrial sheath
http://purl.obolibrary.org/obo/MP_0009836	abnormal sperm principal piece morphology	http://purl.obolibrary.org/obo/GO_0097228	sperm principal piece
http://purl.obolibrary.org/obo/MP_0008887	abnormal splicing factor domain morphology	http://purl.obolibrary.org/obo/GO_0016607	nuclear speck
http://purl.obolibrary.org/obo/MP_0020361	abnormal symmetric synapse morphology	http://purl.obolibrary.org/obo/GO_0032280	symmetric synapse
http://purl.obolibrary.org/obo/MP_0009538	abnormal synapse morphology	http://purl.obolibrary.org/obo/GO_0045202	synapse
http://purl.obolibrary.org/obo/MP_0008571	abnormal synaptic bouton morphology	http://purl.obolibrary.org/obo/GO_0043195	terminal bouton
http://purl.obolibrary.org/obo/MP_0004769	abnormal synaptic vesicle morphology	http://purl.obolibrary.org/obo/GO_0008021	synaptic vesicle
http://purl.obolibrary.org/obo/MP_0010207	abnormal telomere morphology	http://purl.obolibrary.org/obo/GO_0000781	chromosome, telomeric region
http://purl.obolibrary.org/obo/MP_0020851	abnormal vacuole morphology	http://purl.obolibrary.org/obo/GO_0005773	vacuole
