defined_class	defined_class_label	chemical_entity	chemical_entity_label
http://purl.obolibrary.org/obo/MP_0014461	decreased lipid level	http://purl.obolibrary.org/obo/CHEBI_18059	lipid
http://purl.obolibrary.org/obo/MP_0005132	decreased luteinizing hormone level	http://purl.obolibrary.org/obo/CHEBI_81568	Luteinizing hormone
http://purl.obolibrary.org/obo/MP_0030722	decreased lysine level	http://purl.obolibrary.org/obo/CHEBI_25094	lysine
http://purl.obolibrary.org/obo/MP_0031658	decreased magnesium level	http://purl.obolibrary.org/obo/CHEBI_25107	magnesium atom
http://purl.obolibrary.org/obo/MP_0030642	decreased methionine level	http://purl.obolibrary.org/obo/CHEBI_16811	methionine
http://purl.obolibrary.org/obo/MP_0030629	decreased methylmalonic acid level	http://purl.obolibrary.org/obo/CHEBI_30860	methylmalonic acid
http://purl.obolibrary.org/obo/MP_0014536	decreased mineral level	http://purl.obolibrary.org/obo/CHEBI_46662	mineral
http://purl.obolibrary.org/obo/MP_0012574	decreased noradrenaline level	http://purl.obolibrary.org/obo/CHEBI_33569	noradrenaline
http://purl.obolibrary.org/obo/MP_0030648	decreased ornithine level	http://purl.obolibrary.org/obo/CHEBI_18257	ornithine
http://purl.obolibrary.org/obo/MP_0030698	decreased phenylalanine level	http://purl.obolibrary.org/obo/CHEBI_28044	phenylalanine
http://purl.obolibrary.org/obo/MP_0014546	decreased phosphate level	http://purl.obolibrary.org/obo/CHEBI_26020	phosphate
http://purl.obolibrary.org/obo/MP_0021127	decreased phosphocholine level	http://purl.obolibrary.org/obo/CHEBI_18132	phosphocholine
http://purl.obolibrary.org/obo/MP_0013437	decreased phytosterol level	http://purl.obolibrary.org/obo/CHEBI_26125	phytosterols
http://purl.obolibrary.org/obo/MP_0011990	decreased porphyrin level	http://purl.obolibrary.org/obo/CHEBI_8337	porphyrin
http://purl.obolibrary.org/obo/MP_0005138	decreased prolactin level	http://purl.obolibrary.org/obo/PR_000013246	prolactin
http://purl.obolibrary.org/obo/MP_0020238	decreased proline level	http://purl.obolibrary.org/obo/CHEBI_26271	proline
http://purl.obolibrary.org/obo/MP_0009815	decreased prostaglandin level	http://purl.obolibrary.org/obo/CHEBI_26333	prostaglandin
http://purl.obolibrary.org/obo/MP_0005286	decreased saturated fatty acids level	http://purl.obolibrary.org/obo/CHEBI_26607	saturated fatty acid
http://purl.obolibrary.org/obo/MP_0030692	decreased serine level	http://purl.obolibrary.org/obo/CHEBI_17822	serine
http://purl.obolibrary.org/obo/MP_0010070	decreased serotonin level	http://purl.obolibrary.org/obo/CHEBI_28790	serotonin
http://purl.obolibrary.org/obo/MP_0020117	decreased sphingosine level	http://purl.obolibrary.org/obo/CHEBI_16393	sphingosine
http://purl.obolibrary.org/obo/MP_0012225	decreased sterol level	http://purl.obolibrary.org/obo/CHEBI_15889	sterol
http://purl.obolibrary.org/obo/MP_0020005	decreased sulfoglycosphingolipid level	http://purl.obolibrary.org/obo/CHEBI_36477	sulfoglycosphingolipid
http://purl.obolibrary.org/obo/MP_0030636	decreased taurine level	http://purl.obolibrary.org/obo/CHEBI_15891	taurine
http://purl.obolibrary.org/obo/MP_0030701	decreased threonine level	http://purl.obolibrary.org/obo/CHEBI_26986	threonine
http://purl.obolibrary.org/obo/MP_0005134	decreased thyroid-stimulating hormone level	http://purl.obolibrary.org/obo/CHEBI_81567	thyroid stimulating hormone
http://purl.obolibrary.org/obo/MP_0005471	decreased thyroxine level	http://purl.obolibrary.org/obo/CHEBI_30660	thyroxine
http://purl.obolibrary.org/obo/MP_0008838	decreased transforming growth factor beta level	http://purl.obolibrary.org/obo/PR_000000046	TGF-beta
http://purl.obolibrary.org/obo/MP_0005318	decreased triglyceride level	http://purl.obolibrary.org/obo/CHEBI_17855	triglyceride
http://purl.obolibrary.org/obo/MP_0005473	decreased triiodothyronine level	http://purl.obolibrary.org/obo/CHEBI_18258	3,3',5-triiodo-L-thyronine
http://purl.obolibrary.org/obo/MP_0021124	decreased trimethylamine N-oxide level	http://purl.obolibrary.org/obo/CHEBI_15724	trimethylamine N-oxide
http://purl.obolibrary.org/obo/MP_0021030	decreased tumor necrosis factor (ligand) superfamily member 11 level	http://purl.obolibrary.org/obo/PR_000002107	tumor necrosis factor ligand superfamily member 11
http://purl.obolibrary.org/obo/MP_0021033	decreased tumor necrosis factor receptor superfamily member 11b level	http://purl.obolibrary.org/obo/PR_000016480	tumor necrosis factor receptor superfamily member 11B
http://purl.obolibrary.org/obo/MP_0005285	decreased unsaturated fatty acids level	http://purl.obolibrary.org/obo/CHEBI_27208	unsaturated fatty acid
http://purl.obolibrary.org/obo/MP_0030725	decreased valine level	http://purl.obolibrary.org/obo/CHEBI_27266	valine
http://purl.obolibrary.org/obo/MP_0031254	decreased vitamin C level	http://purl.obolibrary.org/obo/CHEBI_29073	L-ascorbic acid
http://purl.obolibrary.org/obo/MP_0012336	decreased vitamin D level	http://purl.obolibrary.org/obo/CHEBI_27300	vitamin D
http://purl.obolibrary.org/obo/MP_0014550	decreased zinc level	http://purl.obolibrary.org/obo/CHEBI_27363	zinc atom
http://purl.obolibrary.org/obo/MP_0003032	hypocapnia	http://purl.obolibrary.org/obo/CHEBI_16526	carbon dioxide
http://purl.obolibrary.org/obo/MP_0005039	hypoxia	http://purl.obolibrary.org/obo/CHEBI_25805	oxygen atom
