# curie_map:
#   APO: http://purl.obolibrary.org/obo/APO_
#   BFO: http://purl.obolibrary.org/obo/BFO_
#   BSPO: http://purl.obolibrary.org/obo/BSPO_
#   CHEBI: http://purl.obolibrary.org/obo/CHEBI_
#   CL: http://purl.obolibrary.org/obo/CL_
#   DDPHENO: http://purl.obolibrary.org/obo/DDPHENO_
#   FBcv: http://purl.obolibrary.org/obo/FBcv_
#   FYPO: http://purl.obolibrary.org/obo/FYPO_
#   GO: http://purl.obolibrary.org/obo/GO_
#   HP: http://purl.obolibrary.org/obo/HP_
#   HsapDv: http://purl.obolibrary.org/obo/HsapDv_
#   MP: http://purl.obolibrary.org/obo/MP_
#   MPATH: http://purl.obolibrary.org/obo/MPATH_
#   NBO: http://purl.obolibrary.org/obo/NBO_
#   OBA: http://purl.obolibrary.org/obo/OBA_
#   PATO: http://purl.obolibrary.org/obo/PATO_
#   PHIPO: http://purl.obolibrary.org/obo/PHIPO_
#   PLANP: http://purl.obolibrary.org/obo/PLANP_
#   PR: http://purl.obolibrary.org/obo/PR_
#   RO: http://purl.obolibrary.org/obo/RO_
#   UBERON: http://purl.obolibrary.org/obo/UBERON_
#   UPHENO: http://purl.obolibrary.org/obo/UPHENO_
#   WBPhenotype: http://purl.obolibrary.org/obo/WBPhenotype_
#   XPO: http://purl.obolibrary.org/obo/XPO_
#   ZP: http://purl.obolibrary.org/obo/ZP_
#   obo: http://purl.obolibrary.org/obo/
#   oio: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: https://w3id.org/sssom/mappings/1a7a5c02-3557-43ae-a118-25449c6c3190
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string	subject_preprocessing	object_preprocessing
APO:0000039	meiosis	skos:exactMatch	HP:0031515	Abnormal meiosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	meiosis		semapv:RegularExpressionReplacement
APO:0000039	meiosis	skos:exactMatch	MP:0001930	abnormal meiosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	meiosis		semapv:RegularExpressionReplacement
APO:0000039	meiosis	skos:exactMatch	PHIPO:0000981	abnormal meiosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	meiosis		semapv:RegularExpressionReplacement
APO:0000039	meiosis	skos:exactMatch	UPHENO:7000758	meiosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	meiosis		
APO:0000040	meiotic recombination	skos:exactMatch	FYPO:0000008	abnormal meiotic recombination	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	meiotic recombination		semapv:RegularExpressionReplacement
APO:0000041	sporulation	skos:exactMatch	DDPHENO:0000513	aberrant sporulation	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	sporulation		semapv:RegularExpressionReplacement
APO:0000041	sporulation	skos:exactMatch	FYPO:0000121	abnormal sporulation	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	sporulation		semapv:RegularExpressionReplacement
APO:0000041	sporulation	skos:exactMatch	GO:0043934	sporulation	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	sporulation		
APO:0000042	spore germination	skos:exactMatch	DDPHENO:0001046	aberrant spore germination	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	spore germination		semapv:RegularExpressionReplacement
APO:0000042	spore germination	skos:exactMatch	FYPO:0000305	abnormal spore germination	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	spore germination		semapv:RegularExpressionReplacement
APO:0000042	spore germination	skos:exactMatch	GO:0009847	spore germination	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	spore germination		
APO:0000043	spore wall formation	skos:exactMatch	GO:0042244	spore wall assembly	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	spore wall formation		
APO:0000045	sterile	skos:exactMatch	FBcv:0000364	sterile	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	sterile		
APO:0000045	sterile	skos:exactMatch	FYPO:0000280	sterile	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	sterile		
APO:0000045	sterile	skos:exactMatch	MP:0001924	infertility	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	sterile		
APO:0000045	sterile	skos:exactMatch	WBPhenotype:0000688	sterile	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	sterile		
APO:0000049	morphology	skos:exactMatch	PATO:0000051	morphology	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	morphology		
APO:0000049	morphology	skos:exactMatch	WBPhenotype:0000520	morphology phenotype	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	morphology		semapv:RegularExpressionReplacement
APO:0000051	cell shape	skos:exactMatch	FBcv:0000429	abnormal cell shape	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	cell shape		semapv:RegularExpressionReplacement
APO:0000051	cell shape	skos:exactMatch	FYPO:0001126	abnormal cell shape	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	cell shape		semapv:RegularExpressionReplacement
APO:0000051	cell shape	skos:exactMatch	OBA:0000052	cell shape	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	cell shape		
APO:0000052	cell size	skos:exactMatch	FBcv:0000428	abnormal cell size	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	cell size		semapv:RegularExpressionReplacement
APO:0000052	cell size	skos:exactMatch	FYPO:0001127	abnormal cell size	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	cell size		semapv:RegularExpressionReplacement
APO:0000052	cell size	skos:exactMatch	OBA:0000055	cell size	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	cell size		
APO:0000053	cell wall morphology	skos:exactMatch	FYPO:0002947	abnormal cell wall morphology	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	cell wall morphology		semapv:RegularExpressionReplacement
APO:0000054	cytoskeleton morphology	skos:exactMatch	FYPO:0003063	abnormal cytoskeleton morphology	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	cytoskeleton morphology		semapv:RegularExpressionReplacement
APO:0000054	cytoskeleton morphology	skos:exactMatch	OBA:1000013	cytoskeleton morphology	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	cytoskeleton morphology		
APO:0000055	mitochondrial morphology	skos:exactMatch	DDPHENO:0001078	aberrant mitochondrion morphology	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	mitochondrial morphology		semapv:RegularExpressionReplacement
APO:0000055	mitochondrial morphology	skos:exactMatch	FYPO:0000359	abnormal mitochondrial morphology	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	mitochondrial morphology		semapv:RegularExpressionReplacement
APO:0000055	mitochondrial morphology	skos:exactMatch	HP:0008322	Abnormal mitochondrial morphology	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	mitochondrial morphology		semapv:RegularExpressionReplacement
APO:0000055	mitochondrial morphology	skos:exactMatch	MP:0006035	abnormal mitochondrial morphology	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	mitochondrial morphology		semapv:RegularExpressionReplacement
APO:0000057	nuclear morphology	skos:exactMatch	DDPHENO:0000263	aberrant nucleus morphology	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	nuclear morphology		semapv:RegularExpressionReplacement
APO:0000057	nuclear morphology	skos:exactMatch	FYPO:0002256	abnormal nuclear morphology	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	nuclear morphology		semapv:RegularExpressionReplacement
APO:0000058	peroxisomal morphology	skos:exactMatch	FYPO:0000362	abnormal peroxisomal morphology	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	peroxisomal morphology		semapv:RegularExpressionReplacement
APO:0000058	peroxisomal morphology	skos:exactMatch	HP:0034552	Abnormal peroxisomal morphology	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	peroxisomal morphology		semapv:RegularExpressionReplacement
APO:0000058	peroxisomal morphology	skos:exactMatch	MP:0014010	abnormal peroxisome morphology	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	peroxisomal morphology		semapv:RegularExpressionReplacement
APO:0000058	peroxisomal morphology	skos:exactMatch	UPHENO:7000035	peroxisomal morphology	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	peroxisomal morphology		
APO:0000059	vacuolar morphology	skos:exactMatch	FYPO:0002257	abnormal vacuolar morphology	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	vacuolar morphology		semapv:RegularExpressionReplacement
APO:0000065	flocculation	skos:exactMatch	GO:0000128	flocculation	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	flocculation		
APO:0000071	cytokinesis	skos:exactMatch	DDPHENO:0000149	aberrant cytokinesis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	cytokinesis		semapv:RegularExpressionReplacement
APO:0000071	cytokinesis	skos:exactMatch	FBcv:0000433	abnormal cytokinesis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	cytokinesis		semapv:RegularExpressionReplacement
APO:0000071	cytokinesis	skos:exactMatch	GO:0000910	cytokinesis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	cytokinesis		
APO:0000072	mitotic cell cycle	skos:exactMatch	FBcv:0000432	abnormal mitotic cell cycle	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	mitotic cell cycle		semapv:RegularExpressionReplacement
APO:0000072	mitotic cell cycle	skos:exactMatch	FYPO:0000059	abnormal mitotic cell cycle	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	mitotic cell cycle		semapv:RegularExpressionReplacement
APO:0000072	mitotic cell cycle	skos:exactMatch	GO:0000278	mitotic cell cycle	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	mitotic cell cycle		
APO:0000073	intracellular transport	skos:exactMatch	GO:0046907	intracellular transport	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	intracellular transport		
APO:0000074	autophagy	skos:exactMatch	DDPHENO:0000005	aberrant autophagy	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	autophagy		semapv:RegularExpressionReplacement
APO:0000074	autophagy	skos:exactMatch	FYPO:0008082	abnormal autophagy	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	autophagy		semapv:RegularExpressionReplacement
APO:0000074	autophagy	skos:exactMatch	GO:0006914	autophagy	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	autophagy		
APO:0000074	autophagy	skos:exactMatch	MP:0008260	abnormal autophagy	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	autophagy		semapv:RegularExpressionReplacement
APO:0000074	autophagy	skos:exactMatch	UPHENO:7000131	autophagy	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	autophagy		
APO:0000074	autophagy	skos:exactMatch	WBPhenotype:0000736	autophagy variant	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	autophagy		semapv:RegularExpressionReplacement
APO:0000075	endocytosis	skos:exactMatch	DDPHENO:0000090	aberrant endocytosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	endocytosis		semapv:RegularExpressionReplacement
APO:0000075	endocytosis	skos:exactMatch	FYPO:0003886	abnormal endocytosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	endocytosis		semapv:RegularExpressionReplacement
APO:0000075	endocytosis	skos:exactMatch	GO:0006897	endocytosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	endocytosis		
APO:0000075	endocytosis	skos:exactMatch	MP:0030951	abnormal endocytosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	endocytosis		semapv:RegularExpressionReplacement
APO:0000075	endocytosis	skos:exactMatch	PHIPO:0000261	abnormal endocytosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	endocytosis		semapv:RegularExpressionReplacement
APO:0000075	endocytosis	skos:exactMatch	UPHENO:7000096	endocytosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	endocytosis		
APO:0000076	mitochondrial transport	skos:exactMatch	FYPO:0000495	abnormal mitochondrial transport	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	mitochondrial transport		semapv:RegularExpressionReplacement
APO:0000076	mitochondrial transport	skos:exactMatch	GO:0006839	mitochondrial transport	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	mitochondrial transport		
APO:0000077	nuclear transport	skos:exactMatch	FYPO:0005573	abnormal nuclear transport	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	nuclear transport		semapv:RegularExpressionReplacement
APO:0000077	nuclear transport	skos:exactMatch	GO:0051169	nuclear transport	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	nuclear transport		
APO:0000077	nuclear transport	skos:exactMatch	PHIPO:0000263	abnormal nuclear transport	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	nuclear transport		semapv:RegularExpressionReplacement
APO:0000078	protein secretion	skos:exactMatch	DDPHENO:0001030	aberrant protein secretion	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	protein secretion		semapv:RegularExpressionReplacement
APO:0000078	protein secretion	skos:exactMatch	GO:0009306	protein secretion	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	protein secretion		
APO:0000079	vacuolar transport	skos:exactMatch	FYPO:0003578	abnormal vacuolar transport	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	vacuolar transport		semapv:RegularExpressionReplacement
APO:0000079	vacuolar transport	skos:exactMatch	GO:0007034	vacuolar transport	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	vacuolar transport		
APO:0000079	vacuolar transport	skos:exactMatch	PHIPO:0000267	abnormal vacuolar transport	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	vacuolar transport		semapv:RegularExpressionReplacement
APO:0000080	stress resistance	skos:exactMatch	FYPO:0002046	resistance to stress	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	resistance to stress		
APO:0000080	stress resistance	skos:exactMatch	PHIPO:0001096	resistance to stress	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	resistance to stress		
APO:0000080	stress resistance	skos:exactMatch	UPHENO:7000073	resistance to stress	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	resistance to stress		
APO:0000082	osmotic stress resistance	skos:exactMatch	FYPO:0000851	resistance to osmotic stress	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	resistance to osmotic stress		
APO:0000082	osmotic stress resistance	skos:exactMatch	PHIPO:0001302	resistance to osmotic stress	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	resistance to osmotic stress		
APO:0000083	oxidative stress resistance	skos:exactMatch	FYPO:0007161	resistance to oxidative stress	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	resistance to oxidative stress		
APO:0000097	auxotrophy	skos:exactMatch	FYPO:0000128	auxotrophy	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	auxotrophy		
APO:0000097	auxotrophy	skos:exactMatch	UPHENO:7000002	auxotrophy	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	auxotrophy		
APO:0000105	mitochondrial genome maintenance	skos:exactMatch	FYPO:0000490	abnormal mitochondrial genome maintenance	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	mitochondrial genome maintenance		semapv:RegularExpressionReplacement
APO:0000105	mitochondrial genome maintenance	skos:exactMatch	GO:0000002	mitochondrial genome maintenance	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	mitochondrial genome maintenance		
APO:0000106	vegetative growth	skos:exactMatch	DDPHENO:0001084	aberrant vegetative growth	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	vegetative growth		semapv:RegularExpressionReplacement
APO:0000111	viability	skos:exactMatch	PATO:0000169	viability	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	viability		
APO:0000113	viable	skos:exactMatch	FBcv:0000349	viable	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	viable		
APO:0000120	actin cytoskeleton morphology	skos:exactMatch	MP:0020849	abnormal actin cytoskeleton morphology	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	actin cytoskeleton morphology		semapv:RegularExpressionReplacement
APO:0000120	actin cytoskeleton morphology	skos:exactMatch	XPO:0141277	abnormal actin cytoskeleton morphology	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	actin cytoskeleton morphology		semapv:RegularExpressionReplacement
APO:0000126	nuclear import	skos:exactMatch	FYPO:0001217	abnormal nuclear import	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	nuclear import		semapv:RegularExpressionReplacement
APO:0000126	nuclear import	skos:exactMatch	GO:0051170	import into nucleus	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	nuclear import		
APO:0000127	nuclear export	skos:exactMatch	FYPO:0000506	abnormal nuclear export	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	nuclear export		semapv:RegularExpressionReplacement
APO:0000127	nuclear export	skos:exactMatch	GO:0051168	nuclear export	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	nuclear export		
APO:0000128	peroxisomal transport	skos:exactMatch	FYPO:0000522	abnormal peroxisomal transport	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	peroxisomal transport		semapv:RegularExpressionReplacement
APO:0000128	peroxisomal transport	skos:exactMatch	GO:0043574	peroxisomal transport	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	peroxisomal transport		
APO:0000129	protein transport	skos:exactMatch	FYPO:0005744	abnormal protein transport	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	protein transport		semapv:RegularExpressionReplacement
APO:0000129	protein transport	skos:exactMatch	GO:0015031	protein transport	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	protein transport		
APO:0000129	protein transport	skos:exactMatch	PHIPO:0000265	abnormal protein transport	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	protein transport		semapv:RegularExpressionReplacement
APO:0000132	RNA localization	skos:exactMatch	FYPO:0003057	abnormal RNA localization	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	rna localization		semapv:RegularExpressionReplacement
APO:0000132	RNA localization	skos:exactMatch	GO:0006403	RNA localization	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	rna localization		
APO:0000132	RNA localization	skos:exactMatch	PHIPO:0000251	abnormal RNA localization	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	rna localization		semapv:RegularExpressionReplacement
APO:0000132	RNA localization	skos:exactMatch	WBPhenotype:0002664	RNA subcellular localization variant	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	rna localization		semapv:RegularExpressionReplacement
APO:0000144	telomere length	skos:exactMatch	FYPO:0006509	abnormal telomere length	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	telomere length		semapv:RegularExpressionReplacement
APO:0000144	telomere length	skos:exactMatch	MP:0003155	abnormal telomere length	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	telomere length		semapv:RegularExpressionReplacement
APO:0000145	oxidative phosphorylation	skos:exactMatch	GO:0006119	oxidative phosphorylation	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	oxidative phosphorylation		
APO:0000145	oxidative phosphorylation	skos:exactMatch	MP:0010959	abnormal oxidative phosphorylation	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	oxidative phosphorylation		semapv:RegularExpressionReplacement
APO:0000148	cold sensitivity	skos:exactMatch	HP:6000855	Cold intolerance	semapv:LexicalMatching	oaklib	0.8	rdfs:label	oio:hasExactSynonym	cold sensitivity		
APO:0000152	haploinsufficient	skos:exactMatch	FYPO:0000340	haploinsufficient	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	haploinsufficient		
APO:0000152	haploinsufficient	skos:exactMatch	UPHENO:7000004	haploinsufficient	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	haploinsufficient		
APO:0000155	apoptosis	skos:exactMatch	HP:4000056	Abnormal apoptosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	apoptosis		semapv:RegularExpressionReplacement
APO:0000155	apoptosis	skos:exactMatch	MP:0001648	abnormal apoptosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	apoptosis		semapv:RegularExpressionReplacement
APO:0000159	biofilm formation	skos:exactMatch	FYPO:0000630	abnormal biofilm formation	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	biofilm formation		semapv:RegularExpressionReplacement
APO:0000159	biofilm formation	skos:exactMatch	GO:0042710	biofilm formation	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	biofilm formation		
APO:0000160	hyphal growth	skos:exactMatch	FYPO:0007773	abnormal hyphal growth	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	hyphal growth		semapv:RegularExpressionReplacement
APO:0000160	hyphal growth	skos:exactMatch	GO:0030448	hyphal growth	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	hyphal growth		
APO:0000160	hyphal growth	skos:exactMatch	PHIPO:0001215	abnormal hyphal growth	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	hyphal growth		semapv:RegularExpressionReplacement
APO:0000160	hyphal growth	skos:exactMatch	UPHENO:7000127	hyphal growth	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	hyphal growth		
