#curie_map:
#  AAO: http://purl.obolibrary.org/obo/AAO_
#  AEO: http://purl.obolibrary.org/obo/AEO_
#  BFO: http://purl.obolibrary.org/obo/BFO_
#  BILA: http://purl.obolibrary.org/obo/BILA_
#  CARO: http://purl.obolibrary.org/obo/CARO_
#  EHDAA: http://purl.obolibrary.org/obo/EHDAA_
#  EHDAA2: http://purl.obolibrary.org/obo/EHDAA2_
#  EMAPA: http://purl.obolibrary.org/obo/EMAPA_
#  EV: http://purl.obolibrary.org/obo/EV_
#  FBdv: http://purl.obolibrary.org/obo/FBdv_
#  FMA: http://purl.obolibrary.org/obo/FMA_
#  GO: http://purl.obolibrary.org/obo/GO_
#  HAO: http://purl.obolibrary.org/obo/HAO_
#  MA: http://purl.obolibrary.org/obo/MA_
#  NCIT: http://purl.obolibrary.org/obo/NCIT_
#  SPD: http://purl.obolibrary.org/obo/SPD_
#  TADS: http://purl.obolibrary.org/obo/TADS_
#  TAO: http://purl.obolibrary.org/obo/TAO_
#  TGMA: http://purl.obolibrary.org/obo/TGMA_
#  UBERON: http://purl.obolibrary.org/obo/UBERON_
#  VHOG: http://purl.obolibrary.org/obo/VHOG_
#  VSAO: http://purl.obolibrary.org/obo/VSAO_
#  WBbt: http://purl.obolibrary.org/obo/WBbt_
#  WBls: http://purl.obolibrary.org/obo/WBls_
#  XAO: http://purl.obolibrary.org/obo/XAO_
#  ZFA: http://purl.obolibrary.org/obo/ZFA_
#  ZFS: http://purl.obolibrary.org/obo/ZFS_
#mapping_set_id: http://purl.obolibrary.org/obo/uberon/uberon-base/mappings.sssom.tsv
#license: http://creativecommons.org/licenses/by/3.0/
#subject_source: http://purl.obolibrary.org/obo/uberon/uberon-base.owl
subject_id	subject_label	predicate_id	object_id	mapping_justification
UBERON:0000007	pituitary gland	semapv:crossSpeciesExactMatch	MA:0000176	semapv:UnspecifiedMatching
UBERON:0000007	pituitary gland	semapv:crossSpeciesExactMatch	TAO:0000118	semapv:UnspecifiedMatching
UBERON:0000007	pituitary gland	semapv:crossSpeciesExactMatch	XAO:0000017	semapv:UnspecifiedMatching
UBERON:0000007	pituitary gland	semapv:crossSpeciesExactMatch	ZFA:0000118	semapv:UnspecifiedMatching
UBERON:0000009	submucosa	skos:narrowMatch	NCIT:C13167	semapv:UnspecifiedMatching
UBERON:0000009	submucosa	semapv:crossSpeciesExactMatch	FMA:85391	semapv:UnspecifiedMatching
UBERON:0000009	submucosa	semapv:crossSpeciesExactMatch	FMA:85392	semapv:UnspecifiedMatching
UBERON:0000010	peripheral nervous system	skos:broadMatch	VHOG:0000399	semapv:UnspecifiedMatching
UBERON:0000010	peripheral nervous system	skos:exactMatch	BILA:0000081	semapv:UnspecifiedMatching
UBERON:0000010	peripheral nervous system	skos:narrowMatch	EHDAA:2893	semapv:UnspecifiedMatching
UBERON:0000010	peripheral nervous system	skos:narrowMatch	EV:0100335	semapv:UnspecifiedMatching
UBERON:0000010	peripheral nervous system	skos:narrowMatch	NCIT:C12465	semapv:UnspecifiedMatching
UBERON:0000010	peripheral nervous system	semapv:crossSpeciesExactMatch	AAO:0000429	semapv:UnspecifiedMatching
UBERON:0000010	peripheral nervous system	semapv:crossSpeciesExactMatch	EHDAA2:0001445	semapv:UnspecifiedMatching
UBERON:0000010	peripheral nervous system	semapv:crossSpeciesExactMatch	EMAPA:16665	semapv:UnspecifiedMatching
UBERON:0000010	peripheral nervous system	semapv:crossSpeciesExactMatch	FMA:9903	semapv:UnspecifiedMatching
UBERON:0000010	peripheral nervous system	semapv:crossSpeciesExactMatch	MA:0000218	semapv:UnspecifiedMatching
UBERON:0000010	peripheral nervous system	semapv:crossSpeciesExactMatch	TAO:0000142	semapv:UnspecifiedMatching
UBERON:0000010	peripheral nervous system	semapv:crossSpeciesExactMatch	XAO:0000178	semapv:UnspecifiedMatching
UBERON:0000010	peripheral nervous system	semapv:crossSpeciesExactMatch	ZFA:0000142	semapv:UnspecifiedMatching
UBERON:0000011	parasympathetic nervous system	skos:broadMatch	VHOG:0000755	semapv:UnspecifiedMatching
UBERON:0000011	parasympathetic nervous system	skos:narrowMatch	EHDAA:4655	semapv:UnspecifiedMatching
UBERON:0000011	parasympathetic nervous system	skos:narrowMatch	NCIT:C12764	semapv:UnspecifiedMatching
UBERON:0000011	parasympathetic nervous system	semapv:crossSpeciesExactMatch	AAO:0010488	semapv:UnspecifiedMatching
UBERON:0000011	parasympathetic nervous system	semapv:crossSpeciesExactMatch	EHDAA2:0001402	semapv:UnspecifiedMatching
UBERON:0000011	parasympathetic nervous system	semapv:crossSpeciesExactMatch	EMAPA:17270	semapv:UnspecifiedMatching
UBERON:0000011	parasympathetic nervous system	semapv:crossSpeciesExactMatch	FMA:9907	semapv:UnspecifiedMatching
UBERON:0000011	parasympathetic nervous system	semapv:crossSpeciesExactMatch	MA:0000223	semapv:UnspecifiedMatching
UBERON:0000011	parasympathetic nervous system	semapv:crossSpeciesExactMatch	TAO:0001575	semapv:UnspecifiedMatching
UBERON:0000011	parasympathetic nervous system	semapv:crossSpeciesExactMatch	ZFA:0001575	semapv:UnspecifiedMatching
UBERON:0000012	somatic nervous system	semapv:crossSpeciesExactMatch	FMA:9904	semapv:UnspecifiedMatching
UBERON:0000012	somatic nervous system	semapv:crossSpeciesExactMatch	MA:0002850	semapv:UnspecifiedMatching
UBERON:0000013	sympathetic nervous system	skos:broadMatch	VHOG:0000384	semapv:UnspecifiedMatching
UBERON:0000013	sympathetic nervous system	skos:narrowMatch	EHDAA:3769	semapv:UnspecifiedMatching
UBERON:0000013	sympathetic nervous system	skos:narrowMatch	NCIT:C12795	semapv:UnspecifiedMatching
UBERON:0000013	sympathetic nervous system	semapv:crossSpeciesExactMatch	AAO:0010487	semapv:UnspecifiedMatching
UBERON:0000013	sympathetic nervous system	semapv:crossSpeciesExactMatch	EHDAA2:0001971	semapv:UnspecifiedMatching
UBERON:0000013	sympathetic nervous system	semapv:crossSpeciesExactMatch	EMAPA:16985	semapv:UnspecifiedMatching
UBERON:0000013	sympathetic nervous system	semapv:crossSpeciesExactMatch	FMA:9906	semapv:UnspecifiedMatching
UBERON:0000013	sympathetic nervous system	semapv:crossSpeciesExactMatch	MA:0000225	semapv:UnspecifiedMatching
UBERON:0000013	sympathetic nervous system	semapv:crossSpeciesExactMatch	TAO:0001576	semapv:UnspecifiedMatching
UBERON:0000013	sympathetic nervous system	semapv:crossSpeciesExactMatch	ZFA:0001576	semapv:UnspecifiedMatching
UBERON:0000014	zone of skin	skos:broadMatch	VHOG:0000860	semapv:UnspecifiedMatching
UBERON:0000014	zone of skin	skos:narrowMatch	EHDAA:6530	semapv:UnspecifiedMatching
UBERON:0000014	zone of skin	skos:narrowMatch	EV:0100152	semapv:UnspecifiedMatching
UBERON:0000014	zone of skin	semapv:crossSpeciesExactMatch	FMA:86166	semapv:UnspecifiedMatching
UBERON:0000014	zone of skin	semapv:crossSpeciesExactMatch	MA:0000151	semapv:UnspecifiedMatching
UBERON:0000015	non-material anatomical boundary	skos:exactMatch	AEO:0000192	semapv:UnspecifiedMatching
UBERON:0000015	non-material anatomical boundary	skos:exactMatch	CARO:0000010	semapv:UnspecifiedMatching
UBERON:0000015	non-material anatomical boundary	semapv:crossSpeciesExactMatch	FMA:50705	semapv:UnspecifiedMatching
UBERON:0000016	endocrine pancreas	skos:broadMatch	VHOG:0000049	semapv:UnspecifiedMatching
UBERON:0000016	endocrine pancreas	skos:narrowMatch	EV:0100129	semapv:UnspecifiedMatching
UBERON:0000016	endocrine pancreas	skos:narrowMatch	NCIT:C32509	semapv:UnspecifiedMatching
UBERON:0000016	endocrine pancreas	semapv:crossSpeciesExactMatch	EMAPA:35305	semapv:UnspecifiedMatching
UBERON:0000016	endocrine pancreas	semapv:crossSpeciesExactMatch	FMA:16018	semapv:UnspecifiedMatching
UBERON:0000016	endocrine pancreas	semapv:crossSpeciesExactMatch	MA:0001582	semapv:UnspecifiedMatching
UBERON:0000016	endocrine pancreas	semapv:crossSpeciesExactMatch	TAO:0001260	semapv:UnspecifiedMatching
UBERON:0000016	endocrine pancreas	semapv:crossSpeciesExactMatch	ZFA:0001260	semapv:UnspecifiedMatching
UBERON:0000017	exocrine pancreas	skos:broadMatch	VHOG:0000048	semapv:UnspecifiedMatching
UBERON:0000017	exocrine pancreas	skos:narrowMatch	EV:0100093	semapv:UnspecifiedMatching
UBERON:0000017	exocrine pancreas	skos:narrowMatch	NCIT:C32546	semapv:UnspecifiedMatching
UBERON:0000017	exocrine pancreas	semapv:crossSpeciesExactMatch	AAO:0010407	semapv:UnspecifiedMatching
UBERON:0000017	exocrine pancreas	semapv:crossSpeciesExactMatch	EMAPA:35328	semapv:UnspecifiedMatching
UBERON:0000017	exocrine pancreas	semapv:crossSpeciesExactMatch	FMA:16017	semapv:UnspecifiedMatching
UBERON:0000017	exocrine pancreas	semapv:crossSpeciesExactMatch	MA:0002415	semapv:UnspecifiedMatching
UBERON:0000017	exocrine pancreas	semapv:crossSpeciesExactMatch	TAO:0001249	semapv:UnspecifiedMatching
UBERON:0000017	exocrine pancreas	semapv:crossSpeciesExactMatch	XAO:0000137	semapv:UnspecifiedMatching
UBERON:0000017	exocrine pancreas	semapv:crossSpeciesExactMatch	ZFA:0001249	semapv:UnspecifiedMatching
UBERON:0000018	compound eye	semapv:crossSpeciesExactMatch	HAO:0000217	semapv:UnspecifiedMatching
UBERON:0000018	compound eye	semapv:crossSpeciesExactMatch	TGMA:0000024	semapv:UnspecifiedMatching
UBERON:0000019	camera-type eye	skos:broadMatch	VHOG:0000275	semapv:UnspecifiedMatching
UBERON:0000019	camera-type eye	skos:narrowMatch	EHDAA:936	semapv:UnspecifiedMatching
UBERON:0000019	camera-type eye	skos:narrowMatch	NCIT:C12401	semapv:UnspecifiedMatching
UBERON:0000019	camera-type eye	semapv:crossSpeciesExactMatch	AAO:0010340	semapv:UnspecifiedMatching
UBERON:0000019	camera-type eye	semapv:crossSpeciesExactMatch	EHDAA2:0000484	semapv:UnspecifiedMatching
UBERON:0000019	camera-type eye	semapv:crossSpeciesExactMatch	EMAPA:16198	semapv:UnspecifiedMatching
UBERON:0000019	camera-type eye	semapv:crossSpeciesExactMatch	FMA:54448	semapv:UnspecifiedMatching
UBERON:0000019	camera-type eye	semapv:crossSpeciesExactMatch	MA:0000261	semapv:UnspecifiedMatching
UBERON:0000019	camera-type eye	semapv:crossSpeciesExactMatch	TAO:0000107	semapv:UnspecifiedMatching
UBERON:0000019	camera-type eye	semapv:crossSpeciesExactMatch	XAO:0000179	semapv:UnspecifiedMatching
UBERON:0000019	camera-type eye	semapv:crossSpeciesExactMatch	ZFA:0000107	semapv:UnspecifiedMatching
UBERON:0000020	sense organ	skos:broadMatch	VHOG:0001407	semapv:UnspecifiedMatching
UBERON:0000020	sense organ	skos:exactMatch	AEO:0000094	semapv:UnspecifiedMatching
UBERON:0000020	sense organ	skos:narrowMatch	EHDAA:500	semapv:UnspecifiedMatching
UBERON:0000020	sense organ	skos:narrowMatch	NCIT:C33224	semapv:UnspecifiedMatching
UBERON:0000020	sense organ	semapv:crossSpeciesExactMatch	EHDAA2:0001824	semapv:UnspecifiedMatching
UBERON:0000020	sense organ	semapv:crossSpeciesExactMatch	EMAPA:35955	semapv:UnspecifiedMatching
UBERON:0000020	sense organ	semapv:crossSpeciesExactMatch	HAO:0000930	semapv:UnspecifiedMatching
UBERON:0000020	sense organ	semapv:crossSpeciesExactMatch	MA:0000017	semapv:UnspecifiedMatching
UBERON:0000020	sense organ	semapv:crossSpeciesExactMatch	WBbt:0006929	semapv:UnspecifiedMatching
UBERON:0000021	cutaneous appendage	semapv:crossSpeciesExactMatch	FMA:71012	semapv:UnspecifiedMatching
UBERON:0000026	appendage	skos:exactMatch	AEO:0000193	semapv:UnspecifiedMatching
UBERON:0000026	appendage	skos:exactMatch	BILA:0000018	semapv:UnspecifiedMatching
UBERON:0000026	appendage	skos:exactMatch	CARO:0010003	semapv:UnspecifiedMatching
UBERON:0000026	appendage	skos:exactMatch	VSAO:0000075	semapv:UnspecifiedMatching
UBERON:0000026	appendage	skos:narrowMatch	EV:0100155	semapv:UnspecifiedMatching
UBERON:0000026	appendage	skos:narrowMatch	NCIT:C61460	semapv:UnspecifiedMatching
UBERON:0000026	appendage	semapv:crossSpeciesExactMatch	EHDAA2:0003193	semapv:UnspecifiedMatching
UBERON:0000026	appendage	semapv:crossSpeciesExactMatch	EMAPA:37283	semapv:UnspecifiedMatching
UBERON:0000026	appendage	semapv:crossSpeciesExactMatch	HAO:0000144	semapv:UnspecifiedMatching
UBERON:0000026	appendage	semapv:crossSpeciesExactMatch	XAO:0000218	semapv:UnspecifiedMatching
UBERON:0000029	lymph node	skos:broadMatch	VHOG:0001273	semapv:UnspecifiedMatching
UBERON:0000029	lymph node	skos:narrowMatch	EV:0100050	semapv:UnspecifiedMatching
UBERON:0000029	lymph node	skos:narrowMatch	NCIT:C12745	semapv:UnspecifiedMatching
UBERON:0000029	lymph node	skos:narrowMatch	NCIT:C33027	semapv:UnspecifiedMatching
UBERON:0000029	lymph node	semapv:crossSpeciesExactMatch	EMAPA:35523	semapv:UnspecifiedMatching
UBERON:0000029	lymph node	semapv:crossSpeciesExactMatch	FMA:5034	semapv:UnspecifiedMatching
UBERON:0000029	lymph node	semapv:crossSpeciesExactMatch	MA:0000139	semapv:UnspecifiedMatching
UBERON:0000030	lamina propria	skos:narrowMatch	NCIT:C32918	semapv:UnspecifiedMatching
UBERON:0000030	lamina propria	semapv:crossSpeciesExactMatch	FMA:62517	semapv:UnspecifiedMatching
UBERON:0000031	lamina propria of trachea	skos:narrowMatch	NCIT:C49305	semapv:UnspecifiedMatching
UBERON:0000031	lamina propria of trachea	semapv:crossSpeciesExactMatch	EMAPA:35877	semapv:UnspecifiedMatching
UBERON:0000031	lamina propria of trachea	semapv:crossSpeciesExactMatch	FMA:265157	semapv:UnspecifiedMatching
UBERON:0000031	lamina propria of trachea	semapv:crossSpeciesExactMatch	MA:0001858	semapv:UnspecifiedMatching
UBERON:0000033	head	skos:broadMatch	VHOG:0001644	semapv:UnspecifiedMatching
UBERON:0000033	head	skos:exactMatch	AEO:0000106	semapv:UnspecifiedMatching
UBERON:0000033	head	skos:exactMatch	BILA:0000115	semapv:UnspecifiedMatching
UBERON:0000033	head	skos:narrowMatch	NCIT:C12419	semapv:UnspecifiedMatching
UBERON:0000033	head	semapv:crossSpeciesExactMatch	AAO:0010335	semapv:UnspecifiedMatching
UBERON:0000033	head	semapv:crossSpeciesExactMatch	EHDAA2:0003106	semapv:UnspecifiedMatching
UBERON:0000033	head	semapv:crossSpeciesExactMatch	EMAPA:31858	semapv:UnspecifiedMatching
UBERON:0000033	head	semapv:crossSpeciesExactMatch	FMA:7154	semapv:UnspecifiedMatching
UBERON:0000033	head	semapv:crossSpeciesExactMatch	HAO:0000397	semapv:UnspecifiedMatching
UBERON:0000033	head	semapv:crossSpeciesExactMatch	MA:0000023	semapv:UnspecifiedMatching
UBERON:0000033	head	semapv:crossSpeciesExactMatch	SPD:0000016	semapv:UnspecifiedMatching
UBERON:0000033	head	semapv:crossSpeciesExactMatch	TAO:0001114	semapv:UnspecifiedMatching
UBERON:0000033	head	semapv:crossSpeciesExactMatch	TGMA:0000002	semapv:UnspecifiedMatching
UBERON:0000033	head	semapv:crossSpeciesExactMatch	WBbt:0005739	semapv:UnspecifiedMatching
UBERON:0000033	head	semapv:crossSpeciesExactMatch	XAO:0003024	semapv:UnspecifiedMatching
UBERON:0000035	primary ovarian follicle	semapv:crossSpeciesExactMatch	EMAPA:35631	semapv:UnspecifiedMatching
UBERON:0000035	primary ovarian follicle	semapv:crossSpeciesExactMatch	FMA:18634	semapv:UnspecifiedMatching
UBERON:0000035	primary ovarian follicle	semapv:crossSpeciesExactMatch	MA:0002907	semapv:UnspecifiedMatching
UBERON:0000036	secondary ovarian follicle	semapv:crossSpeciesExactMatch	EMAPA:35632	semapv:UnspecifiedMatching
UBERON:0000036	secondary ovarian follicle	semapv:crossSpeciesExactMatch	FMA:18637	semapv:UnspecifiedMatching
UBERON:0000036	secondary ovarian follicle	semapv:crossSpeciesExactMatch	MA:0002908	semapv:UnspecifiedMatching
UBERON:0000037	tertiary ovarian follicle	skos:narrowMatch	NCIT:C32692	semapv:UnspecifiedMatching
UBERON:0000037	tertiary ovarian follicle	semapv:crossSpeciesExactMatch	EMAPA:30763	semapv:UnspecifiedMatching
UBERON:0000037	tertiary ovarian follicle	semapv:crossSpeciesExactMatch	FMA:18641	semapv:UnspecifiedMatching
UBERON:0000037	tertiary ovarian follicle	semapv:crossSpeciesExactMatch	MA:0002909	semapv:UnspecifiedMatching
UBERON:0000038	follicular fluid	skos:narrowMatch	NCIT:C52556	semapv:UnspecifiedMatching
UBERON:0000038	follicular fluid	semapv:crossSpeciesExactMatch	FMA:18665	semapv:UnspecifiedMatching
UBERON:0000038	follicular fluid	semapv:crossSpeciesExactMatch	MA:0002511	semapv:UnspecifiedMatching
UBERON:0000039	follicular antrum	semapv:crossSpeciesExactMatch	EMAPA:37867	semapv:UnspecifiedMatching
UBERON:0000039	follicular antrum	semapv:crossSpeciesExactMatch	FMA:18675	semapv:UnspecifiedMatching
UBERON:0000041	odontode scale	skos:exactMatch	VSAO:0000079	semapv:UnspecifiedMatching
UBERON:0000042	serous membrane	skos:narrowMatch	NCIT:C13169	semapv:UnspecifiedMatching
UBERON:0000042	serous membrane	semapv:crossSpeciesExactMatch	FMA:9581	semapv:UnspecifiedMatching
UBERON:0000042	serous membrane	semapv:crossSpeciesExactMatch	TAO:0005425	semapv:UnspecifiedMatching
UBERON:0000042	serous membrane	semapv:crossSpeciesExactMatch	ZFA:0005425	semapv:UnspecifiedMatching
UBERON:0000043	tendon	skos:broadMatch	VHOG:0001286	semapv:UnspecifiedMatching
UBERON:0000043	tendon	skos:exactMatch	AEO:0000091	semapv:UnspecifiedMatching
UBERON:0000043	tendon	skos:exactMatch	VSAO:0000073	semapv:UnspecifiedMatching
UBERON:0000043	tendon	skos:narrowMatch	EV:0100149	semapv:UnspecifiedMatching
UBERON:0000043	tendon	skos:narrowMatch	NCIT:C13045	semapv:UnspecifiedMatching
UBERON:0000043	tendon	semapv:crossSpeciesExactMatch	EHDAA2:0003091	semapv:UnspecifiedMatching
UBERON:0000043	tendon	semapv:crossSpeciesExactMatch	EMAPA:35854	semapv:UnspecifiedMatching
UBERON:0000043	tendon	semapv:crossSpeciesExactMatch	FMA:9721	semapv:UnspecifiedMatching
UBERON:0000043	tendon	semapv:crossSpeciesExactMatch	MA:0000115	semapv:UnspecifiedMatching
UBERON:0000043	tendon	semapv:crossSpeciesExactMatch	XAO:0000173	semapv:UnspecifiedMatching
UBERON:0000043	tendon	semapv:crossSpeciesExactMatch	ZFA:0005647	semapv:UnspecifiedMatching
UBERON:0000044	dorsal root ganglion	skos:broadMatch	VHOG:0000222	semapv:UnspecifiedMatching
UBERON:0000044	dorsal root ganglion	skos:narrowMatch	EHDAA:2899	semapv:UnspecifiedMatching
UBERON:0000044	dorsal root ganglion	skos:narrowMatch	EV:0100373	semapv:UnspecifiedMatching
UBERON:0000044	dorsal root ganglion	skos:narrowMatch	NCIT:C12462	semapv:UnspecifiedMatching
UBERON:0000044	dorsal root ganglion	semapv:crossSpeciesExactMatch	AAO:0011032	semapv:UnspecifiedMatching
UBERON:0000044	dorsal root ganglion	semapv:crossSpeciesExactMatch	EHDAA2:0000418	semapv:UnspecifiedMatching
UBERON:0000044	dorsal root ganglion	semapv:crossSpeciesExactMatch	EHDAA2:0001897	semapv:UnspecifiedMatching
UBERON:0000044	dorsal root ganglion	semapv:crossSpeciesExactMatch	EMAPA:16667	semapv:UnspecifiedMatching
UBERON:0000044	dorsal root ganglion	semapv:crossSpeciesExactMatch	EMAPA:16668	semapv:UnspecifiedMatching
UBERON:0000044	dorsal root ganglion	semapv:crossSpeciesExactMatch	EMAPA:18372	semapv:UnspecifiedMatching
UBERON:0000044	dorsal root ganglion	semapv:crossSpeciesExactMatch	FMA:5888	semapv:UnspecifiedMatching
UBERON:0000044	dorsal root ganglion	semapv:crossSpeciesExactMatch	MA:0000231	semapv:UnspecifiedMatching
UBERON:0000044	dorsal root ganglion	semapv:crossSpeciesExactMatch	MA:0000232	semapv:UnspecifiedMatching
UBERON:0000044	dorsal root ganglion	semapv:crossSpeciesExactMatch	TAO:0000200	semapv:UnspecifiedMatching
UBERON:0000044	dorsal root ganglion	semapv:crossSpeciesExactMatch	XAO:0000210	semapv:UnspecifiedMatching
UBERON:0000044	dorsal root ganglion	semapv:crossSpeciesExactMatch	ZFA:0000200	semapv:UnspecifiedMatching
UBERON:0000045	ganglion	skos:broadMatch	VHOG:0000156	semapv:UnspecifiedMatching
UBERON:0000045	ganglion	skos:exactMatch	AEO:0000135	semapv:UnspecifiedMatching
UBERON:0000045	ganglion	skos:narrowMatch	EHDAA:2897	semapv:UnspecifiedMatching
UBERON:0000045	ganglion	skos:narrowMatch	EHDAA:4662	semapv:UnspecifiedMatching
UBERON:0000045	ganglion	skos:narrowMatch	EHDAA:5621	semapv:UnspecifiedMatching
UBERON:0000045	ganglion	skos:narrowMatch	EHDAA:918	semapv:UnspecifiedMatching
UBERON:0000045	ganglion	skos:narrowMatch	EV:0100372	semapv:UnspecifiedMatching
UBERON:0000045	ganglion	skos:narrowMatch	NCIT:C12719	semapv:UnspecifiedMatching
UBERON:0000045	ganglion	semapv:crossSpeciesExactMatch	AAO:0010426	semapv:UnspecifiedMatching
UBERON:0000045	ganglion	semapv:crossSpeciesExactMatch	EHDAA2:0003135	semapv:UnspecifiedMatching
UBERON:0000045	ganglion	semapv:crossSpeciesExactMatch	EMAPA:32846	semapv:UnspecifiedMatching
UBERON:0000045	ganglion	semapv:crossSpeciesExactMatch	FMA:5884	semapv:UnspecifiedMatching
