defined_class	defined_class_label	anatomical_entity	anatomical_entity_label	anatomical_entity_fused_with	anatomical_entity_fused_with_label
http://purl.obolibrary.org/obo/ZP_0143349	blood vessel endothelium fused with blood vessel endothelium, abnormal	http://purl.obolibrary.org/obo/ZFA_0005257	blood vessel endothelium	http://purl.obolibrary.org/obo/ZFA_0005257	blood vessel endothelium
http://purl.obolibrary.org/obo/ZP_0014999	branchiostegal ray fused with branchiostegal ray, abnormal	http://purl.obolibrary.org/obo/ZFA_0000476	branchiostegal ray	http://purl.obolibrary.org/obo/ZFA_0000476	branchiostegal ray
http://purl.obolibrary.org/obo/ZP_0020046	branchiostegal ray fused with opercle, abnormal	http://purl.obolibrary.org/obo/ZFA_0000476	branchiostegal ray	http://purl.obolibrary.org/obo/ZFA_0000250	opercle
http://purl.obolibrary.org/obo/ZP_0141212	cartilaginous joint fused with mandibular arch skeleton, abnormal	http://purl.obolibrary.org/obo/ZFA_0005155	cartilaginous joint	http://purl.obolibrary.org/obo/ZFA_0001227	mandibular arch skeleton
http://purl.obolibrary.org/obo/ZP_0019133	caudal artery fused with caudal vein, abnormal	http://purl.obolibrary.org/obo/ZFA_0000011	caudal artery	http://purl.obolibrary.org/obo/ZFA_0000180	caudal vein
http://purl.obolibrary.org/obo/ZP_0015645	caudal fin lepidotrichium fused with caudal fin lepidotrichium, abnormal	http://purl.obolibrary.org/obo/ZFA_0001550	caudal fin lepidotrichium	http://purl.obolibrary.org/obo/ZFA_0001550	caudal fin lepidotrichium
http://purl.obolibrary.org/obo/ZP_0003713	caudal fin upper lobe fused with caudal fin lower lobe, abnormal	http://purl.obolibrary.org/obo/ZFA_0001604	caudal fin upper lobe	http://purl.obolibrary.org/obo/ZFA_0001605	caudal fin lower lobe
http://purl.obolibrary.org/obo/ZP_0137210	caudal vein plexus fused with caudal vein plexus, abnormal	http://purl.obolibrary.org/obo/ZFA_0001286	caudal vein plexus	http://purl.obolibrary.org/obo/ZFA_0001286	caudal vein plexus
http://purl.obolibrary.org/obo/ZP_0130867	caudal vertebra fused with caudal vertebra, abnormal	http://purl.obolibrary.org/obo/ZFA_0000326	caudal vertebra	http://purl.obolibrary.org/obo/ZFA_0000326	caudal vertebra
http://purl.obolibrary.org/obo/ZP_0017837	ceratobranchial 1 cartilage fused with ceratobranchial 2 cartilage, abnormal	http://purl.obolibrary.org/obo/ZFA_0001520	ceratobranchial 1 cartilage	http://purl.obolibrary.org/obo/ZFA_0001517	ceratobranchial 2 cartilage
http://purl.obolibrary.org/obo/ZP_0002102	ceratobranchial cartilage fused with ceratobranchial cartilage, abnormal	http://purl.obolibrary.org/obo/ZFA_0001516	ceratobranchial cartilage	http://purl.obolibrary.org/obo/ZFA_0001516	ceratobranchial cartilage
http://purl.obolibrary.org/obo/ZP_0100657	ceratohyal cartilage fused with cartilage element, abnormal	http://purl.obolibrary.org/obo/ZFA_0001400	ceratohyal cartilage	http://purl.obolibrary.org/obo/ZFA_0001501	cartilage element
http://purl.obolibrary.org/obo/ZP_0010495	ceratohyal cartilage fused with ceratobranchial 1 cartilage, abnormal	http://purl.obolibrary.org/obo/ZFA_0001400	ceratohyal cartilage	http://purl.obolibrary.org/obo/ZFA_0001520	ceratobranchial 1 cartilage
http://purl.obolibrary.org/obo/ZP_0002099	ceratohyal cartilage fused with ceratobranchial cartilage, abnormal	http://purl.obolibrary.org/obo/ZFA_0001400	ceratohyal cartilage	http://purl.obolibrary.org/obo/ZFA_0001516	ceratobranchial cartilage
http://purl.obolibrary.org/obo/ZP_0003546	ceratohyal cartilage fused with ceratohyal cartilage, abnormal	http://purl.obolibrary.org/obo/ZFA_0001400	ceratohyal cartilage	http://purl.obolibrary.org/obo/ZFA_0001400	ceratohyal cartilage
http://purl.obolibrary.org/obo/ZP_0006951	ceratohyal cartilage fused with hyosymplectic cartilage, abnormal	http://purl.obolibrary.org/obo/ZFA_0001400	ceratohyal cartilage	http://purl.obolibrary.org/obo/ZFA_0001422	hyosymplectic cartilage
http://purl.obolibrary.org/obo/ZP_0007804	ceratohyal cartilage fused with hypobranchial cartilage, abnormal	http://purl.obolibrary.org/obo/ZFA_0001400	ceratohyal cartilage	http://purl.obolibrary.org/obo/ZFA_0001522	hypobranchial cartilage
http://purl.obolibrary.org/obo/ZP_0019754	ceratohyal cartilage fused with interhyal cartilage, abnormal	http://purl.obolibrary.org/obo/ZFA_0001400	ceratohyal cartilage	http://purl.obolibrary.org/obo/ZFA_0001511	interhyal cartilage
http://purl.obolibrary.org/obo/ZP_0139900	ceratohyal-interhyal joint fused with ceratohyal-interhyal joint, abnormal	http://purl.obolibrary.org/obo/ZFA_0005859	ceratohyal-interhyal joint	http://purl.obolibrary.org/obo/ZFA_0005859	ceratohyal-interhyal joint
http://purl.obolibrary.org/obo/ZP_0002382	chondrocyte fused with chondrocyte, abnormal	http://purl.obolibrary.org/obo/ZFA_0009084	chondrocyte	http://purl.obolibrary.org/obo/ZFA_0009084	chondrocyte
http://purl.obolibrary.org/obo/ZP_0002104	cranial cartilage fused with cranial cartilage, abnormal	http://purl.obolibrary.org/obo/ZFA_0001458	cranial cartilage	http://purl.obolibrary.org/obo/ZFA_0001458	cranial cartilage
http://purl.obolibrary.org/obo/ZP_0101327	cranial ganglion fused with cranial ganglion, abnormal	http://purl.obolibrary.org/obo/ZFA_0000013	cranial ganglion	http://purl.obolibrary.org/obo/ZFA_0000013	cranial ganglion
http://purl.obolibrary.org/obo/ZP_0000634	cranial nerve IV fused with cranial nerve IV, abnormal	http://purl.obolibrary.org/obo/ZFA_0000600	cranial nerve IV	http://purl.obolibrary.org/obo/ZFA_0000600	cranial nerve IV
http://purl.obolibrary.org/obo/ZP_0000878	dentary fused with maxilla, abnormal	http://purl.obolibrary.org/obo/ZFA_0000191	dentary	http://purl.obolibrary.org/obo/ZFA_0000270	maxilla
http://purl.obolibrary.org/obo/ZP_0002091	dorsal aorta fused with posterior cardinal vein, abnormal	http://purl.obolibrary.org/obo/ZFA_0000014	dorsal aorta	http://purl.obolibrary.org/obo/ZFA_0000477	posterior cardinal vein
http://purl.obolibrary.org/obo/ZP_0007607	dorsal thalamus fused with pretectum, abnormal	http://purl.obolibrary.org/obo/ZFA_0000653	dorsal thalamus	http://purl.obolibrary.org/obo/ZFA_0000418	pretectum
http://purl.obolibrary.org/obo/ZP_0007681	dorsolateral motor nucleus of vagal nerve fused with dorsolateral motor nucleus of vagal nerve, abnormal	http://purl.obolibrary.org/obo/ZFA_0001695	dorsolateral motor nucleus of vagal nerve	http://purl.obolibrary.org/obo/ZFA_0001695	dorsolateral motor nucleus of vagal nerve
http://purl.obolibrary.org/obo/ZP_0005243	epibranchial ganglion fused with epibranchial ganglion, abnormal	http://purl.obolibrary.org/obo/ZFA_0001555	epibranchial ganglion	http://purl.obolibrary.org/obo/ZFA_0001555	epibranchial ganglion
http://purl.obolibrary.org/obo/ZP_0146939	exoccipital fused with exoccipital, abnormal	http://purl.obolibrary.org/obo/ZFA_0000661	exoccipital	http://purl.obolibrary.org/obo/ZFA_0000661	exoccipital
http://purl.obolibrary.org/obo/ZP_0010125	eye fused with brain, abnormal	http://purl.obolibrary.org/obo/ZFA_0000107	eye	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0000622	eye fused with eye, abnormal	http://purl.obolibrary.org/obo/ZFA_0000107	eye	http://purl.obolibrary.org/obo/ZFA_0000107	eye
http://purl.obolibrary.org/obo/ZP_0003531	frontal bone fused with parietal bone, abnormal	http://purl.obolibrary.org/obo/ZFA_0000514	frontal bone	http://purl.obolibrary.org/obo/ZFA_0000486	parietal bone
http://purl.obolibrary.org/obo/ZP_0021813	gill lamella fused with gill lamella, abnormal	http://purl.obolibrary.org/obo/ZFA_0000211	gill lamella	http://purl.obolibrary.org/obo/ZFA_0000211	gill lamella
http://purl.obolibrary.org/obo/ZP_0017115	glomerular capillary fused with glomerular capillary, abnormal	http://purl.obolibrary.org/obo/ZFA_0005284	glomerular capillary	http://purl.obolibrary.org/obo/ZFA_0005284	glomerular capillary
http://purl.obolibrary.org/obo/ZP_0015024	gonad fused with gonad, abnormal	http://purl.obolibrary.org/obo/ZFA_0000413	gonad	http://purl.obolibrary.org/obo/ZFA_0000413	gonad
http://purl.obolibrary.org/obo/ZP_0016708	heart fused with heart, abnormal	http://purl.obolibrary.org/obo/ZFA_0000114	heart	http://purl.obolibrary.org/obo/ZFA_0000114	heart
http://purl.obolibrary.org/obo/ZP_0009793	heart tube fused with heart tube, abnormal	http://purl.obolibrary.org/obo/ZFA_0000360	heart tube	http://purl.obolibrary.org/obo/ZFA_0000360	heart tube
http://purl.obolibrary.org/obo/ZP_0011996	hemal arch fused with hemal arch, abnormal	http://purl.obolibrary.org/obo/ZFA_0000519	hemal arch	http://purl.obolibrary.org/obo/ZFA_0000519	hemal arch
http://purl.obolibrary.org/obo/ZP_0023087	hyomandibula fused with inner ear, abnormal	http://purl.obolibrary.org/obo/ZFA_0000672	hyomandibula	http://purl.obolibrary.org/obo/ZFA_0000217	inner ear
http://purl.obolibrary.org/obo/ZP_0011121	hyosymplectic cartilage fused with ceratohyal cartilage, abnormal	http://purl.obolibrary.org/obo/ZFA_0001422	hyosymplectic cartilage	http://purl.obolibrary.org/obo/ZFA_0001400	ceratohyal cartilage
http://purl.obolibrary.org/obo/ZP_0019756	hyosymplectic cartilage fused with interhyal cartilage, abnormal	http://purl.obolibrary.org/obo/ZFA_0001422	hyosymplectic cartilage	http://purl.obolibrary.org/obo/ZFA_0001511	interhyal cartilage
http://purl.obolibrary.org/obo/ZP_0146980	hypural fused with hypural, abnormal	http://purl.obolibrary.org/obo/ZFA_0000364	hypural	http://purl.obolibrary.org/obo/ZFA_0000364	hypural
http://purl.obolibrary.org/obo/ZP_0009943	interhyal cartilage fused with ceratohyal cartilage, abnormal	http://purl.obolibrary.org/obo/ZFA_0001511	interhyal cartilage	http://purl.obolibrary.org/obo/ZFA_0001400	ceratohyal cartilage
http://purl.obolibrary.org/obo/ZP_0009944	interhyal cartilage fused with hyosymplectic cartilage, abnormal	http://purl.obolibrary.org/obo/ZFA_0001511	interhyal cartilage	http://purl.obolibrary.org/obo/ZFA_0001422	hyosymplectic cartilage
http://purl.obolibrary.org/obo/ZP_0007961	interopercle fused with subopercle, abnormal	http://purl.obolibrary.org/obo/ZFA_0000674	interopercle	http://purl.obolibrary.org/obo/ZFA_0000284	subopercle
http://purl.obolibrary.org/obo/ZP_0104274	intersegmental vein fused with dorsal aorta, abnormal	http://purl.obolibrary.org/obo/ZFA_0001057	intersegmental vein	http://purl.obolibrary.org/obo/ZFA_0000014	dorsal aorta
http://purl.obolibrary.org/obo/ZP_0104275	intersegmental vein fused with posterior caudal vein, abnormal	http://purl.obolibrary.org/obo/ZFA_0001057	intersegmental vein	http://purl.obolibrary.org/obo/ZFA_0001063	posterior caudal vein
http://purl.obolibrary.org/obo/ZP_0008789	intersegmental vessel fused with intersegmental vessel, abnormal	http://purl.obolibrary.org/obo/ZFA_0001285	intersegmental vessel	http://purl.obolibrary.org/obo/ZFA_0001285	intersegmental vessel
http://purl.obolibrary.org/obo/ZP_0000997	lapillus fused with sagitta, abnormal	http://purl.obolibrary.org/obo/ZFA_0000530	lapillus	http://purl.obolibrary.org/obo/ZFA_0000676	sagitta
http://purl.obolibrary.org/obo/ZP_0020886	lens fused with lens, abnormal	http://purl.obolibrary.org/obo/ZFA_0000035	lens	http://purl.obolibrary.org/obo/ZFA_0000035	lens
http://purl.obolibrary.org/obo/ZP_0008362	lepidotrichium fused with lepidotrichium, abnormal	http://purl.obolibrary.org/obo/ZFA_0001554	lepidotrichium	http://purl.obolibrary.org/obo/ZFA_0001554	lepidotrichium
http://purl.obolibrary.org/obo/ZP_0010032	macula fused with macula, abnormal	http://purl.obolibrary.org/obo/ZFA_0000386	macula	http://purl.obolibrary.org/obo/ZFA_0000386	macula
http://purl.obolibrary.org/obo/ZP_0010203	mandibular neural crest fused with hyoid neural crest, abnormal	http://purl.obolibrary.org/obo/ZFA_0007064	mandibular neural crest	http://purl.obolibrary.org/obo/ZFA_0007065	hyoid neural crest
http://purl.obolibrary.org/obo/ZP_0009676	maxilla fused with maxilla, abnormal	http://purl.obolibrary.org/obo/ZFA_0000270	maxilla	http://purl.obolibrary.org/obo/ZFA_0000270	maxilla
http://purl.obolibrary.org/obo/ZP_0000632	medial longitudinal fasciculus fused with medial longitudinal fasciculus, abnormal	http://purl.obolibrary.org/obo/ZFA_0000543	medial longitudinal fasciculus	http://purl.obolibrary.org/obo/ZFA_0000543	medial longitudinal fasciculus
http://purl.obolibrary.org/obo/ZP_0138618	middle migratory muscle precursor stream fused with posterior migratory muscle precursor stream, abnormal	http://purl.obolibrary.org/obo/ZFA_0005924	middle migratory muscle precursor stream	http://purl.obolibrary.org/obo/ZFA_0005925	posterior migratory muscle precursor stream
http://purl.obolibrary.org/obo/ZP_0145340	muscle cell fused with muscle cell, abnormal	http://purl.obolibrary.org/obo/ZFA_0009114	muscle cell	http://purl.obolibrary.org/obo/ZFA_0009114	muscle cell
http://purl.obolibrary.org/obo/ZP_0015000	musculature system fused with musculature system, abnormal	http://purl.obolibrary.org/obo/ZFA_0000548	musculature system	http://purl.obolibrary.org/obo/ZFA_0000548	musculature system
http://purl.obolibrary.org/obo/ZP_0011999	neural arch fused with neural arch, abnormal	http://purl.obolibrary.org/obo/ZFA_0001066	neural arch	http://purl.obolibrary.org/obo/ZFA_0001066	neural arch
http://purl.obolibrary.org/obo/ZP_0003812	neurocranial trabecula fused with neurocranial trabecula, abnormal	http://purl.obolibrary.org/obo/ZFA_0001321	neurocranial trabecula	http://purl.obolibrary.org/obo/ZFA_0001321	neurocranial trabecula
http://purl.obolibrary.org/obo/ZP_0149502	neuromast fused with neuromast, abnormal	http://purl.obolibrary.org/obo/ZFA_0000243	neuromast	http://purl.obolibrary.org/obo/ZFA_0000243	neuromast
http://purl.obolibrary.org/obo/ZP_0017308	olfactory placode fused with olfactory placode, abnormal	http://purl.obolibrary.org/obo/ZFA_0000048	olfactory placode	http://purl.obolibrary.org/obo/ZFA_0000048	olfactory placode
http://purl.obolibrary.org/obo/ZP_0009695	opercle fused with branchiostegal ray 3, abnormal	http://purl.obolibrary.org/obo/ZFA_0000250	opercle	http://purl.obolibrary.org/obo/ZFA_0001280	branchiostegal ray 3
http://purl.obolibrary.org/obo/ZP_0009727	opercle fused with branchiostegal ray, abnormal	http://purl.obolibrary.org/obo/ZFA_0000250	opercle	http://purl.obolibrary.org/obo/ZFA_0000476	branchiostegal ray
http://purl.obolibrary.org/obo/ZP_0007955	opercle fused with interopercle, abnormal	http://purl.obolibrary.org/obo/ZFA_0000250	opercle	http://purl.obolibrary.org/obo/ZFA_0000674	interopercle
http://purl.obolibrary.org/obo/ZP_0007954	opercle fused with subopercle, abnormal	http://purl.obolibrary.org/obo/ZFA_0000250	opercle	http://purl.obolibrary.org/obo/ZFA_0000284	subopercle
http://purl.obolibrary.org/obo/ZP_0015245	optic cup fused with optic cup, abnormal	http://purl.obolibrary.org/obo/ZFA_0001202	optic cup	http://purl.obolibrary.org/obo/ZFA_0001202	optic cup
http://purl.obolibrary.org/obo/ZP_0003607	optic primordium fused with optic primordium, abnormal	http://purl.obolibrary.org/obo/ZFA_0000570	optic primordium	http://purl.obolibrary.org/obo/ZFA_0000570	optic primordium
http://purl.obolibrary.org/obo/ZP_0010473	optic stalk fused with optic stalk, abnormal	http://purl.obolibrary.org/obo/ZFA_0000137	optic stalk	http://purl.obolibrary.org/obo/ZFA_0000137	optic stalk
http://purl.obolibrary.org/obo/ZP_0015246	optic vesicle fused with optic vesicle, abnormal	http://purl.obolibrary.org/obo/ZFA_0000050	optic vesicle	http://purl.obolibrary.org/obo/ZFA_0000050	optic vesicle
http://purl.obolibrary.org/obo/ZP_0001003	otolith fused with otolith, abnormal	http://purl.obolibrary.org/obo/ZFA_0001617	otolith	http://purl.obolibrary.org/obo/ZFA_0001617	otolith
http://purl.obolibrary.org/obo/ZP_0000573	palate fused with palate, abnormal	http://purl.obolibrary.org/obo/ZFA_0005509	palate	http://purl.obolibrary.org/obo/ZFA_0005509	palate
http://purl.obolibrary.org/obo/ZP_0011120	palatoquadrate cartilage fused with Meckel's cartilage, abnormal	http://purl.obolibrary.org/obo/ZFA_0001399	palatoquadrate cartilage	http://purl.obolibrary.org/obo/ZFA_0001205	Meckel's cartilage
http://purl.obolibrary.org/obo/ZP_0000063	palatoquadrate cartilage fused with hyosymplectic cartilage, abnormal	http://purl.obolibrary.org/obo/ZFA_0001399	palatoquadrate cartilage	http://purl.obolibrary.org/obo/ZFA_0001422	hyosymplectic cartilage
http://purl.obolibrary.org/obo/ZP_0023089	palatoquadrate cartilage fused with inner ear, abnormal	http://purl.obolibrary.org/obo/ZFA_0001399	palatoquadrate cartilage	http://purl.obolibrary.org/obo/ZFA_0000217	inner ear
http://purl.obolibrary.org/obo/ZP_0023090	palatoquadrate cartilage fused with neurocranial trabecula, abnormal	http://purl.obolibrary.org/obo/ZFA_0001399	palatoquadrate cartilage	http://purl.obolibrary.org/obo/ZFA_0001321	neurocranial trabecula
http://purl.obolibrary.org/obo/ZP_0000644	parachordal cartilage fused with parachordal cartilage, abnormal	http://purl.obolibrary.org/obo/ZFA_0001423	parachordal cartilage	http://purl.obolibrary.org/obo/ZFA_0001423	parachordal cartilage
http://purl.obolibrary.org/obo/ZP_0008615	pectoral fin distal radial fused with pectoral fin distal radial, abnormal	http://purl.obolibrary.org/obo/ZFA_0001588	pectoral fin distal radial	http://purl.obolibrary.org/obo/ZFA_0001588	pectoral fin distal radial
http://purl.obolibrary.org/obo/ZP_0131040	pectoral fin proximal radial fused with pectoral fin proximal radial, abnormal	http://purl.obolibrary.org/obo/ZFA_0001587	pectoral fin proximal radial	http://purl.obolibrary.org/obo/ZFA_0001587	pectoral fin proximal radial
http://purl.obolibrary.org/obo/ZP_0144695	pectoral fin radial fused with pectoral fin radial, abnormal	http://purl.obolibrary.org/obo/ZFA_0001586	pectoral fin radial	http://purl.obolibrary.org/obo/ZFA_0001586	pectoral fin radial
http://purl.obolibrary.org/obo/ZP_0011519	pharyngeal arch 1 fused with pharyngeal arch 2, abnormal	http://purl.obolibrary.org/obo/ZFA_0001612	pharyngeal arch 1	http://purl.obolibrary.org/obo/ZFA_0001611	pharyngeal arch 2
http://purl.obolibrary.org/obo/ZP_0012544	pharyngeal arch 2 fused with pharyngeal arch 3, abnormal	http://purl.obolibrary.org/obo/ZFA_0001611	pharyngeal arch 2	http://purl.obolibrary.org/obo/ZFA_0001606	pharyngeal arch 3
http://purl.obolibrary.org/obo/ZP_0016290	pharyngeal arch 3-7 fused with pharyngeal arch 3-7, abnormal	http://purl.obolibrary.org/obo/ZFA_0001613	pharyngeal arch 3-7	http://purl.obolibrary.org/obo/ZFA_0001613	pharyngeal arch 3-7
http://purl.obolibrary.org/obo/ZP_0005241	pharyngeal arch cartilage fused with pharyngeal arch cartilage, abnormal	http://purl.obolibrary.org/obo/ZFA_0001460	pharyngeal arch cartilage	http://purl.obolibrary.org/obo/ZFA_0001460	pharyngeal arch cartilage
http://purl.obolibrary.org/obo/ZP_0104217	post-vent vasculature fused with post-vent vasculature, abnormal	http://purl.obolibrary.org/obo/ZFA_0005037	post-vent vasculature	http://purl.obolibrary.org/obo/ZFA_0005037	post-vent vasculature
http://purl.obolibrary.org/obo/ZP_0004338	posterior cardinal vein fused with dorsal aorta, abnormal	http://purl.obolibrary.org/obo/ZFA_0000477	posterior cardinal vein	http://purl.obolibrary.org/obo/ZFA_0000014	dorsal aorta
http://purl.obolibrary.org/obo/ZP_0105717	posterior lateral line ganglion fused with posterior lateral line placode, abnormal	http://purl.obolibrary.org/obo/ZFA_0001314	posterior lateral line ganglion	http://purl.obolibrary.org/obo/ZFA_0001156	posterior lateral line placode
http://purl.obolibrary.org/obo/ZP_0130925	posterior macula fused with anterior macula, abnormal	http://purl.obolibrary.org/obo/ZFA_0000558	posterior macula	http://purl.obolibrary.org/obo/ZFA_0000168	anterior macula
http://purl.obolibrary.org/obo/ZP_0022372	postoptic commissure fused with anterior commissure, abnormal	http://purl.obolibrary.org/obo/ZFA_0000059	postoptic commissure	http://purl.obolibrary.org/obo/ZFA_0001108	anterior commissure
http://purl.obolibrary.org/obo/ZP_0144692	preural vertebra fused with preural vertebra, abnormal	http://purl.obolibrary.org/obo/ZFA_0000734	preural vertebra	http://purl.obolibrary.org/obo/ZFA_0000734	preural vertebra
http://purl.obolibrary.org/obo/ZP_0022959	pronephric glomerulus fused with pronephric glomerulus, abnormal	http://purl.obolibrary.org/obo/ZFA_0001557	pronephric glomerulus	http://purl.obolibrary.org/obo/ZFA_0001557	pronephric glomerulus
http://purl.obolibrary.org/obo/ZP_0014398	pronephric podocyte fused with pronephric podocyte, abnormal	http://purl.obolibrary.org/obo/ZFA_0001673	pronephric podocyte	http://purl.obolibrary.org/obo/ZFA_0001673	pronephric podocyte
http://purl.obolibrary.org/obo/ZP_0143467	quadrate fused with anguloarticular, abnormal	http://purl.obolibrary.org/obo/ZFA_0000621	quadrate	http://purl.obolibrary.org/obo/ZFA_0000467	anguloarticular
http://purl.obolibrary.org/obo/ZP_0139899	quadrate-anguloarticular joint fused with quadrate-anguloarticular joint, abnormal	http://purl.obolibrary.org/obo/ZFA_0005484	quadrate-anguloarticular joint	http://purl.obolibrary.org/obo/ZFA_0005484	quadrate-anguloarticular joint
http://purl.obolibrary.org/obo/ZP_0008312	retina fused with cranial nerve II, abnormal	http://purl.obolibrary.org/obo/ZFA_0000152	retina	http://purl.obolibrary.org/obo/ZFA_0000435	cranial nerve II
http://purl.obolibrary.org/obo/ZP_0003605	retina fused with retina, abnormal	http://purl.obolibrary.org/obo/ZFA_0000152	retina	http://purl.obolibrary.org/obo/ZFA_0000152	retina
http://purl.obolibrary.org/obo/ZP_0001657	rhombomere 3 fused with rhombomere 5, abnormal	http://purl.obolibrary.org/obo/ZFA_0000948	rhombomere 3	http://purl.obolibrary.org/obo/ZFA_0000823	rhombomere 5
http://purl.obolibrary.org/obo/ZP_0141186	rib fused with rib, abnormal	http://purl.obolibrary.org/obo/ZFA_0000538	rib	http://purl.obolibrary.org/obo/ZFA_0000538	rib
http://purl.obolibrary.org/obo/ZP_0146228	slow muscle cell fused with slow muscle cell, abnormal	http://purl.obolibrary.org/obo/ZFA_0009116	slow muscle cell	http://purl.obolibrary.org/obo/ZFA_0009116	slow muscle cell
http://purl.obolibrary.org/obo/ZP_0010948	somite 1 fused with somite 2, abnormal	http://purl.obolibrary.org/obo/ZFA_0000072	somite 1	http://purl.obolibrary.org/obo/ZFA_0000728	somite 2
http://purl.obolibrary.org/obo/ZP_0000111	somite fused with somite, abnormal	http://purl.obolibrary.org/obo/ZFA_0000155	somite	http://purl.obolibrary.org/obo/ZFA_0000155	somite
http://purl.obolibrary.org/obo/ZP_0016342	symplectic fused with ceratohyal cartilage, abnormal	http://purl.obolibrary.org/obo/ZFA_0000692	symplectic	http://purl.obolibrary.org/obo/ZFA_0001400	ceratohyal cartilage
http://purl.obolibrary.org/obo/ZP_0143414	thoracic duct fused with posterior cardinal vein, abnormal	http://purl.obolibrary.org/obo/ZFA_0005110	thoracic duct	http://purl.obolibrary.org/obo/ZFA_0000477	posterior cardinal vein
http://purl.obolibrary.org/obo/ZP_0000646	trabecula cranii fused with trabecula cranii, abnormal	http://purl.obolibrary.org/obo/ZFA_0001507	trabecula cranii	http://purl.obolibrary.org/obo/ZFA_0001507	trabecula cranii
http://purl.obolibrary.org/obo/ZP_0006411	trigeminal motor nucleus fused with trigeminal motor nucleus, abnormal	http://purl.obolibrary.org/obo/ZFA_0001365	trigeminal motor nucleus	http://purl.obolibrary.org/obo/ZFA_0001365	trigeminal motor nucleus
http://purl.obolibrary.org/obo/ZP_0002611	vagal ganglion fused with vagal ganglion, abnormal	http://purl.obolibrary.org/obo/ZFA_0007067	vagal ganglion	http://purl.obolibrary.org/obo/ZFA_0007067	vagal ganglion
