defined_class	defined_class_label	chemical_entity	chemical_entity_label
http://purl.obolibrary.org/obo/MP_0030712	increased isoleucine level	http://purl.obolibrary.org/obo/CHEBI_24898	isoleucine
http://purl.obolibrary.org/obo/MP_0030747	increased leucine level	http://purl.obolibrary.org/obo/CHEBI_25017	leucine
http://purl.obolibrary.org/obo/MP_0009816	increased leukotriene level	http://purl.obolibrary.org/obo/CHEBI_25029	leukotriene
http://purl.obolibrary.org/obo/MP_0005133	increased luteinizing hormone level	http://purl.obolibrary.org/obo/CHEBI_81568	Luteinizing hormone
http://purl.obolibrary.org/obo/MP_0030721	increased lysine level	http://purl.obolibrary.org/obo/CHEBI_25094	lysine
http://purl.obolibrary.org/obo/MP_0030641	increased methionine level	http://purl.obolibrary.org/obo/CHEBI_16811	methionine
http://purl.obolibrary.org/obo/MP_0030628	increased methylmalonic acid level	http://purl.obolibrary.org/obo/CHEBI_30860	methylmalonic acid
http://purl.obolibrary.org/obo/MP_0012575	increased noradrenaline level	http://purl.obolibrary.org/obo/CHEBI_33569	noradrenaline
http://purl.obolibrary.org/obo/MP_0030647	increased ornithine level	http://purl.obolibrary.org/obo/CHEBI_18257	ornithine
http://purl.obolibrary.org/obo/MP_0030697	increased phenylalanine level	http://purl.obolibrary.org/obo/CHEBI_28044	phenylalanine
http://purl.obolibrary.org/obo/MP_0010077	increased phytosterol level	http://purl.obolibrary.org/obo/CHEBI_26125	phytosterols
http://purl.obolibrary.org/obo/MP_0004147	increased porphyrin level	http://purl.obolibrary.org/obo/CHEBI_8337	porphyrin
http://purl.obolibrary.org/obo/MP_0005139	increased prolactin level	http://purl.obolibrary.org/obo/PR_000013246	prolactin
http://purl.obolibrary.org/obo/MP_0020237	increased proline level	http://purl.obolibrary.org/obo/CHEBI_26271	proline
http://purl.obolibrary.org/obo/MP_0009814	increased prostaglandin level	http://purl.obolibrary.org/obo/CHEBI_26333	prostaglandin
http://purl.obolibrary.org/obo/MP_0005284	increased saturated fatty acid level	http://purl.obolibrary.org/obo/CHEBI_26607	saturated fatty acid
http://purl.obolibrary.org/obo/MP_0030691	increased serine level	http://purl.obolibrary.org/obo/CHEBI_17822	serine
http://purl.obolibrary.org/obo/MP_0010069	increased serotonin level	http://purl.obolibrary.org/obo/CHEBI_28790	serotonin
http://purl.obolibrary.org/obo/MP_0020116	increased sphingosine level	http://purl.obolibrary.org/obo/CHEBI_16393	sphingosine
http://purl.obolibrary.org/obo/MP_0012226	increased sterol level	http://purl.obolibrary.org/obo/CHEBI_15889	sterol
http://purl.obolibrary.org/obo/MP_0020006	increased sulfoglycosphingolipid level	http://purl.obolibrary.org/obo/CHEBI_36477	sulfoglycosphingolipid
http://purl.obolibrary.org/obo/MP_0030635	increased taurine level	http://purl.obolibrary.org/obo/CHEBI_15891	taurine
http://purl.obolibrary.org/obo/MP_0030700	increased threonine level	http://purl.obolibrary.org/obo/CHEBI_26986	threonine
http://purl.obolibrary.org/obo/MP_0005135	increased thyroid-stimulating hormone level	http://purl.obolibrary.org/obo/CHEBI_81567	thyroid stimulating hormone
http://purl.obolibrary.org/obo/MP_0005470	increased thyroxine level	http://purl.obolibrary.org/obo/CHEBI_30660	thyroxine
http://purl.obolibrary.org/obo/MP_0008837	increased transforming growth factor level	http://purl.obolibrary.org/obo/PR_000000046	TGF-beta
http://purl.obolibrary.org/obo/MP_0005317	increased triglyceride level	http://purl.obolibrary.org/obo/CHEBI_17855	triglyceride
http://purl.obolibrary.org/obo/MP_0005474	increased triiodothyronine level	http://purl.obolibrary.org/obo/CHEBI_18258	3,3',5-triiodo-L-thyronine
http://purl.obolibrary.org/obo/MP_0005283	increased unsaturated fatty acid level	http://purl.obolibrary.org/obo/CHEBI_27208	unsaturated fatty acid
http://purl.obolibrary.org/obo/MP_0030724	increased valine level	http://purl.obolibrary.org/obo/CHEBI_27266	valine
http://purl.obolibrary.org/obo/MP_0012337	increased vitamin D level	http://purl.obolibrary.org/obo/CHEBI_27300	vitamin D
