defined_class	defined_class_label	cellular_component	cellular_component_label
http://purl.obolibrary.org/obo/MP_0008398	abnormal CD8-positive, alpha-beta regulatory T cell morphology	http://purl.obolibrary.org/obo/CL_0000795	CD8-positive, alpha-beta regulatory T cell
http://purl.obolibrary.org/obo/MP_0008361	abnormal CD8-positive, gamma-delta intraepithelial T cell morphology	http://purl.obolibrary.org/obo/CL_0000802	CD8-alpha alpha positive, gamma-delta intraepithelial T cell
http://purl.obolibrary.org/obo/MP_0008888	abnormal Cajal body morphology	http://purl.obolibrary.org/obo/GO_0015030	Cajal body
http://purl.obolibrary.org/obo/MP_0008030	abnormal Cajal-Retzius cell morphology	http://purl.obolibrary.org/obo/CL_0000695	Cajal-Retzius cell
http://purl.obolibrary.org/obo/MP_0004430	abnormal Claudius cell morphology	http://purl.obolibrary.org/obo/CL_0000634	Claudius cell
http://purl.obolibrary.org/obo/MP_0004302	abnormal Deiters cell morphology	http://purl.obolibrary.org/obo/CL_0000635	Deiter's cell
http://purl.obolibrary.org/obo/MP_0003245	abnormal GABAergic neuron morphology	http://purl.obolibrary.org/obo/CL_0000617	GABAergic neuron
http://purl.obolibrary.org/obo/MP_0011743	abnormal Golgi apparatus morphology	http://purl.obolibrary.org/obo/GO_0005794	Golgi apparatus
http://purl.obolibrary.org/obo/MP_0030953	abnormal Golgi cisterna morphology	http://purl.obolibrary.org/obo/GO_0031985	Golgi cisterna
http://purl.obolibrary.org/obo/MP_0030952	abnormal Golgi stack morphology	http://purl.obolibrary.org/obo/GO_0005795	Golgi stack
http://purl.obolibrary.org/obo/MP_0030568	abnormal H zone morphology	http://purl.obolibrary.org/obo/GO_0031673	H zone
http://purl.obolibrary.org/obo/MP_0004303	abnormal Hensen cell morphology	http://purl.obolibrary.org/obo/CL_0000633	Hensen cell
http://purl.obolibrary.org/obo/MP_0030567	abnormal I band morphology	http://purl.obolibrary.org/obo/GO_0031674	I band
http://purl.obolibrary.org/obo/MP_0008990	abnormal Ito cell morphology	http://purl.obolibrary.org/obo/CL_0000632	hepatic stellate cell
http://purl.obolibrary.org/obo/MP_0008114	abnormal Kupffer cell morphology	http://purl.obolibrary.org/obo/CL_0000091	Kupffer cell
http://purl.obolibrary.org/obo/MP_0008117	abnormal Langerhans cell morphology	http://purl.obolibrary.org/obo/CL_0000453	Langerhans cell
http://purl.obolibrary.org/obo/MP_0002786	abnormal Leydig cell morphology	http://purl.obolibrary.org/obo/CL_0000178	Leydig cell
http://purl.obolibrary.org/obo/MP_0004094	abnormal M line morphology	http://purl.obolibrary.org/obo/GO_0031430	M band
http://purl.obolibrary.org/obo/MP_0000985	abnormal Merkel's receptor morphology	http://purl.obolibrary.org/obo/CL_0000242	Merkel cell
http://purl.obolibrary.org/obo/MP_0005547	abnormal Muller cell morphology	http://purl.obolibrary.org/obo/CL_0000636	Mueller cell
http://purl.obolibrary.org/obo/MP_0008036	abnormal NK T cell morphology	http://purl.obolibrary.org/obo/CL_0000814	mature NK T cell
http://purl.obolibrary.org/obo/MP_0005068	abnormal NK cell morphology	http://purl.obolibrary.org/obo/CL_0000623	natural killer cell
http://purl.obolibrary.org/obo/MP_0008886	abnormal PML bodies	http://purl.obolibrary.org/obo/GO_0016605	PML body
http://purl.obolibrary.org/obo/MP_0009184	abnormal PP cell morphology	http://purl.obolibrary.org/obo/CL_0000696	PP cell
http://purl.obolibrary.org/obo/MP_0004843	abnormal Paneth cell morphology	http://purl.obolibrary.org/obo/CL_0000510	paneth cell
http://purl.obolibrary.org/obo/MP_0000877	abnormal Purkinje cell morphology	http://purl.obolibrary.org/obo/CL_0000121	Purkinje cell
http://purl.obolibrary.org/obo/MP_0001106	abnormal Schwann cell morphology	http://purl.obolibrary.org/obo/CL_0000218	myelinating Schwann cell
http://purl.obolibrary.org/obo/MP_0004074	abnormal Schwann cell precursor morphology	http://purl.obolibrary.org/obo/CL_0002375	Schwann cell precursor
http://purl.obolibrary.org/obo/MP_0002784	abnormal Sertoli cell morphology	http://purl.obolibrary.org/obo/CL_0000216	Sertoli cell
http://purl.obolibrary.org/obo/MP_0008037	abnormal T cell morphology	http://purl.obolibrary.org/obo/CL_0000084	T cell
http://purl.obolibrary.org/obo/MP_0010184	abnormal T follicular helper cell morphology	http://purl.obolibrary.org/obo/CL_0002038	T follicular helper cell
http://purl.obolibrary.org/obo/MP_0002433	abnormal T-helper 1 cell morphology	http://purl.obolibrary.org/obo/CL_0000545	T-helper 1 cell
http://purl.obolibrary.org/obo/MP_0010217	abnormal T-helper 17 cell morphology	http://purl.obolibrary.org/obo/CL_0000899	T-helper 17 cell
http://purl.obolibrary.org/obo/MP_0002434	abnormal T-helper 2 cell morphology	http://purl.obolibrary.org/obo/CL_0000546	T-helper 2 cell
http://purl.obolibrary.org/obo/MP_0013760	abnormal T-helper cell morphology	http://purl.obolibrary.org/obo/CL_0000912	helper T cell
http://purl.obolibrary.org/obo/MP_0010671	abnormal Tc17 cell morphology	http://purl.obolibrary.org/obo/CL_0002128	Tc17 cell
http://purl.obolibrary.org/obo/MP_0004091	abnormal Z line morphology	http://purl.obolibrary.org/obo/GO_0030018	Z disc
http://purl.obolibrary.org/obo/MP_0008898	abnormal acrosome morphology	http://purl.obolibrary.org/obo/GO_0001669	acrosomal vesicle
http://purl.obolibrary.org/obo/MP_0020849	abnormal actin cytoskeleton morphology	http://purl.obolibrary.org/obo/GO_0015629	actin cytoskeleton
http://purl.obolibrary.org/obo/MP_0003834	abnormal adrenergic chromaffin cell morphology	http://purl.obolibrary.org/obo/CL_0002082	type II cell of adrenal medulla
http://purl.obolibrary.org/obo/MP_0001026	abnormal adrenergic neuron morphology	http://purl.obolibrary.org/obo/CL_0000109	adrenergic neuron
http://purl.obolibrary.org/obo/MP_0008291	abnormal adrenocortical cell morphology	http://purl.obolibrary.org/obo/CL_0002097	cortical cell of adrenal gland
http://purl.obolibrary.org/obo/MP_0011113	abnormal airway basal cell morphology	http://purl.obolibrary.org/obo/CL_0002633	respiratory basal cell
http://purl.obolibrary.org/obo/MP_0012762	abnormal alpha-beta T cell morphology	http://purl.obolibrary.org/obo/CL_0000789	alpha-beta T cell
http://purl.obolibrary.org/obo/MP_0008399	abnormal alpha-beta intraepithelial T cell morphology	http://purl.obolibrary.org/obo/CL_0000797	alpha-beta intraepithelial T cell
http://purl.obolibrary.org/obo/MP_0010813	abnormal alveolar lamellar body morphology	http://purl.obolibrary.org/obo/GO_0097208	alveolar lamellar body
http://purl.obolibrary.org/obo/MP_0008245	abnormal alveolar macrophage morphology	http://purl.obolibrary.org/obo/CL_0000583	alveolar macrophage
http://purl.obolibrary.org/obo/MP_0005240	abnormal amacrine cell morphology	http://purl.obolibrary.org/obo/CL_0000561	amacrine cell
http://purl.obolibrary.org/obo/MP_0002650	abnormal ameloblast morphology	http://purl.obolibrary.org/obo/CL_0000059	ameloblast
http://purl.obolibrary.org/obo/MP_0002182	abnormal astrocyte morphology	http://purl.obolibrary.org/obo/CL_0000127	astrocyte
http://purl.obolibrary.org/obo/MP_0020360	abnormal asymmetric synapse morphology	http://purl.obolibrary.org/obo/GO_0032279	asymmetric synapse
http://purl.obolibrary.org/obo/MP_0010739	abnormal axolemma morphology	http://purl.obolibrary.org/obo/GO_0030673	axolemma
http://purl.obolibrary.org/obo/MP_0010733	abnormal axon initial segment morphology	http://purl.obolibrary.org/obo/GO_0043194	axon initial segment
http://purl.obolibrary.org/obo/MP_0005404	abnormal axon morphology	http://purl.obolibrary.org/obo/GO_0030424	axon
http://purl.obolibrary.org/obo/MP_0004272	abnormal basement membrane morphology	http://purl.obolibrary.org/obo/GO_0005604	basement membrane
http://purl.obolibrary.org/obo/MP_0002422	abnormal basophil morphology	http://purl.obolibrary.org/obo/CL_0000767	basophil
http://purl.obolibrary.org/obo/MP_0020325	abnormal beige fat cell morphology	http://purl.obolibrary.org/obo/CL_0001070	beige adipocyte
http://purl.obolibrary.org/obo/MP_0013657	abnormal blood cell morphology	http://purl.obolibrary.org/obo/CL_0000081	blood cell
http://purl.obolibrary.org/obo/MP_0013660	abnormal bone marrow hematopoietic cell morphology	http://purl.obolibrary.org/obo/CL_1001610	bone marrow hematopoietic cell
http://purl.obolibrary.org/obo/MP_0010828	abnormal bronchioalveolar stem cell morphology	http://purl.obolibrary.org/obo/CL_0002638	bronchioalveolar stem cell
http://purl.obolibrary.org/obo/MP_0009116	abnormal brown fat cell morphology	http://purl.obolibrary.org/obo/CL_0000449	brown fat cell
http://purl.obolibrary.org/obo/MP_0020378	abnormal cell cytoskeleton morphology	http://purl.obolibrary.org/obo/GO_0005856	cytoskeleton
http://purl.obolibrary.org/obo/MP_0000358	abnormal cell morphology	http://purl.obolibrary.org/obo/GO_0005623	cell
http://purl.obolibrary.org/obo/MP_0003111	abnormal cell nucleus morphology	http://purl.obolibrary.org/obo/GO_0005634	nucleus
http://purl.obolibrary.org/obo/MP_0030550	abnormal cementoblast morphology	http://purl.obolibrary.org/obo/CL_0000061	cementoblast
http://purl.obolibrary.org/obo/MP_0030554	abnormal cementocyte morphology	http://purl.obolibrary.org/obo/CL_0000141	cementocyte
http://purl.obolibrary.org/obo/MP_0010840	abnormal central memory CD4-positive, alpha-beta T cell morphology	http://purl.obolibrary.org/obo/CL_0000904	central memory CD4-positive, alpha-beta T cell
http://purl.obolibrary.org/obo/MP_0010846	abnormal central memory CD8 positive, alpha-beta T cell morphology	http://purl.obolibrary.org/obo/CL_0000907	central memory CD8-positive, alpha-beta T cell
http://purl.obolibrary.org/obo/MP_0010171	abnormal centroacinar cell of Langerhans morphology	http://purl.obolibrary.org/obo/CL_0002080	pancreatic centro-acinar cell
http://purl.obolibrary.org/obo/MP_0030943	abnormal centrosome morphology	http://purl.obolibrary.org/obo/GO_0005813	centrosome
http://purl.obolibrary.org/obo/MP_0009512	abnormal cerebellar Golgi cell morphology	http://purl.obolibrary.org/obo/CL_0000119	cerebellar Golgi cell
http://purl.obolibrary.org/obo/MP_0001001	abnormal chemoreceptor morphology	http://purl.obolibrary.org/obo/CL_0000206	chemoreceptor cell
http://purl.obolibrary.org/obo/MP_0012236	abnormal cholangiocyte morphology	http://purl.obolibrary.org/obo/CL_1000488	cholangiocyte
http://purl.obolibrary.org/obo/MP_0001038	abnormal cholinergic neuron morphology	http://purl.obolibrary.org/obo/CL_0000108	cholinergic neuron
http://purl.obolibrary.org/obo/MP_0000166	abnormal chondrocyte morphology	http://purl.obolibrary.org/obo/CL_0000138	chondrocyte
http://purl.obolibrary.org/obo/MP_0003702	abnormal chromosome morphology	http://purl.obolibrary.org/obo/GO_0005694	chromosome
http://purl.obolibrary.org/obo/MP_0013202	abnormal cilium morphology	http://purl.obolibrary.org/obo/GO_0005929	cilium
http://purl.obolibrary.org/obo/MP_0010809	abnormal club cell morphology	http://purl.obolibrary.org/obo/CL_0000158	club cell
http://purl.obolibrary.org/obo/MP_0002622	abnormal cochlear hair cell morphology	http://purl.obolibrary.org/obo/CL_0000202	auditory hair cell
http://purl.obolibrary.org/obo/MP_0004393	abnormal cochlear inner hair cell morphology	http://purl.obolibrary.org/obo/CL_0000589	cochlear inner hair cell
http://purl.obolibrary.org/obo/MP_0004399	abnormal cochlear outer hair cell morphology	http://purl.obolibrary.org/obo/CL_0000601	outer hair cell
http://purl.obolibrary.org/obo/MP_0008249	abnormal common lymphocyte progenitor cell morphology	http://purl.obolibrary.org/obo/CL_0000051	common lymphoid progenitor
http://purl.obolibrary.org/obo/MP_0006410	abnormal common myeloid progenitor cell morphology	http://purl.obolibrary.org/obo/CL_0000049	common myeloid progenitor
http://purl.obolibrary.org/obo/MP_0009594	abnormal corneocyte envelope morphology	http://purl.obolibrary.org/obo/GO_0001533	cornified envelope
http://purl.obolibrary.org/obo/MP_0030605	abnormal corneocyte morphology	http://purl.obolibrary.org/obo/CL_0002153	corneocyte
http://purl.obolibrary.org/obo/MP_0008327	abnormal corticotroph morphology	http://purl.obolibrary.org/obo/CL_0000467	adrenocorticotropic hormone secreting cell
http://purl.obolibrary.org/obo/MP_0012754	abnormal cranial neural crest cell morphology	http://purl.obolibrary.org/obo/CL_0000008	migratory cranial neural crest cell
http://purl.obolibrary.org/obo/MP_0000973	abnormal cutaneous/subcutaneous mechanoreceptor morphology	http://purl.obolibrary.org/obo/CL_0002487	cutaneous/subcutaneous mechanoreceptor cell
http://purl.obolibrary.org/obo/MP_0010015	abnormal cuticular plate morphology	http://purl.obolibrary.org/obo/GO_0032437	cuticular plate
http://purl.obolibrary.org/obo/MP_0008143	abnormal dendrite morphology	http://purl.obolibrary.org/obo/GO_0030425	dendrite
http://purl.obolibrary.org/obo/MP_0005461	abnormal dendritic cell morphology	http://purl.obolibrary.org/obo/CL_0000451	dendritic cell
http://purl.obolibrary.org/obo/MP_0013407	abnormal dendritic epidermal T cell morphology	http://purl.obolibrary.org/obo/CL_0000916	dendritic epidermal T cell
http://purl.obolibrary.org/obo/MP_0009936	abnormal dendritic spine morphology	http://purl.obolibrary.org/obo/GO_0043197	dendritic spine
http://purl.obolibrary.org/obo/MP_0009386	abnormal dermal melanocyte morphology	http://purl.obolibrary.org/obo/CL_0002482	dermal melanocyte
http://purl.obolibrary.org/obo/MP_0003243	abnormal dopaminergic neuron morphology	http://purl.obolibrary.org/obo/CL_0000700	dopaminergic neuron
http://purl.obolibrary.org/obo/MP_0002407	abnormal double-negative T cell morphology	http://purl.obolibrary.org/obo/CL_0002489	double negative thymocyte
http://purl.obolibrary.org/obo/MP_0002408	abnormal double-positive T cell morphology	http://purl.obolibrary.org/obo/CL_0000809	double-positive, alpha-beta thymocyte
http://purl.obolibrary.org/obo/MP_0013796	abnormal duodenal goblet cell morphology	http://purl.obolibrary.org/obo/CL_1000324	duodenal goblet cell
http://purl.obolibrary.org/obo/MP_0005019	abnormal early pro-B cell	http://purl.obolibrary.org/obo/CL_0002046	early pro-B cell
http://purl.obolibrary.org/obo/MP_0002435	abnormal effector T cell morphology	http://purl.obolibrary.org/obo/CL_0000911	effector T cell
http://purl.obolibrary.org/obo/MP_0010843	abnormal effector memory CD4-positive, alpha-beta T cell morphology	http://purl.obolibrary.org/obo/CL_0000905	effector memory CD4-positive, alpha-beta T cell
http://purl.obolibrary.org/obo/MP_0010849	abnormal effector memory CD8-positive, alpha-beta T cell number	http://purl.obolibrary.org/obo/CL_0000913	effector memory CD8-positive, alpha-beta T cell
http://purl.obolibrary.org/obo/MP_0004230	abnormal embryonic erythrocyte morphology	http://purl.obolibrary.org/obo/CL_0002355	primitive red blood cell
http://purl.obolibrary.org/obo/MP_0009378	abnormal endoplasmic reticulum morphology	http://purl.obolibrary.org/obo/GO_0005783	endoplasmic reticulum
http://purl.obolibrary.org/obo/MP_0000479	abnormal enterocyte morphology	http://purl.obolibrary.org/obo/CL_0000584	enterocyte
http://purl.obolibrary.org/obo/MP_0004141	abnormal enteroendocrine cell morphology	http://purl.obolibrary.org/obo/CL_0000164	enteroendocrine cell
http://purl.obolibrary.org/obo/MP_0005061	abnormal eosinophil morphology	http://purl.obolibrary.org/obo/CL_0000771	eosinophil
http://purl.obolibrary.org/obo/MP_0011004	abnormal epidermal stem cell morphology	http://purl.obolibrary.org/obo/CL_1000428	stem cell of epidermis
http://purl.obolibrary.org/obo/MP_0011176	abnormal erythroblast morphology	http://purl.obolibrary.org/obo/CL_0000765	erythroblast
http://purl.obolibrary.org/obo/MP_0002447	abnormal erythrocyte morphology	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte
http://purl.obolibrary.org/obo/MP_0013659	abnormal erythroid lineage cell morphology	http://purl.obolibrary.org/obo/CL_0000764	erythroid lineage cell
http://purl.obolibrary.org/obo/MP_0008801	abnormal erythroid progenitor cell morphology	http://purl.obolibrary.org/obo/CL_0000038	erythroid progenitor cell
http://purl.obolibrary.org/obo/MP_0020357	abnormal excitatory synapse morphology	http://purl.obolibrary.org/obo/GO_0060076	excitatory synapse
http://purl.obolibrary.org/obo/MP_0013258	abnormal extracellular matrix morphology	http://purl.obolibrary.org/obo/GO_0031012	extracellular matrix
http://purl.obolibrary.org/obo/MP_0011302	abnormal extraglomerular mesangial cell morphology	http://purl.obolibrary.org/obo/CL_0002173	extraglomerular mesangial cell
http://purl.obolibrary.org/obo/MP_0009115	abnormal fat cell morphology	http://purl.obolibrary.org/obo/CL_0000136	fat cell
http://purl.obolibrary.org/obo/MP_0006361	abnormal female germ cell morphology	http://purl.obolibrary.org/obo/CL_0000021	female germ cell
http://purl.obolibrary.org/obo/MP_0008788	abnormal fetal cardiomyocyte morphology	http://purl.obolibrary.org/obo/CL_0002495	fetal cardiomyocyte
http://purl.obolibrary.org/obo/MP_0011240	abnormal fetal derived definitive erythrocyte morphology	http://purl.obolibrary.org/obo/CL_0002357	fetal derived definitive erythrocyte
http://purl.obolibrary.org/obo/MP_0011246	abnormal fetal liver hematopoietic progenitor cell morphology	http://purl.obolibrary.org/obo/CL_0002353	fetal liver hematopoietic progenitor cell
http://purl.obolibrary.org/obo/MP_0009840	abnormal foam cell morphology	http://purl.obolibrary.org/obo/CL_0000891	foam cell
http://purl.obolibrary.org/obo/MP_0008172	abnormal follicular B cell morphology	http://purl.obolibrary.org/obo/CL_0000843	follicular B cell
http://purl.obolibrary.org/obo/MP_0008196	abnormal follicular dendritic cell morphology	http://purl.obolibrary.org/obo/CL_0000442	follicular dendritic cell
http://purl.obolibrary.org/obo/MP_0013341	abnormal folliculo-stellate cell morphology	http://purl.obolibrary.org/obo/CL_0000642	folliculostellate cell
http://purl.obolibrary.org/obo/MP_0008343	abnormal gamma-delta T cell morphology	http://purl.obolibrary.org/obo/CL_0000798	gamma-delta T cell
http://purl.obolibrary.org/obo/MP_0008349	abnormal gamma-delta intraepithelial T cell morphology	http://purl.obolibrary.org/obo/CL_0000801	gamma-delta intraepithelial T cell
http://purl.obolibrary.org/obo/MP_0004140	abnormal gastric chief cell morphology	http://purl.obolibrary.org/obo/CL_0000155	peptic cell
http://purl.obolibrary.org/obo/MP_0004139	abnormal gastric parietal cell morphology	http://purl.obolibrary.org/obo/CL_0000162	parietal cell
http://purl.obolibrary.org/obo/MP_0004137	abnormal gastric surface mucous cell morphology	http://purl.obolibrary.org/obo/CL_0002182	surface mucosal cell of stomach
http://purl.obolibrary.org/obo/MP_0002208	abnormal germ cell morphology	http://purl.obolibrary.org/obo/CL_0000586	germ cell
http://purl.obolibrary.org/obo/MP_0008176	abnormal germinal center B cell morphology	http://purl.obolibrary.org/obo/CL_0000844	germinal center B cell
http://purl.obolibrary.org/obo/MP_0012068	abnormal globose cell of olfactory epithelium morphology	http://purl.obolibrary.org/obo/CL_0002171	globose cell of olfactory epithelium
http://purl.obolibrary.org/obo/MP_0011454	abnormal glomerular endothelium fenestra morphology	http://purl.obolibrary.org/obo/GO_0036053	glomerular endothelium fenestra
http://purl.obolibrary.org/obo/MP_0003247	abnormal glutaminergic neuron morphology	http://purl.obolibrary.org/obo/CL_0000679	glutamatergic neuron
http://purl.obolibrary.org/obo/MP_0010385	abnormal glycinergic neuron morphology	http://purl.obolibrary.org/obo/CL_1001509	glycinergic neuron
http://purl.obolibrary.org/obo/MP_0008325	abnormal gonadotroph morphology	http://purl.obolibrary.org/obo/CL_0000437	gonadtroph
http://purl.obolibrary.org/obo/MP_0013694	abnormal granulocyte monocyte progenitor cell morphology	http://purl.obolibrary.org/obo/CL_0000557	granulocyte monocyte progenitor cell
http://purl.obolibrary.org/obo/MP_0002441	abnormal granulocyte morphology	http://purl.obolibrary.org/obo/CL_0000094	granulocyte
http://purl.obolibrary.org/obo/MP_0008868	abnormal granulosa cell morphology	http://purl.obolibrary.org/obo/CL_0000501	granulosa cell
http://purl.obolibrary.org/obo/MP_0000045	abnormal hair cell morphology	http://purl.obolibrary.org/obo/CL_0000855	sensory hair cell
http://purl.obolibrary.org/obo/MP_0000979	abnormal hair-down neuron morphology	http://purl.obolibrary.org/obo/CL_1001437	hair-down neuron
http://purl.obolibrary.org/obo/MP_0000977	abnormal hair-tylotrich neuron morphology	http://purl.obolibrary.org/obo/CL_1001436	hair-tylotrich neuron
http://purl.obolibrary.org/obo/MP_0012715	abnormal hemangioblast morphology	http://purl.obolibrary.org/obo/CL_0002418	hemangioblast
http://purl.obolibrary.org/obo/MP_0013656	abnormal hematopoietic cell morphology	http://purl.obolibrary.org/obo/CL_0000988	hematopoietic cell
http://purl.obolibrary.org/obo/MP_0013707	abnormal hematopoietic precursor cell morphology	http://purl.obolibrary.org/obo/CL_0008001	hematopoietic precursor cell
http://purl.obolibrary.org/obo/MP_0004808	abnormal hematopoietic stem cell morphology	http://purl.obolibrary.org/obo/CL_0000037	hematopoietic stem cell
http://purl.obolibrary.org/obo/MP_0012240	abnormal hepatoblast morphology	http://purl.obolibrary.org/obo/CL_0005026	hepatoblast
http://purl.obolibrary.org/obo/MP_0000607	abnormal hepatocyte morphology	http://purl.obolibrary.org/obo/CL_0000182	hepatocyte
http://purl.obolibrary.org/obo/MP_0009938	abnormal hippocampus granule cell morphology	http://purl.obolibrary.org/obo/CL_0001033	hippocampal granule cell
http://purl.obolibrary.org/obo/MP_0012069	abnormal horizontal basal cell of olfactory epithelium morphology	http://purl.obolibrary.org/obo/CL_0002184	basal proper cell of olfactory epithelium
http://purl.obolibrary.org/obo/MP_0006068	abnormal horizontal cell morphology	http://purl.obolibrary.org/obo/CL_0000745	retina horizontal cell
http://purl.obolibrary.org/obo/MP_0013797	abnormal ileal goblet cell morphology	http://purl.obolibrary.org/obo/CL_1000326	ileal goblet cell
http://purl.obolibrary.org/obo/MP_0005022	abnormal immature B cell morphology	http://purl.obolibrary.org/obo/CL_0000816	immature B cell
http://purl.obolibrary.org/obo/MP_0013699	abnormal immature NK cell morphology	http://purl.obolibrary.org/obo/CL_0000823	immature natural killer cell
http://purl.obolibrary.org/obo/MP_0020358	abnormal inhibitory synapse morphology	http://purl.obolibrary.org/obo/GO_0060077	inhibitory synapse
http://purl.obolibrary.org/obo/MP_0006267	abnormal intercalated disk morphology	http://purl.obolibrary.org/obo/GO_0014704	intercalated disc
http://purl.obolibrary.org/obo/MP_0004482	abnormal interdental cell morphology	http://purl.obolibrary.org/obo/CL_0002172	interdental cell of cochlea
http://purl.obolibrary.org/obo/MP_0010738	abnormal internode morphology	http://purl.obolibrary.org/obo/GO_0033269	internode region of axon
http://purl.obolibrary.org/obo/MP_0009536	abnormal interstitial cell of Cajal morphology	http://purl.obolibrary.org/obo/CL_0002088	interstitial cell of Cajal
http://purl.obolibrary.org/obo/MP_0010802	abnormal intestinal enteroendocrine cell morphology	http://purl.obolibrary.org/obo/CL_1001516	intestinal enteroendocrine cell
http://purl.obolibrary.org/obo/MP_0013794	abnormal intestinal villus goblet cell morphology	http://purl.obolibrary.org/obo/CL_1000317	intestinal villus goblet cell
http://purl.obolibrary.org/obo/MP_0008894	abnormal intraepithelial T cell morphology	http://purl.obolibrary.org/obo/CL_0002496	intraepithelial lymphocyte
http://purl.obolibrary.org/obo/MP_0013798	abnormal jeujunal goblet cell morphology	http://purl.obolibrary.org/obo/CL_1000325	jejunal goblet cell
http://purl.obolibrary.org/obo/MP_0011300	abnormal juxtaglomerular cell morphology	http://purl.obolibrary.org/obo/CL_0000648	kidney granular cell
http://purl.obolibrary.org/obo/MP_0010737	abnormal juxtaparanode morphology	http://purl.obolibrary.org/obo/GO_0044224	juxtaparanode region of axon
http://purl.obolibrary.org/obo/MP_0002655	abnormal keratinocyte morphology	http://purl.obolibrary.org/obo/CL_0000312	keratinocyte
http://purl.obolibrary.org/obo/MP_0011754	abnormal kidney collecting duct intercalated cell morphology	http://purl.obolibrary.org/obo/CL_1001432	kidney collecting duct intercalated cell
http://purl.obolibrary.org/obo/MP_0011757	abnormal kidney collecting duct principal cell morphology	http://purl.obolibrary.org/obo/CL_1001431	kidney collecting duct principal cell
http://purl.obolibrary.org/obo/MP_0011060	abnormal kinocilium morphology	http://purl.obolibrary.org/obo/GO_0060091	kinocilium
http://purl.obolibrary.org/obo/MP_0008323	abnormal lactotroph morphology	http://purl.obolibrary.org/obo/CL_0000439	prolactin secreting cell
http://purl.obolibrary.org/obo/MP_0013793	abnormal large intestine goblet cell morphology	http://purl.obolibrary.org/obo/CL_1000320	large intestine goblet cell
http://purl.obolibrary.org/obo/MP_0008246	abnormal leukocyte morphology	http://purl.obolibrary.org/obo/CL_0000738	leukocyte
http://purl.obolibrary.org/obo/MP_0010084	abnormal long lived plasma cell morphology	http://purl.obolibrary.org/obo/CL_0000974	long lived plasma cell
http://purl.obolibrary.org/obo/MP_0002619	abnormal lymphocyte morphology	http://purl.obolibrary.org/obo/CL_0000542	lymphocyte
http://purl.obolibrary.org/obo/MP_0005058	abnormal lysosome morphology	http://purl.obolibrary.org/obo/GO_0005764	lysosome
