defined_class	defined_class_label	chemical_entity	chemical_entity_label
http://purl.obolibrary.org/obo/MP_0030720	abnormal lysine level	http://purl.obolibrary.org/obo/CHEBI_25094	lysine
http://purl.obolibrary.org/obo/MP_0020883	abnormal magnesium level	http://purl.obolibrary.org/obo/CHEBI_25107	magnesium atom
http://purl.obolibrary.org/obo/MP_0030640	abnormal methionine level	http://purl.obolibrary.org/obo/CHEBI_16811	methionine
http://purl.obolibrary.org/obo/MP_0030627	abnormal methylmalonic acid level	http://purl.obolibrary.org/obo/CHEBI_30860	methylmalonic acid
http://purl.obolibrary.org/obo/MP_0000192	abnormal mineral level	http://purl.obolibrary.org/obo/CHEBI_46662	mineral
http://purl.obolibrary.org/obo/MP_0005321	abnormal neopterin level	http://purl.obolibrary.org/obo/CHEBI_28670	neopterin
http://purl.obolibrary.org/obo/MP_0003964	abnormal noradrenaline level	http://purl.obolibrary.org/obo/CHEBI_33569	noradrenaline
http://purl.obolibrary.org/obo/MP_0030646	abnormal ornithine level	http://purl.obolibrary.org/obo/CHEBI_18257	ornithine
http://purl.obolibrary.org/obo/MP_0001574	abnormal oxygen level	http://purl.obolibrary.org/obo/CHEBI_25805	oxygen atom
http://purl.obolibrary.org/obo/MP_0030696	abnormal phenylalanine level	http://purl.obolibrary.org/obo/CHEBI_28044	phenylalanine
http://purl.obolibrary.org/obo/MP_0020885	abnormal phosphate level	http://purl.obolibrary.org/obo/CHEBI_26020	phosphate
http://purl.obolibrary.org/obo/MP_0004777	abnormal phospholipid level	http://purl.obolibrary.org/obo/CHEBI_16247	phospholipid
http://purl.obolibrary.org/obo/MP_0010076	abnormal phytosterol level	http://purl.obolibrary.org/obo/CHEBI_26125	phytosterols
http://purl.obolibrary.org/obo/MP_0011989	abnormal porphyrin level	http://purl.obolibrary.org/obo/CHEBI_8337	porphyrin
http://purl.obolibrary.org/obo/MP_0020887	abnormal potassium level	http://purl.obolibrary.org/obo/CHEBI_26216	potassium atom
http://purl.obolibrary.org/obo/MP_0011384	abnormal progesterone level	http://purl.obolibrary.org/obo/CHEBI_17026	progesterone
http://purl.obolibrary.org/obo/MP_0003970	abnormal prolactin level	http://purl.obolibrary.org/obo/PR_000013246	prolactin
http://purl.obolibrary.org/obo/MP_0020236	abnormal proline level	http://purl.obolibrary.org/obo/CHEBI_26271	proline
http://purl.obolibrary.org/obo/MP_0009811	abnormal prostaglandin level	http://purl.obolibrary.org/obo/CHEBI_26333	prostaglandin
http://purl.obolibrary.org/obo/MP_0008469	abnormal protein level	http://purl.obolibrary.org/obo/CHEBI_36080	protein
http://purl.obolibrary.org/obo/MP_0011234	abnormal retinol level	http://purl.obolibrary.org/obo/CHEBI_50211	retinol
http://purl.obolibrary.org/obo/MP_0001775	abnormal selenium level	http://purl.obolibrary.org/obo/CHEBI_27568	selenium atom
http://purl.obolibrary.org/obo/MP_0030690	abnormal serine level	http://purl.obolibrary.org/obo/CHEBI_17822	serine
http://purl.obolibrary.org/obo/MP_0005322	abnormal serotonin level	http://purl.obolibrary.org/obo/CHEBI_28790	serotonin
http://purl.obolibrary.org/obo/MP_0020889	abnormal sodium level	http://purl.obolibrary.org/obo/CHEBI_26708	sodium atom
http://purl.obolibrary.org/obo/MP_0011067	abnormal somatostatin level	http://purl.obolibrary.org/obo/PR_000015665	somatostatin
http://purl.obolibrary.org/obo/MP_0012230	abnormal sphingolipid level	http://purl.obolibrary.org/obo/CHEBI_26739	sphingolipid
http://purl.obolibrary.org/obo/MP_0009823	abnormal sphingomyelin level	http://purl.obolibrary.org/obo/CHEBI_64583	sphingomyelin
http://purl.obolibrary.org/obo/MP_0020115	abnormal sphingosine level	http://purl.obolibrary.org/obo/CHEBI_16393	sphingosine
http://purl.obolibrary.org/obo/MP_0012224	abnormal sterol level	http://purl.obolibrary.org/obo/CHEBI_15889	sterol
http://purl.obolibrary.org/obo/MP_0020891	abnormal sulfate level	http://purl.obolibrary.org/obo/CHEBI_16189	sulfate
http://purl.obolibrary.org/obo/MP_0012229	abnormal sulfoglycosphingolipid level	http://purl.obolibrary.org/obo/CHEBI_36477	sulfoglycosphingolipid
http://purl.obolibrary.org/obo/MP_0020003	abnormal sulfolipid level	http://purl.obolibrary.org/obo/CHEBI_61384	sulfolipid
http://purl.obolibrary.org/obo/MP_0030634	abnormal taurine level	http://purl.obolibrary.org/obo/CHEBI_15891	taurine
http://purl.obolibrary.org/obo/MP_0011385	abnormal testosterone level	http://purl.obolibrary.org/obo/CHEBI_17347	testosterone
http://purl.obolibrary.org/obo/MP_0011226	abnormal thiamin level	http://purl.obolibrary.org/obo/CHEBI_26948	thiamine
http://purl.obolibrary.org/obo/MP_0030699	abnormal threonine level	http://purl.obolibrary.org/obo/CHEBI_26986	threonine
http://purl.obolibrary.org/obo/MP_0009818	abnormal thromboxane level	http://purl.obolibrary.org/obo/CHEBI_26995	thromboxane
http://purl.obolibrary.org/obo/MP_0003971	abnormal thyroid-stimulating hormone level	http://purl.obolibrary.org/obo/CHEBI_81567	thyroid stimulating hormone
http://purl.obolibrary.org/obo/MP_0005469	abnormal thyroxine level	http://purl.obolibrary.org/obo/CHEBI_30660	thyroxine
http://purl.obolibrary.org/obo/MP_0008836	abnormal transforming growth factor beta level	http://purl.obolibrary.org/obo/PR_000000046	TGF-beta
http://purl.obolibrary.org/obo/MP_0000187	abnormal triglyceride level	http://purl.obolibrary.org/obo/CHEBI_17855	triglyceride
http://purl.obolibrary.org/obo/MP_0005472	abnormal triiodothyronine level	http://purl.obolibrary.org/obo/CHEBI_18258	3,3',5-triiodo-L-thyronine
http://purl.obolibrary.org/obo/MP_0008752	abnormal tumor necrosis factor level	http://purl.obolibrary.org/obo/PR_000000134	tumor necrosis factor
http://purl.obolibrary.org/obo/MP_0030723	abnormal valine level	http://purl.obolibrary.org/obo/CHEBI_27266	valine
http://purl.obolibrary.org/obo/MP_0011232	abnormal vitamin A level	http://purl.obolibrary.org/obo/CHEBI_12777	vitamin A
http://purl.obolibrary.org/obo/MP_0011229	abnormal vitamin C level	http://purl.obolibrary.org/obo/CHEBI_29073	L-ascorbic acid
http://purl.obolibrary.org/obo/MP_0011228	abnormal vitamin D level	http://purl.obolibrary.org/obo/CHEBI_27300	vitamin D
http://purl.obolibrary.org/obo/MP_0011231	abnormal vitamin E level	http://purl.obolibrary.org/obo/CHEBI_33234	vitamin E
http://purl.obolibrary.org/obo/MP_0020893	abnormal zinc level	http://purl.obolibrary.org/obo/CHEBI_27363	zinc atom
