defined_class	defined_class_label	cellular_component	cellular_component_label
http://purl.obolibrary.org/obo/MP_0008106	decreased amacrine cell number	http://purl.obolibrary.org/obo/CL_0000561	amacrine cell
http://purl.obolibrary.org/obo/MP_0002607	decreased basophil cell number	http://purl.obolibrary.org/obo/CL_0000767	basophil
http://purl.obolibrary.org/obo/MP_0000333	decreased bone marrow cell number	http://purl.obolibrary.org/obo/CL_0002092	bone marrow cell
http://purl.obolibrary.org/obo/MP_0010830	decreased bronchioalveolar stem cell number	http://purl.obolibrary.org/obo/CL_0002638	bronchioalveolar stem cell
http://purl.obolibrary.org/obo/MP_0009128	decreased brown fat cell number	http://purl.obolibrary.org/obo/CL_0000449	brown fat cell
http://purl.obolibrary.org/obo/MP_0030552	decreased cementoblast number	http://purl.obolibrary.org/obo/CL_0000061	cementoblast
http://purl.obolibrary.org/obo/MP_0010842	decreased central memory CD4-positive, alpha-beta T cell number	http://purl.obolibrary.org/obo/CL_0000904	central memory CD4-positive, alpha-beta T cell
http://purl.obolibrary.org/obo/MP_0010848	decreased central memory CD8 positive, alpha-beta T cell number	http://purl.obolibrary.org/obo/CL_0000907	central memory CD8-positive, alpha-beta T cell
http://purl.obolibrary.org/obo/MP_0008924	decreased cerebellar granule cell number	http://purl.obolibrary.org/obo/CL_0000120	granule cell
http://purl.obolibrary.org/obo/MP_0000167	decreased chondrocyte number	http://purl.obolibrary.org/obo/CL_0000138	chondrocyte
http://purl.obolibrary.org/obo/MP_0010949	decreased club cell number	http://purl.obolibrary.org/obo/CL_0000158	club cell
http://purl.obolibrary.org/obo/MP_0004408	decreased cochlear hair cell number	http://purl.obolibrary.org/obo/CL_0000202	auditory hair cell
http://purl.obolibrary.org/obo/MP_0004396	decreased cochlear inner hair cell number	http://purl.obolibrary.org/obo/CL_0000589	cochlear inner hair cell
http://purl.obolibrary.org/obo/MP_0004402	decreased cochlear outer hair cell number	http://purl.obolibrary.org/obo/CL_0000601	outer hair cell
http://purl.obolibrary.org/obo/MP_0013893	decreased common lymphocyte progenitor cell number	http://purl.obolibrary.org/obo/CL_0000051	common lymphoid progenitor
http://purl.obolibrary.org/obo/MP_0008813	decreased common myeloid progenitor cell number	http://purl.obolibrary.org/obo/CL_0000049	common myeloid progenitor
http://purl.obolibrary.org/obo/MP_0008341	decreased corticotroph cell number	http://purl.obolibrary.org/obo/CL_0000467	adrenocorticotropic hormone secreting cell
http://purl.obolibrary.org/obo/MP_0020281	decreased creatine kinase level	http://purl.obolibrary.org/obo/GO_0002185	creatine kinase complex
http://purl.obolibrary.org/obo/MP_0008127	decreased dendritic cell number	http://purl.obolibrary.org/obo/CL_0000451	dendritic cell
http://purl.obolibrary.org/obo/MP_0011448	decreased dopaminergic neuron number	http://purl.obolibrary.org/obo/CL_0000700	dopaminergic neuron
http://purl.obolibrary.org/obo/MP_0005089	decreased double-negative T cell number	http://purl.obolibrary.org/obo/CL_0002489	double negative thymocyte
http://purl.obolibrary.org/obo/MP_0005092	decreased double-positive T cell number	http://purl.obolibrary.org/obo/CL_0000809	double-positive, alpha-beta thymocyte
http://purl.obolibrary.org/obo/MP_0010845	decreased effector memory CD4-positive, alpha-beta T cell number	http://purl.obolibrary.org/obo/CL_0000905	effector memory CD4-positive, alpha-beta T cell
http://purl.obolibrary.org/obo/MP_0010851	decreased effector memory CD8-positive, alpha-beta T cell number	http://purl.obolibrary.org/obo/CL_0000913	effector memory CD8-positive, alpha-beta T cell
http://purl.obolibrary.org/obo/MP_0000339	decreased enterocyte cell number	http://purl.obolibrary.org/obo/CL_0000584	enterocyte
http://purl.obolibrary.org/obo/MP_0005012	decreased eosinophil cell number	http://purl.obolibrary.org/obo/CL_0000771	eosinophil
http://purl.obolibrary.org/obo/MP_0011687	decreased epidermal stem cell number	http://purl.obolibrary.org/obo/CL_1000428	stem cell of epidermis
http://purl.obolibrary.org/obo/MP_0011179	decreased erythroblast number	http://purl.obolibrary.org/obo/CL_0000765	erythroblast
http://purl.obolibrary.org/obo/MP_0002875	decreased erythrocyte cell number	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte
http://purl.obolibrary.org/obo/MP_0008973	decreased erythroid progenitor cell number	http://purl.obolibrary.org/obo/CL_0000038	erythroid progenitor cell
http://purl.obolibrary.org/obo/MP_0011243	decreased fetal derived definitive erythrocyte cell number	http://purl.obolibrary.org/obo/CL_0002357	fetal derived definitive erythrocyte
http://purl.obolibrary.org/obo/MP_0008174	decreased follicular B cell number	http://purl.obolibrary.org/obo/CL_0000843	follicular B cell
http://purl.obolibrary.org/obo/MP_0008200	decreased follicular dendritic cell number	http://purl.obolibrary.org/obo/CL_0000442	follicular dendritic cell
http://purl.obolibrary.org/obo/MP_0008347	decreased gamma-delta T cell number	http://purl.obolibrary.org/obo/CL_0000798	gamma-delta T cell
http://purl.obolibrary.org/obo/MP_0008351	decreased gamma-delta intraepithelial T cell number	http://purl.obolibrary.org/obo/CL_0000801	gamma-delta intraepithelial T cell
http://purl.obolibrary.org/obo/MP_0002209	decreased germ cell number	http://purl.obolibrary.org/obo/CL_0000586	germ cell
http://purl.obolibrary.org/obo/MP_0008178	decreased germinal center B cell number	http://purl.obolibrary.org/obo/CL_0000844	germinal center B cell
http://purl.obolibrary.org/obo/MP_0008335	decreased gonadotroph cell number	http://purl.obolibrary.org/obo/CL_0000437	gonadtroph
http://purl.obolibrary.org/obo/MP_0013697	decreased granulocyte monocyte progenitor cell number	http://purl.obolibrary.org/obo/CL_0000557	granulocyte monocyte progenitor cell
http://purl.obolibrary.org/obo/MP_0000334	decreased granulocyte number	http://purl.obolibrary.org/obo/CL_0000094	granulocyte
http://purl.obolibrary.org/obo/MP_0012718	decreased hemangioblast number	http://purl.obolibrary.org/obo/CL_0002418	hemangioblast
http://purl.obolibrary.org/obo/MP_0011182	decreased hematopoietic cell number	http://purl.obolibrary.org/obo/CL_0000988	hematopoietic cell
http://purl.obolibrary.org/obo/MP_0004810	decreased hematopoietic stem cell number	http://purl.obolibrary.org/obo/CL_0000037	hematopoietic stem cell
http://purl.obolibrary.org/obo/MP_0012243	decreased hepatoblast number	http://purl.obolibrary.org/obo/CL_0005026	hepatoblast
http://purl.obolibrary.org/obo/MP_0000606	decreased hepatocyte number	http://purl.obolibrary.org/obo/CL_0000182	hepatocyte
http://purl.obolibrary.org/obo/MP_0008215	decreased immature B cell number	http://purl.obolibrary.org/obo/CL_0000816	immature B cell
http://purl.obolibrary.org/obo/MP_0013666	decreased immature NK cell number	http://purl.obolibrary.org/obo/CL_0000823	immature natural killer cell
http://purl.obolibrary.org/obo/MP_0000221	decreased leukocyte cell number	http://purl.obolibrary.org/obo/CL_0000738	leukocyte
http://purl.obolibrary.org/obo/MP_0001841	decreased level of surface class I molecules	http://purl.obolibrary.org/obo/GO_0042612	MHC class I protein complex
http://purl.obolibrary.org/obo/MP_0010539	decreased level of surface class II molecules	http://purl.obolibrary.org/obo/GO_0042613	MHC class II protein complex
http://purl.obolibrary.org/obo/MP_0005016	decreased lymphocyte cell number	http://purl.obolibrary.org/obo/CL_0000542	lymphocyte
http://purl.obolibrary.org/obo/MP_0003884	decreased macrophage cell number	http://purl.obolibrary.org/obo/CL_0000235	macrophage
http://purl.obolibrary.org/obo/MP_0008182	decreased marginal zone B cell number	http://purl.obolibrary.org/obo/CL_0000845	marginal zone B cell
http://purl.obolibrary.org/obo/MP_0000336	decreased mast cell number	http://purl.obolibrary.org/obo/CL_0000097	mast cell
http://purl.obolibrary.org/obo/MP_0008211	decreased mature B cell number	http://purl.obolibrary.org/obo/CL_0000785	mature B cell
http://purl.obolibrary.org/obo/MP_0013672	decreased mature NK cell number	http://purl.obolibrary.org/obo/CL_0000824	mature natural killer cell
http://purl.obolibrary.org/obo/MP_0008354	decreased mature gamma-delta T cell number	http://purl.obolibrary.org/obo/CL_0000800	mature gamma-delta T cell
http://purl.obolibrary.org/obo/MP_0008255	decreased megakaryocyte cell number	http://purl.obolibrary.org/obo/CL_0000556	megakaryocyte
http://purl.obolibrary.org/obo/MP_0020464	decreased megakaryocyte progenitor cell number	http://purl.obolibrary.org/obo/CL_0000553	megakaryocyte progenitor cell
http://purl.obolibrary.org/obo/MP_0013705	decreased megakaryocyte-erythroid progenitor cell number	http://purl.obolibrary.org/obo/CL_0000050	megakaryocyte-erythroid progenitor cell
http://purl.obolibrary.org/obo/MP_0008729	decreased memory B cell number	http://purl.obolibrary.org/obo/CL_0000787	memory B cell
http://purl.obolibrary.org/obo/MP_0008050	decreased memory T cell number	http://purl.obolibrary.org/obo/CL_0000813	memory T cell
http://purl.obolibrary.org/obo/MP_0011629	decreased mitochondria number	http://purl.obolibrary.org/obo/GO_0005739	mitochondrion
http://purl.obolibrary.org/obo/MP_0000223	decreased monocyte cell number	http://purl.obolibrary.org/obo/CL_0000576	monocyte
http://purl.obolibrary.org/obo/MP_0000939	decreased motor neuron number	http://purl.obolibrary.org/obo/CL_0000100	motor neuron
http://purl.obolibrary.org/obo/MP_0013662	decreased myeloid cell number	http://purl.obolibrary.org/obo/CL_0000763	myeloid cell
http://purl.obolibrary.org/obo/MP_0008122	decreased myeloid dendritic cell number	http://purl.obolibrary.org/obo/CL_0000782	myeloid dendritic cell
http://purl.obolibrary.org/obo/MP_0004567	decreased myocardial fiber number	http://purl.obolibrary.org/obo/CL_0000746	cardiac muscle cell
http://purl.obolibrary.org/obo/MP_0008185	decreased naive B cell number	http://purl.obolibrary.org/obo/CL_0000788	naive B cell
http://purl.obolibrary.org/obo/MP_0008948	decreased neuron number	http://purl.obolibrary.org/obo/CL_0000540	neuron
http://purl.obolibrary.org/obo/MP_0000222	decreased neutrophil cell number	http://purl.obolibrary.org/obo/CL_0000775	neutrophil
http://purl.obolibrary.org/obo/MP_0020348	decreased olfactory sensory neuron number	http://purl.obolibrary.org/obo/CL_0000207	olfactory receptor cell
http://purl.obolibrary.org/obo/MP_0009808	decreased oligodendrocyte number	http://purl.obolibrary.org/obo/CL_0000128	oligodendrocyte
http://purl.obolibrary.org/obo/MP_0005431	decreased oocyte number	http://purl.obolibrary.org/obo/CL_0000023	oocyte
http://purl.obolibrary.org/obo/MP_0004989	decreased osteoblast cell number	http://purl.obolibrary.org/obo/CL_0000062	osteoblast
http://purl.obolibrary.org/obo/MP_0004985	decreased osteoclast cell number	http://purl.obolibrary.org/obo/CL_0000092	osteoclast
http://purl.obolibrary.org/obo/MP_0030483	decreased osteocyte number	http://purl.obolibrary.org/obo/CL_0000137	osteocyte
http://purl.obolibrary.org/obo/MP_0009177	decreased pancreatic alpha cell number	http://purl.obolibrary.org/obo/CL_0000171	pancreatic A cell
http://purl.obolibrary.org/obo/MP_0003339	decreased pancreatic beta cell number	http://purl.obolibrary.org/obo/CL_0000169	type B pancreatic cell
http://purl.obolibrary.org/obo/MP_0009181	decreased pancreatic delta cell number	http://purl.obolibrary.org/obo/CL_0000173	pancreatic D cell
http://purl.obolibrary.org/obo/MP_0020816	decreased photoreceptor outer segment number	http://purl.obolibrary.org/obo/GO_0001750	photoreceptor outer segment
http://purl.obolibrary.org/obo/MP_0008098	decreased plasma cell number	http://purl.obolibrary.org/obo/CL_0000786	plasma cell
http://purl.obolibrary.org/obo/MP_0008124	decreased plasmacytoid dendritic cell number	http://purl.obolibrary.org/obo/CL_0000784	plasmacytoid dendritic cell
http://purl.obolibrary.org/obo/MP_0020431	decreased platelet alpha-granule number	http://purl.obolibrary.org/obo/GO_0031091	platelet alpha granule
http://purl.obolibrary.org/obo/MP_0020432	decreased platelet dense granule number	http://purl.obolibrary.org/obo/GO_0042827	platelet dense granule
http://purl.obolibrary.org/obo/MP_0011753	decreased podocyte number	http://purl.obolibrary.org/obo/CL_0000653	glomerular visceral epithelial cell
http://purl.obolibrary.org/obo/MP_0008209	decreased pre-B cell number	http://purl.obolibrary.org/obo/CL_0000817	precursor B cell
http://purl.obolibrary.org/obo/MP_0008392	decreased primordial germ cell number	http://purl.obolibrary.org/obo/CL_0000670	primordial germ cell
http://purl.obolibrary.org/obo/MP_0008208	decreased pro-B cell number	http://purl.obolibrary.org/obo/CL_0000826	pro-B cell
http://purl.obolibrary.org/obo/MP_0020388	decreased radial glial cell number	http://purl.obolibrary.org/obo/CL_0000681	radial glial cell
http://purl.obolibrary.org/obo/MP_0004974	decreased regulatory T cell number	http://purl.obolibrary.org/obo/CL_0000815	regulatory T cell
http://purl.obolibrary.org/obo/MP_0008446	decreased retinal cone cell number	http://purl.obolibrary.org/obo/CL_0000573	retinal cone cell
http://purl.obolibrary.org/obo/MP_0006309	decreased retinal ganglion cell number	http://purl.obolibrary.org/obo/CL_0000740	retinal ganglion cell
http://purl.obolibrary.org/obo/MP_0001327	decreased retinal photoreceptor cell number	http://purl.obolibrary.org/obo/CL_0000287	eye photoreceptor cell
http://purl.obolibrary.org/obo/MP_0008453	decreased retinal rod cell number	http://purl.obolibrary.org/obo/CL_0000604	retinal rod cell
http://purl.obolibrary.org/obo/MP_0003833	decreased satellite cell number	http://purl.obolibrary.org/obo/CL_0000594	skeletal muscle satellite cell
http://purl.obolibrary.org/obo/MP_0013379	decreased sebocyte cell number	http://purl.obolibrary.org/obo/CL_0002140	acinar cell of sebaceous gland
http://purl.obolibrary.org/obo/MP_0000966	decreased sensory neuron number	http://purl.obolibrary.org/obo/CL_0000101	sensory neuron
http://purl.obolibrary.org/obo/MP_0009406	decreased skeletal muscle fiber number	http://purl.obolibrary.org/obo/CL_0000188	cell of skeletal muscle
http://purl.obolibrary.org/obo/MP_0010916	decreased solitary pulmonary neuroendocrine cell number	http://purl.obolibrary.org/obo/CL_0002066	Feyrter cell
http://purl.obolibrary.org/obo/MP_0008329	decreased somatotroph cell number	http://purl.obolibrary.org/obo/CL_0000295	somatotropin secreting cell
http://purl.obolibrary.org/obo/MP_0030989	decreased spongiotrophoblast cell number	http://purl.obolibrary.org/obo/CL_0002499	spongiotrophoblast cell
http://purl.obolibrary.org/obo/MP_0009370	decreased theca cell number	http://purl.obolibrary.org/obo/CL_0000503	theca cell
http://purl.obolibrary.org/obo/MP_0000715	decreased thymocyte number	http://purl.obolibrary.org/obo/CL_0000893	thymocyte
http://purl.obolibrary.org/obo/MP_0008338	decreased thyrotroph cell number	http://purl.obolibrary.org/obo/CL_0000476	thyrotroph
http://purl.obolibrary.org/obo/MP_0008190	decreased transitional stage B cell number	http://purl.obolibrary.org/obo/CL_0000818	transitional stage B cell
http://purl.obolibrary.org/obo/MP_0009923	decreased transitional stage T1 B cell number	http://purl.obolibrary.org/obo/CL_0000958	T1 B cell
http://purl.obolibrary.org/obo/MP_0009926	decreased transitional stage T2 B cell number	http://purl.obolibrary.org/obo/CL_0000959	T2 B cell
http://purl.obolibrary.org/obo/MP_0010228	decreased transitional stage T3 B cell number	http://purl.obolibrary.org/obo/CL_0000960	T3 B cell
http://purl.obolibrary.org/obo/MP_0001713	decreased trophoblast giant cell number	http://purl.obolibrary.org/obo/CL_0002488	trophoblast giant cell
http://purl.obolibrary.org/obo/MP_0010816	decreased type I pneumocyte number	http://purl.obolibrary.org/obo/CL_0002062	type I pneumocyte
http://purl.obolibrary.org/obo/MP_0010811	decreased type II pneumocyte number	http://purl.obolibrary.org/obo/CL_0002063	type II pneumocyte
http://purl.obolibrary.org/obo/MP_0008876	decreased uterine NK cell number	http://purl.obolibrary.org/obo/CL_0002343	decidual natural killer cell
http://purl.obolibrary.org/obo/MP_0006057	decreased vascular endothelial cell number	http://purl.obolibrary.org/obo/CL_0002139	endothelial cell of vascular tree
http://purl.obolibrary.org/obo/MP_0004328	decreased vestibular hair cell number	http://purl.obolibrary.org/obo/CL_0000609	vestibular hair cell
http://purl.obolibrary.org/obo/MP_0009131	decreased white fat cell number	http://purl.obolibrary.org/obo/CL_0000448	white fat cell
http://purl.obolibrary.org/obo/MP_0013409	increased dendritic epidermal T cell number	http://purl.obolibrary.org/obo/CL_0000916	dendritic epidermal T cell
http://purl.obolibrary.org/obo/MP_0002687	oligozoospermia	http://purl.obolibrary.org/obo/CL_0000019	sperm
http://purl.obolibrary.org/obo/MP_0008941	reticulocytopenia	http://purl.obolibrary.org/obo/CL_0000558	reticulocyte
http://purl.obolibrary.org/obo/MP_0003179	thrombocytopenia	http://purl.obolibrary.org/obo/CL_0000233	platelet
