defined_class	defined_class_label	cellular_component	cellular_component_label
http://purl.obolibrary.org/obo/MP_0030455	increased odontoblast number	http://purl.obolibrary.org/obo/CL_0000060	odontoblast
http://purl.obolibrary.org/obo/MP_0004988	increased osteoblast cell number	http://purl.obolibrary.org/obo/CL_0000062	osteoblast
http://purl.obolibrary.org/obo/MP_0004984	increased osteoclast cell number	http://purl.obolibrary.org/obo/CL_0000092	osteoclast
http://purl.obolibrary.org/obo/MP_0030482	increased osteocyte number	http://purl.obolibrary.org/obo/CL_0000137	osteocyte
http://purl.obolibrary.org/obo/MP_0003645	increased pancreatic beta cell number	http://purl.obolibrary.org/obo/CL_0000169	type B pancreatic cell
http://purl.obolibrary.org/obo/MP_0020817	increased photoreceptor outer segment number	http://purl.obolibrary.org/obo/GO_0001750	photoreceptor outer segment
http://purl.obolibrary.org/obo/MP_0008097	increased plasma cell number	http://purl.obolibrary.org/obo/CL_0000786	plasma cell
http://purl.obolibrary.org/obo/MP_0008524	increased plasmacytoid dendritic cell number	http://purl.obolibrary.org/obo/CL_0000784	plasmacytoid dendritic cell
http://purl.obolibrary.org/obo/MP_0020430	increased platelet alpha-granule number	http://purl.obolibrary.org/obo/GO_0031091	platelet alpha granule
http://purl.obolibrary.org/obo/MP_0020433	increased platelet dense granule number	http://purl.obolibrary.org/obo/GO_0042827	platelet dense granule
http://purl.obolibrary.org/obo/MP_0003132	increased pre-B cell number	http://purl.obolibrary.org/obo/CL_0000817	precursor B cell
http://purl.obolibrary.org/obo/MP_0008394	increased primordial germ cell number	http://purl.obolibrary.org/obo/CL_0000670	primordial germ cell
http://purl.obolibrary.org/obo/MP_0020389	increased radial glial cell number	http://purl.obolibrary.org/obo/CL_0000681	radial glial cell
http://purl.obolibrary.org/obo/MP_0004973	increased regulatory T cell number	http://purl.obolibrary.org/obo/CL_0000815	regulatory T cell
http://purl.obolibrary.org/obo/MP_0008445	increased retinal cone cell number	http://purl.obolibrary.org/obo/CL_0000573	retinal cone cell
http://purl.obolibrary.org/obo/MP_0002983	increased retinal ganglion cell number	http://purl.obolibrary.org/obo/CL_0000740	retinal ganglion cell
http://purl.obolibrary.org/obo/MP_0006070	increased retinal photoreceptor cell number	http://purl.obolibrary.org/obo/CL_0000287	eye photoreceptor cell
http://purl.obolibrary.org/obo/MP_0008452	increased retinal rod cell number	http://purl.obolibrary.org/obo/CL_0000604	retinal rod cell
http://purl.obolibrary.org/obo/MP_0000730	increased satellite cell number	http://purl.obolibrary.org/obo/CL_0000594	skeletal muscle satellite cell
http://purl.obolibrary.org/obo/MP_0013378	increased sebocyte number	http://purl.obolibrary.org/obo/CL_0002140	acinar cell of sebaceous gland
http://purl.obolibrary.org/obo/MP_0006006	increased sensory neuron number	http://purl.obolibrary.org/obo/CL_0000101	sensory neuron
http://purl.obolibrary.org/obo/MP_0010915	increased solitary pulmonary neuroendocrine cell number	http://purl.obolibrary.org/obo/CL_0002066	Feyrter cell
http://purl.obolibrary.org/obo/MP_0008328	increased somatotroph cell number	http://purl.obolibrary.org/obo/CL_0000295	somatotropin secreting cell
http://purl.obolibrary.org/obo/MP_0030603	increased sperm number	http://purl.obolibrary.org/obo/CL_0000019	sperm
http://purl.obolibrary.org/obo/MP_0009371	increased theca cell number	http://purl.obolibrary.org/obo/CL_0000503	theca cell
http://purl.obolibrary.org/obo/MP_0000714	increased thymocyte number	http://purl.obolibrary.org/obo/CL_0000893	thymocyte
http://purl.obolibrary.org/obo/MP_0008337	increased thyrotroph cell number	http://purl.obolibrary.org/obo/CL_0000476	thyrotroph
http://purl.obolibrary.org/obo/MP_0008189	increased transitional stage B cell number	http://purl.obolibrary.org/obo/CL_0000818	transitional stage B cell
http://purl.obolibrary.org/obo/MP_0009922	increased transitional stage T1 B cell number	http://purl.obolibrary.org/obo/CL_0000958	T1 B cell
http://purl.obolibrary.org/obo/MP_0009925	increased transitional stage T2 B cell number	http://purl.obolibrary.org/obo/CL_0000959	T2 B cell
http://purl.obolibrary.org/obo/MP_0010229	increased transitional stage T3 B cell number	http://purl.obolibrary.org/obo/CL_0000960	T3 B cell
http://purl.obolibrary.org/obo/MP_0009397	increased trophoblast giant cell number	http://purl.obolibrary.org/obo/CL_0002488	trophoblast giant cell
http://purl.obolibrary.org/obo/MP_0010810	increased type II pneumocyte number	http://purl.obolibrary.org/obo/CL_0002063	type II pneumocyte
http://purl.obolibrary.org/obo/MP_0009394	increased uterine NK cell number	http://purl.obolibrary.org/obo/CL_0002343	decidual natural killer cell
http://purl.obolibrary.org/obo/MP_0006056	increased vascular endothelial cell number	http://purl.obolibrary.org/obo/CL_0002139	endothelial cell of vascular tree
http://purl.obolibrary.org/obo/MP_0004327	increased vestibular hair cell number	http://purl.obolibrary.org/obo/CL_0000609	vestibular hair cell
http://purl.obolibrary.org/obo/MP_0009537	interstitial cells of Cajal hyperplasia	http://purl.obolibrary.org/obo/CL_0002088	interstitial cell of Cajal
http://purl.obolibrary.org/obo/MP_0011301	juxtaglomerular cell hyperplasia	http://purl.obolibrary.org/obo/CL_0000648	kidney granular cell
http://purl.obolibrary.org/obo/MP_0011427	mesangial cell hyperplasia	http://purl.obolibrary.org/obo/CL_0000650	mesangial cell
http://purl.obolibrary.org/obo/MP_0002640	reticulocytosis	http://purl.obolibrary.org/obo/CL_0000558	reticulocyte
http://purl.obolibrary.org/obo/MP_0005505	thrombocytosis	http://purl.obolibrary.org/obo/CL_0000233	platelet
