defined_class	defined_class_label	chemical_entity	chemical_entity_label
http://purl.obolibrary.org/obo/MP_0030701	decreased threonine level	http://purl.obolibrary.org/obo/CHEBI_26986	threonine
http://purl.obolibrary.org/obo/MP_0005134	decreased thyroid-stimulating hormone level	http://purl.obolibrary.org/obo/CHEBI_81567	thyroid stimulating hormone
http://purl.obolibrary.org/obo/MP_0005471	decreased thyroxine level	http://purl.obolibrary.org/obo/CHEBI_30660	thyroxine
http://purl.obolibrary.org/obo/MP_0008838	decreased transforming growth factor level	http://purl.obolibrary.org/obo/PR_000000046	TGF-beta
http://purl.obolibrary.org/obo/MP_0005318	decreased triglyceride level	http://purl.obolibrary.org/obo/CHEBI_17855	triglyceride
http://purl.obolibrary.org/obo/MP_0005473	decreased triiodothyronine level	http://purl.obolibrary.org/obo/CHEBI_18258	3,3',5-triiodo-L-thyronine
http://purl.obolibrary.org/obo/MP_0005285	decreased unsaturated fatty acid level	http://purl.obolibrary.org/obo/CHEBI_27208	unsaturated fatty acid
http://purl.obolibrary.org/obo/MP_0030725	decreased valine level	http://purl.obolibrary.org/obo/CHEBI_27266	valine
http://purl.obolibrary.org/obo/MP_0012336	decreased vitamin D level	http://purl.obolibrary.org/obo/CHEBI_27300	vitamin D
http://purl.obolibrary.org/obo/MP_0003032	hypocapnia	http://purl.obolibrary.org/obo/CHEBI_16526	carbon dioxide
http://purl.obolibrary.org/obo/MP_0005039	hypoxia	http://purl.obolibrary.org/obo/CHEBI_25805	oxygen atom
