HP:0004403	Proximal esophageal atresia	MP:0003276	esophageal atresia	0.95	1
HP:0004364	Abnormality of nitrogen compound homeostasis	MP:0005266	abnormal metabolism	0.875	1
HP:0004361	Abnormality of circulating leptin level	MP:0005667	abnormal circulating leptin level	1	1
HP:0004362	Abnormality of the enteric ganglia	MP:0001045	abnormal enteric ganglia morphology	1	1
HP:0004360	Abnormality of acid-base homeostasis	MP:0005266	abnormal metabolism	0.7777777778	1
HP:0004378	Abnormality of the anus	MP:0005034	abnormal anus morphology	1	1
HP:0004379	Abnormality of alkaline phosphatase activity	MP:0011583	abnormal alkaline phosphatase activity	1	1
HP:0004376	Neuroblastic tumors	MP:0003632	abnormal nervous system morphology	0.5263157895	1
HP:0004377	Hematological neoplasm	MP:0002396	abnormal hematopoietic system morphology/development	0.5714285714	1
HP:0004374	Hemiplegia/hemiparesis	MP:0002878	abnormal corticospinal tract morphology	0.75	1
HP:0004375	Neoplasm of the nervous system	MP:0003632	abnormal nervous system morphology	0.625	1
HP:0004372	Reduced consciousness/confusion	MP:0003633	abnormal nervous system physiology	0.8	1
HP:0004373	Focal dystonia	MP:0005323	dystonia	0.9756097561	1
HP:0004370	Abnormality of temperature regulation	MP:0001777	abnormal body temperature homeostasis	1	1
HP:0004371	Abnormality of glycosaminoglycan metabolism	MP:0013243	abnormal carbohydrate metabolism	0.55	1
HP:0004389	Intestinal pseudo-obstruction	MP:0000477	abnormal intestine morphology	0.8421052632	1
HP:0004387	Enterocolitis	MP:0003304	large intestinal inflammation	1	1
HP:0004388	Microcolon	MP:0003296	microcolon	1	1
HP:0004385	Protracted diarrhea	MP:0005036	diarrhea	0.95	1
HP:0004386	Gastrointestinal inflammation	MP:0003304	large intestinal inflammation	1	1
HP:0004383	Hypoplastic left heart	MP:0002740	heart hypoplasia	0.8888888889	1
HP:0004384	Type I truncus arteriosus	MP:0002633	persistent truncus arteriosis	0.9866666667	1
HP:0004381	Supravalvular aortic stenosis	MP:0003387	aorta coarctation	0.9833333333	1
HP:0004382	Mitral valve calcification	MP:0006121	calcified mitral valve	1	1
HP:0004380	Aortic valve calcification	MP:0006116	calcified aortic valve	1	1
HP:0004398	Peptic ulcer	MP:0003300	gastrointestinal ulcer	1	1
HP:0004399	Congenital pyloric atresia	MP:0010785	abnormal stomach pyloric region morphology	0.96	1
HP:0004396	Poor appetite	MP:0001270	distended abdomen	0.6	0.6666666667
HP:0004397	Ectopic anus	MP:0005034	abnormal anus morphology	0.9523809524	1
HP:0004394	Multiple gastric polyps	MP:0000470	abnormal stomach morphology	0.6923076923	1
HP:0004395	Malnutrition	MP:0001270	distended abdomen	0.6	0.6666666667
HP:0004392	Prune belly	MP:0003257	abnormal abdominal wall morphology	0.9166666667	1
HP:0004390	Hamartomatous polyposis	MP:0008011	intestine polyps	0.8709677419	1
HP:0004319	Hypoaldosteronism	MP:0002667	decreased circulating aldosterone level	1	1
HP:0004327	Abnormality of the vitreous humor	MP:0005195	abnormal posterior eye segment morphology	0.8181818182	0.9473684211
HP:0004328	Abnormality of the anterior segment of the globe	MP:0005193	abnormal anterior eye segment morphology	0.9473684211	0.9473684211
HP:0004325	Decreased body weight	MP:0001262	decreased body weight	1	1
HP:0004326	Cachexia	MP:0005150	cachexia	1	1
HP:0004323	Abnormality of body weight	MP:0001259	abnormal body weight	1	1
HP:0004324	Increased body weight	MP:0001260	increased body weight	1	1
HP:0004321	Bladder fistula	MP:0000538	abnormal urinary bladder morphology	0.56	0.7777777778
HP:0004322	Short stature	MP:0001255	decreased body height	1	1
HP:0004320	Vaginal fistula	MP:0003552	vagina cysts	0.75	0.8181818182
HP:0004329	Abnormality of the posterior segment of the globe	MP:0005195	abnormal posterior eye segment morphology	0.9473684211	0.9473684211
HP:0004338	Abnormality of aromatic amino acid family metabolism	MP:0013242	abnormal amino acid metabolism	0.84	1
HP:0004339	Abnormality of sulfur amino acid metabolism	MP:0013242	abnormal amino acid metabolism	0.875	1
HP:0004336	Myelin outfoldings	MP:0012674	tomacula	1	1
HP:0004337	Abnormality of amino acid metabolism	MP:0013242	abnormal amino acid metabolism	1	1
HP:0004334	Dermal atrophy	MP:0001199	thin skin	0.8421052632	0.8888888889
HP:0004332	Abnormality of lymphocytes	MP:0002619	abnormal lymphocyte morphology	1	1
HP:0004333	Bone-marrow foam cells	MP:0002446	abnormal macrophage morphology	0.9807692308	1
HP:0004330	Increased skull ossification	MP:0000083	ectopic cranial bone growth	0.6607142857	0.7872340426
HP:0004331	Decreased skull ossification	MP:0000083	ectopic cranial bone growth	0.74	0.7872340426
HP:0004349	Reduced bone mineral density	MP:0000063	decreased bone mineral density	1	1
HP:0004347	Weakness of muscles of respiration	MP:0000747	muscle weakness	0.6315789474	1
HP:0004348	Abnormality of bone mineral density	MP:0010119	abnormal bone mineral density	1	1
HP:0004345	Abnormality of ganglioside metabolism	MP:0013245	abnormal lipid metabolism	0.5714285714	1
HP:0004343	Abnormality of glycosphingolipid metabolism	MP:0013245	abnormal lipid metabolism	0.6486486486	1
HP:0004344	Abnormality of cerebrosidase metabolism	MP:0013245	abnormal lipid metabolism	0.6315789474	1
HP:0004341	Abnormality of the vitamin B12 metabolism	MP:0013244	abnormal vitamin metabolism	0.6756756757	1
HP:0004342	Abnormality of galactoside metabolism	MP:0013243	abnormal carbohydrate metabolism	0.6111111111	1
HP:0004340	Abnormality of vitamin B metabolism	MP:0013244	abnormal vitamin metabolism	0.9615384615	1
HP:0004358	Abnormality of superoxide metabolism	MP:0005266	abnormal metabolism	0.6363636364	1
HP:0004359	Abnormality of fatty-acid metabolism	MP:0010953	abnormal fatty acid oxidation	0.7954545455	0.7954545455
HP:0004356	Abnormality of lysosomal metabolism	MP:0005621	abnormal cell physiology	0.9090909091	1
HP:0004357	Abnormality of leucine metabolism	MP:0013242	abnormal amino acid metabolism	0.8076923077	1
HP:0004354	Abnormality of carboxylic acid metabolism	MP:0013242	abnormal amino acid metabolism	0.7619047619	0.7619047619
HP:0004355	Abnormality of proteoglycan metabolism	MP:0013243	abnormal carbohydrate metabolism	0.5	1
HP:0004352	Abnormality of purine metabolism	MP:0003806	abnormal nucleotide metabolism	0.7	0.84
HP:0004353	Abnormality of pyrimidine metabolism	MP:0003806	abnormal nucleotide metabolism	0.7	0.84
HP:0004305	Involuntary movements	MP:0003491	abnormal voluntary movement	0.7407407407	1
HP:0004306	Abnormality of the endocardium	MP:0003974	abnormal endocardium morphology	0.7941176471	0.7941176471
HP:0004303	Abnormality of muscle fibers	MP:0003084	abnormal skeletal muscle fiber morphology	1	1
HP:0004302	Functional motor problems	MP:0002106	abnormal muscle physiology	0.9166666667	1
HP:0004309	Ventricular preexcitation	MP:0009732	ventricular premature beat	0.9375	0.9677419355
HP:0004307	Abnormal anatomic location of the heart	MP:0006065	abnormal heart position or orientation	0.9333333333	0.9333333333
HP:0004308	Ventricular arrhythmia	MP:0009732	ventricular premature beat	0.9677419355	0.9677419355
HP:0004315	IgG deficiency	MP:0002460	decreased immunoglobulin level	1	1
HP:0004312	Abnormality of reticulocytes	MP:0002424	abnormal reticulocyte morphology	1	1
HP:0004313	Decreased antibody level in blood	MP:0002460	decreased immunoglobulin level	1	1
HP:0004311	Abnormality of macrophages	MP:0002446	abnormal macrophage morphology	1	1
HP:0004248	Abnormality of the lunate bone	MP:0010775	abnormal scaphoid morphology	0.9230769231	0.9523809524
HP:0004249	Accessory lunate	MP:0010775	abnormal scaphoid morphology	0.8219178082	0.9523809524
HP:0004246	Delayed ossification of the scaphoid	MP:0010775	abnormal scaphoid morphology	0.7654320988	0.9841269841
HP:0004247	Small scaphoid	MP:0000555	absent carpal bone	0.8684210526	0.9850746269
HP:0004244	Accessory scaphoid	MP:0010775	abnormal scaphoid morphology	0.8732394366	0.9841269841
HP:0004245	Comma-shaped scaphoid	MP:0010775	abnormal scaphoid morphology	0.9393939394	0.9841269841
HP:0004242	Broad carpal bones	MP:0000554	abnormal carpal bone morphology	0.9491525424	1
HP:0004243	Abnormality of the scaphoid	MP:0010775	abnormal scaphoid morphology	0.9841269841	0.9841269841
HP:0004240	Sclerotic foci within carpal bones	MP:0000554	abnormal carpal bone morphology	0.6913580247	1
HP:0004241	Stippled calcification in carpal bones	MP:0000554	abnormal carpal bone morphology	0.6913580247	1
HP:0004259	Abnormality of the hamate bone	MP:0000554	abnormal carpal bone morphology	0.8888888889	1
HP:0004257	Delayed ossification of the trapezoid bone	MP:0000554	abnormal carpal bone morphology	0.6913580247	1
HP:0004258	Small trapezoid bone	MP:0000555	absent carpal bone	0.8684210526	0.9850746269
HP:0004255	Small trapezium	MP:0000555	absent carpal bone	0.8684210526	0.9850746269
HP:0004256	Abnormality of the trapezoid bone	MP:0000554	abnormal carpal bone morphology	0.8888888889	1
HP:0004253	Absent trapezium	MP:0000554	abnormal carpal bone morphology	0.7179487179	1
HP:0004254	Delayed ossification of the trapezium	MP:0000554	abnormal carpal bone morphology	0.6913580247	1
HP:0004251	Lunate-triquetral fusion	MP:0010775	abnormal scaphoid morphology	0.9090909091	0.9523809524
HP:0004252	Abnormality of the trapezium	MP:0000554	abnormal carpal bone morphology	0.8888888889	1
HP:0004250	Proximally placed lunate	MP:0010775	abnormal scaphoid morphology	0.7894736842	0.9523809524
HP:0004268	Osteoarthritis of the small joints of the hand	MP:0002543	brachyphalangia	0.5631067961	0.8923076923
HP:0004269	Subluxation of the small joints of the hand	MP:0002543	brachyphalangia	0.7160493827	0.8923076923
HP:0004267	Narrow small joints of the hand	MP:0002543	brachyphalangia	0.7160493827	0.8923076923
HP:0004264	Narrow carpal joint spaces	MP:0000554	abnormal carpal bone morphology	0.9824561404	1
HP:0004262	Abnormality of the capitate bone	MP:0000554	abnormal carpal bone morphology	0.8888888889	1
HP:0004263	Large capitate bone	MP:0000554	abnormal carpal bone morphology	0.8484848485	1
HP:0004260	Large hamate bone	MP:0000554	abnormal carpal bone morphology	0.8484848485	1
HP:0004261	Wide hamate bone	MP:0000554	abnormal carpal bone morphology	0.8235294118	1
HP:0004279	Short palm	MP:0000572	abnormal autopod morphology	0.68	0.9714285714
HP:0004277	Fractured hand bones	MP:0000572	abnormal autopod morphology	0.8717948718	0.9714285714
HP:0004278	Synostosis involving bones of the hand	MP:0008915	fused carpal bones	0.7391304348	0.7391304348
HP:0004275	Duplication of hand bones	MP:0000572	abnormal autopod morphology	0.8292682927	0.9714285714
HP:0004276	Exostoses of hand bones	MP:0000572	abnormal autopod morphology	0.7727272727	0.9714285714
HP:0004273	Cupped metaphyses of hand bones	MP:0000572	abnormal autopod morphology	0.7234042553	0.9714285714
HP:0004274	Deficient ossification of hand bones	MP:0000572	abnormal autopod morphology	0.68	0.9714285714
HP:0004271	Cortical thickening of hand bones	MP:0000572	abnormal autopod morphology	0.7555555556	0.9714285714
HP:0004272	Cortical thinning of hand bones	MP:0000572	abnormal autopod morphology	0.7391304348	0.9714285714
HP:0004207	Abnormality of the 5th finger	MP:0010772	abnormal pollex morphology	0.8571428571	0.9130434783
HP:0004209	Clinodactyly of the 5th finger	MP:0006253	clinodactyly	0.7647058824	1
HP:0004218	Symphalangism of the 5th finger	MP:0009744	postaxial polydactyly	0.68	0.9189189189
HP:0004216	Osteolytic defects of the phalanges of the 5th finger	MP:0009744	postaxial polydactyly	0.6666666667	0.8918918919
HP:0004213	Abnormality of the phalanges of the 5th finger	MP:0009744	postaxial polydactyly	0.8181818182	0.8513513514
HP:0004214	Curved phalanges of the 5th finger	MP:0002543	brachyphalangia	0.7469879518	0.9538461538
HP:0004219	Abnormality of the middle phalanx of the 5th finger	MP:0009744	postaxial polydactyly	0.7590361446	0.8513513514
HP:0004226	Curved distal phalanx of the 5th finger	MP:0002543	brachyphalangia	0.6813186813	0.9538461538
HP:0004227	Short distal phalanx of the 5th finger	MP:0002543	brachyphalangia	0.6632653061	1
HP:0004224	Abnormality of the epiphysis of the middle phalanx of the 5th finger	MP:0009744	postaxial polydactyly	0.6530612245	0.8648648649
HP:0004225	Abnormality of the distal phalanx of the 5th finger	MP:0009744	postaxial polydactyly	0.7590361446	0.8513513514
HP:0004222	Cone-shaped epiphysis of the distal phalanx of the 5th finger	MP:0009744	postaxial polydactyly	0.5925925926	0.8648648649
HP:0004223	Ivory epiphysis of the distal phalanx of the 5th finger	MP:0009744	postaxial polydactyly	0.5565217391	0.8648648649
HP:0004220	Short middle phalanx of the 5th finger	MP:0002543	brachyphalangia	0.6632653061	1
HP:0004239	Proximally placed carpal bones	MP:0000554	abnormal carpal bone morphology	0.8484848485	1
HP:0004237	Large carpal bones	MP:0000554	abnormal carpal bone morphology	0.9655172414	1
HP:0004238	Lytic defects of carpal bones	MP:0000554	abnormal carpal bone morphology	0.7272727273	1
HP:0004235	Comma-shaped carpal bones	MP:0000554	abnormal carpal bone morphology	0.9655172414	1
HP:0004236	Irregular carpal bones	MP:0000554	abnormal carpal bone morphology	0.9333333333	1
HP:0004233	Advanced ossification of carpal bones	MP:0000554	abnormal carpal bone morphology	0.7777777778	1
HP:0004234	Bone-in-a-bone appearance of carpal bones	MP:0000554	abnormal carpal bone morphology	0.7	1
HP:0004231	Carpal bone aplasia	MP:0000555	absent carpal bone	1	1
HP:0004232	Accessory carpal bones	MP:0000554	abnormal carpal bone morphology	0.8888888889	1
HP:0004230	Subluxation of the proximal interphalangeal joint of the little finger	MP:0009744	postaxial polydactyly	0.6631578947	0.8513513514
HP:0004288	Pseudoepiphyses of hand bones	MP:0002543	brachyphalangia	0.7195121951	0.9076923077
HP:0004289	Sclerotic foci in hand bones	MP:0000062	increased bone mineral density	0.8636363636	1
HP:0004286	Patchy sclerosis of hand bones	MP:0000062	increased bone mineral density	0.8636363636	1
HP:0004287	Pointed hand bones	MP:0000572	abnormal autopod morphology	0.9722222222	1
HP:0004284	Notched hand bones	MP:0000572	abnormal autopod morphology	0.8974358974	1
HP:0004285	Overmodelled hand bones	MP:0000572	abnormal autopod morphology	0.9722222222	1
HP:0004283	Narrow palm	MP:0000572	abnormal autopod morphology	0.8292682927	0.9714285714
HP:0004280	Irregular ossification of hand bones	MP:0000572	abnormal autopod morphology	0.693877551	0.9714285714
HP:0004281	Irregular sclerosis of hand bones	MP:0000062	increased bone mineral density	0.9047619048	1
HP:0004290	Sclerosis of hand bones with transverse striations	MP:0000062	increased bone mineral density	0.8636363636	1
HP:0004299	Hernia of the abdominal wall	MP:0003052	omphalocele	1	1
HP:0004297	Abnormality of the biliary system	MP:0000598	abnormal liver morphology	0.92	1
HP:0004298	Abnormality of the abdominal wall	MP:0003257	abnormal abdominal wall morphology	1	1
HP:0004295	Abnormality of the gastric mucosa	MP:0010792	abnormal stomach mucosa morphology	1	1
HP:0004296	Abnormality of gastrointestinal vasculature	MP:0001614	abnormal blood vessel morphology	0.6315789474	1
HP:0004293	Synostosis of second metacarpal-trapezoid	MP:0004639	fused metacarpal bones	0.8241758242	1
HP:0004294	Subluxation of metacarpal phalangeal joints	MP:0003073	abnormal metacarpal bone morphology	0.7246376812	0.9090909091
HP:0004291	Stippled calcification of hand bones	MP:0000572	abnormal autopod morphology	0.68	0.9714285714
HP:0004292	Undermodelled hand bones	MP:0000572	abnormal autopod morphology	0.9722222222	1
HP:0004639	Elevated amniotic fluid alpha-fetoprotein	MP:0012602	increased alpha-fetoprotein level	0.95	1
HP:0004637	Decreased cervical spine mobility	MP:0003048	abnormal cervical vertebrae morphology	0.9117647059	0.9393939394
HP:0004646	Hypoplasia of the nasal bone	MP:0000103	nasal bone hypoplasia	1	1
HP:0004664	Facial midline hemangioma	MP:0002947	increased hemangioma incidence	0.7708333333	1
HP:0004660	Hypoplasia of facial musculature	MP:0004234	abnormal masticatory muscle morphology	0.6136363636	0.675
HP:0004679	Large tarsal bones	MP:0005104	abnormal tarsal bone morphology	0.9814814815	1
HP:0004676	Prominent supraorbital arches in adult	MP:0003743	abnormal facial morphology	0.5714285714	0.8
HP:0004673	Decreased facial expression	MP:0003743	abnormal facial morphology	0.7058823529	0.8
HP:0004602	Cervical vertebral fusion (C2/C3)	MP:0004620	cervical vertebral fusion	0.9814814815	1
HP:0004603	Hyperconvex vertebral body endplates	MP:0004687	split vertebrae	0.8181818182	0.9642857143
HP:0004601	Spina bifida occulta at L5	MP:0005297	spina bifida occulta	0.9861111111	1
HP:0004608	Anteriorly placed odontoid process	MP:0004659	abnormal odontoid process morphology	0.9756097561	1
HP:0004609	Patchy distortion of vertebrae	MP:0004687	split vertebrae	0.9310344828	0.9642857143
HP:0004606	Unossified vertebral bodies	MP:0004687	split vertebrae	0.6046511628	0.9285714286
HP:0004607	Anterior beaking of lower thoracic vertebrae	MP:0000141	abnormal vertebral body morphology	0.9333333333	1
HP:0004605	Absent vertebral body mineralization	MP:0004626	vertebral compression	0.5813953488	0.9615384615
HP:0004614	Spina bifida occulta at S1	MP:0005297	spina bifida occulta	0.9342105263	1
HP:0004611	Anterior concavity of thoracic vertebrae	MP:0004687	split vertebrae	0.9310344828	0.9642857143
HP:0004610	Lumbar spinal canal stenosis	MP:0009688	abnormal spinal cord central canal morphology	0.5172413793	1
HP:0004619	Lumbar kyphoscoliosis	MP:0000069	kyphoscoliosis	0.7407407407	1
HP:0004617	Butterfly vertebral arch	MP:0004599	abnormal vertebral arch morphology	0.90625	0.935483871
HP:0004618	Sandwich appearance of vertebral bodies	MP:0004687	split vertebrae	0.9310344828	0.9642857143
HP:0004616	Cleft vertebral arch	MP:0004599	abnormal vertebral arch morphology	0.90625	0.935483871
HP:0004625	Biconvex vertebral bodies	MP:0000141	abnormal vertebral body morphology	0.9655172414	1
HP:0004622	Progressive intervertebral space narrowing	MP:0004682	small intervertebral disk	0.9333333333	1
HP:0004621	Enlarged vertebral pedicles	MP:0004604	abnormal vertebral pedicle morphology	0.972972973	1
HP:0004629	Small cervical vertebral bodies	MP:0004670	small vertebral body	0.8095238095	1
HP:0004626	Lumbar scoliosis	MP:0000161	scoliosis	0.7826086957	1
HP:0004635	Cervical vertebrae fusion (C5/C6)	MP:0004620	cervical vertebral fusion	0.9464285714	1
HP:0004633	Lower thoracic kyphosis	MP:0000160	kyphosis	0.75	1
HP:0004634	Cuboid-shaped vertebral bodies	MP:0000141	abnormal vertebral body morphology	0.9655172414	1
HP:0004631	Decreased cervical spine flexion due to contractures of posterior cervical muscles	MP:0005503	abnormal tendon morphology	0.71875	1
HP:0004632	Cervical segmentation defect	MP:0000137	abnormal vertebrae morphology	0.9230769231	1
HP:0004630	Anterior beaking of thoracic vertebrae	MP:0000141	abnormal vertebral body morphology	0.9333333333	1
HP:0004568	Beaking of vertebral bodies	MP:0000141	abnormal vertebral body morphology	0.9655172414	1
HP:0004565	Severe platyspondyly	MP:0011175	platyspondylia	0.9666666667	1
HP:0004566	Pear-shaped vertebrae	MP:0004687	split vertebrae	0.9310344828	0.9642857143
HP:0004563	Increased spinal bone density	MP:0000083	ectopic cranial bone growth	0.6271186441	0.7872340426
HP:0004562	Beaking of vertebral bodies T12-L3	MP:0000141	abnormal vertebral body morphology	0.9333333333	1
HP:0004576	Sclerotic vertebral endplates	MP:0004687	split vertebrae	0.8181818182	0.9642857143
HP:0004575	Fusion of midcervical facet joints	MP:0004620	cervical vertebral fusion	0.8983050847	1
HP:0004573	Anterior wedging of T11	MP:0004687	split vertebrae	0.9	0.9642857143
HP:0004570	Increased vertebral height	MP:0004687	split vertebrae	0.9310344828	0.9642857143
HP:0004571	Widening of cervical spinal canal	MP:0003048	abnormal cervical vertebrae morphology	0.8857142857	0.9393939394
HP:0004589	Dysplasia of second lumbar vertebra	MP:0003049	abnormal lumbar vertebrae morphology	0.9142857143	1
HP:0004586	Biconcave vertebral bodies	MP:0000141	abnormal vertebral body morphology	0.9655172414	1
HP:0004581	Increased anterior vertebral height	MP:0004687	split vertebrae	0.9	0.9642857143
HP:0004582	Irregularity of vertebral bodies	MP:0004687	split vertebrae	0.9310344828	0.9642857143
HP:0004580	Anterior scalloping of vertebral bodies	MP:0000141	abnormal vertebral body morphology	0.9333333333	1
HP:0004598	Supernumerary vertebral ossification centers	MP:0011175	platyspondylia	0.6744186047	1
HP:0004599	Absent or minimally ossified vertebral bodies	MP:0004626	vertebral compression	0.641025641	0.9615384615
HP:0004594	Hump-shaped mound of bone in central and posterior portions of vertebral endplate	MP:0004687	split vertebrae	0.7941176471	0.9642857143
HP:0004592	Thoracic platyspondyly	MP:0003047	abnormal thoracic vertebrae morphology	0.8571428571	1
HP:0004590	Hypoplastic sacrum	MP:0010113	abnormal sacrum morphology	0.8064516129	1
HP:0004591	Disc-like vertebral bodies	MP:0000141	abnormal vertebral body morphology	0.9655172414	1
HP:0004523	Long eyebrows	MP:0013895	abnormal eyelid cilium morphology	0.5660377358	0.6818181818
HP:0004524	Temporal hypotrichosis	MP:0000424	retarded hair growth	0.9032258065	0.9655172414
HP:0004529	Atrophic, patchy alopecia	MP:0000414	alopecia	0.935483871	1
HP:0004527	Large clumps of pigment irregularly distributed along hair shaft	MP:0002075	abnormal coat/hair pigmentation	0.9230769231	1
HP:0004528	Generalized hypotrichosis	MP:0003815	hairless	0.9666666667	1
HP:0004535	Anterior cervical hypertrichosis	MP:0000412	excessive hair	0.9666666667	1
HP:0004532	Sacral hypertrichosis	MP:0000412	excessive hair	0.9666666667	1
HP:0004544	Pointed frontal hairline	MP:0000424	retarded hair growth	0.5714285714	0.9655172414
HP:0004540	Congenital, generalized hypertrichosis	MP:0000412	excessive hair	0.9666666667	1
HP:0004558	Cervical platyspondyly	MP:0003048	abnormal cervical vertebrae morphology	0.8461538462	1
HP:0004557	Anterior vertebral fusion	MP:0004612	fusion of vertebral bodies	0.9772727273	1
HP:0004554	Generalized hypertrichosis	MP:0000412	excessive hair	0.9666666667	1
HP:0004552	Scarring alopecia of scalp	MP:0000414	alopecia	0.568627451	1
HP:0004502	Bilateral choanal atresia	MP:0008970	choanal atresia	0.9696969697	1
HP:0004510	Pancreatic islet-cell hyperplasia	MP:0009171	enlarged pancreatic islets	1	1
HP:0004488	Macrocephaly at birth	MP:0000434	megacephaly	0.9696969697	1
HP:0004487	Acrobrachycephaly	MP:0000435	shortened head	0.9807692308	1
HP:0004484	Craniofacial asymmetry	MP:0005274	abnormal viscerocranium morphology	0.75	0.9705882353
HP:0004485	Cessation of head growth	MP:0005352	small cranium	0.8518518519	1
HP:0004482	Relative macrocephaly	MP:0000434	megacephaly	0.9696969697	1
HP:0004481	Progressive macrocephaly	MP:0000434	megacephaly	0.9696969697	1
HP:0004499	Chronic rhinitis due to narrow nasal airway	MP:0001867	rhinitis	0.9534883721	1
HP:0004495	Thin anteverted nares	MP:0000102	abnormal nasal bone morphology	0.8253968254	1
HP:0004496	Posterior choanal atresia	MP:0008970	choanal atresia	0.9696969697	1
HP:0004493	Craniofacial hyperostosis	MP:0005274	abnormal viscerocranium morphology	0.7906976744	1
HP:0004491	Large posterior fontanelle	MP:0000084	abnormal fontanelle morphology	0.9411764706	1
HP:0004492	Widely patent fontanelles and sutures	MP:0000084	abnormal fontanelle morphology	0.9230769231	1
HP:0004490	Calvarial hyperostosis	MP:0000438	abnormal cranium morphology	0.8285714286	1
HP:0004439	Craniofacial dysostosis	MP:0000438	abnormal cranium morphology	0.8787878788	1
HP:0004448	Fulminant hepatic failure	MP:0003326	liver failure	0.9375	1
HP:0004446	Stomatocytosis	MP:0010074	stomatocytosis	1	1
HP:0004447	Poikilocytosis	MP:0002643	poikilocytosis	1	1
HP:0004444	Spherocytosis	MP:0002812	spherocytosis	1	1
HP:0004445	Elliptocytosis	MP:0009547	elliptocytosis	1	1
HP:0004442	Sagittal craniosynostosis	MP:0000081	premature suture closure	0.9565217391	1
HP:0004443	Lambdoidal craniosynostosis	MP:0000081	premature suture closure	0.9565217391	1
HP:0004440	Coronal craniosynostosis	MP:0000081	premature suture closure	0.9565217391	1
HP:0004458	Dilatated internal auditory canal	MP:0004286	abnormal internal auditory canal morphology	0.9523809524	1
HP:0004453	Overfolding of the superior helices	MP:0003736	folded helix	0.9310344828	1
HP:0004454	Abnormal middle ear reflexes	MP:0004739	conductive hearing loss	0.6111111111	0.6470588235
HP:0004451	Postauricular skin tag	MP:0000443	abnormal snout morphology	0.6086956522	0.7777777778
HP:0004452	Abnormality of the middle ear ossicles	MP:0005105	abnormal middle ear ossicle morphology	0.6585365854	0.6585365854
HP:0004450	Preauricular skin furrow	MP:0000443	abnormal snout morphology	0.6086956522	0.7777777778
HP:0004468	Anomalous tracheal cartilage	MP:0002282	abnormal trachea morphology	0.9047619048	0.95
HP:0004469	Chronic bronchitis	MP:0002251	abnormal nasopharynx morphology	0.6304347826	0.935483871
