defined_class	defined_class_label	chemical_entity	chemical_entity_label
http://purl.obolibrary.org/obo/WBPhenotype_0000789	fluoxetine hypersensitive	http://purl.obolibrary.org/obo/CHEBI_5118	fluoxetine
http://purl.obolibrary.org/obo/WBPhenotype_0001611	halothane hypersensitive	http://purl.obolibrary.org/obo/CHEBI_5615	halothane
http://purl.obolibrary.org/obo/WBPhenotype_0002087	hydrogen sulfide hypersensitive	http://purl.obolibrary.org/obo/CHEBI_16136	hydrogen sulfide
http://purl.obolibrary.org/obo/WBPhenotype_0001879	hydroxyurea hypersensitive	http://purl.obolibrary.org/obo/CHEBI_44423	hydroxyurea
http://purl.obolibrary.org/obo/WBPhenotype_0002205	hypersensitive to galactose	http://purl.obolibrary.org/obo/CHEBI_28260	galactose
http://purl.obolibrary.org/obo/WBPhenotype_0000341	imipramine hypersensitive	http://purl.obolibrary.org/obo/CHEBI_47499	imipramine
http://purl.obolibrary.org/obo/WBPhenotype_0002257	iron hypersensitive	http://purl.obolibrary.org/obo/CHEBI_18248	iron atom
http://purl.obolibrary.org/obo/WBPhenotype_0001609	isoflurane hypersensitive	http://purl.obolibrary.org/obo/CHEBI_6015	isoflurane
http://purl.obolibrary.org/obo/WBPhenotype_0002225	lead hypersensitive	http://purl.obolibrary.org/obo/CHEBI_25016	lead atom
http://purl.obolibrary.org/obo/WBPhenotype_0000420	levamisole hypersensitive	http://purl.obolibrary.org/obo/CHEBI_6432	levamisole
http://purl.obolibrary.org/obo/WBPhenotype_0002054	magnesium hypersensitivity	http://purl.obolibrary.org/obo/CHEBI_25107	magnesium atom
http://purl.obolibrary.org/obo/WBPhenotype_0002223	manganese hypersensitivity	http://purl.obolibrary.org/obo/CHEBI_18291	manganese atom
http://purl.obolibrary.org/obo/WBPhenotype_0002224	mercury hypersensitive	http://purl.obolibrary.org/obo/CHEBI_25195	mercury atom
http://purl.obolibrary.org/obo/WBPhenotype_0001667	methyl methanesulfonate hypersensitive	http://purl.obolibrary.org/obo/CHEBI_25255	methyl methanesulfonate
http://purl.obolibrary.org/obo/WBPhenotype_0001205	muscimol hypersensitive	http://purl.obolibrary.org/obo/CHEBI_7035	muscimol
http://purl.obolibrary.org/obo/WBPhenotype_0001202	nicotine hypersensitive	http://purl.obolibrary.org/obo/CHEBI_18723	nicotine
http://purl.obolibrary.org/obo/WBPhenotype_0001095	organism high sodium chloride hypersensitive	http://purl.obolibrary.org/obo/CHEBI_26710	sodium chloride
http://purl.obolibrary.org/obo/WBPhenotype_0000462	paraquat hypersensitive	http://purl.obolibrary.org/obo/CHEBI_34905	paraquat
http://purl.obolibrary.org/obo/WBPhenotype_0000023	serotonin hypersensitive	http://purl.obolibrary.org/obo/CHEBI_28790	serotonin
http://purl.obolibrary.org/obo/WBPhenotype_0002250	silver hypersensitive	http://purl.obolibrary.org/obo/CHEBI_30512	silver atom
http://purl.obolibrary.org/obo/WBPhenotype_0002251	silver nanoparticle hypersensitive	http://purl.obolibrary.org/obo/CHEBI_50826	silver nanoparticle
http://purl.obolibrary.org/obo/WBPhenotype_0001724	tunicamycin hypersensitive	http://purl.obolibrary.org/obo/CHEBI_29699	tunicamycin
http://purl.obolibrary.org/obo/WBPhenotype_0001749	zinc toxicity hypersensitive	http://purl.obolibrary.org/obo/CHEBI_27363	zinc atom
