<http://purl.obolibrary.org/obo/MP_0009548>	"abnormal platelet aggregation"	<http://purl.obolibrary.org/obo/MP_0009549>	"decreased platelet aggregation"
<http://purl.obolibrary.org/obo/MP_0000757>	"herniated abdominal wall"	<http://purl.obolibrary.org/obo/MP_0003052>	"omphalocele"
<http://purl.obolibrary.org/obo/MP_0003142>	"anotia"	<http://purl.obolibrary.org/obo/MP_0005579>	"absent outer ear"
<http://purl.obolibrary.org/obo/MP_0000102>	"abnormal nasal bone morphology"	<http://purl.obolibrary.org/obo/MP_0002233>	"abnormal nose morphology"
<http://purl.obolibrary.org/obo/MP_0001388>	"abnormal stationary movement"	<http://purl.obolibrary.org/obo/MP_0003491>	"abnormal voluntary movement"
<http://purl.obolibrary.org/obo/MP_0003755>	"abnormal palate morphology"	<http://purl.obolibrary.org/obo/MP_0013550>	"abnormal secondary palate morphology"
<http://purl.obolibrary.org/obo/MP_0012051>	"spasticity"	<http://purl.obolibrary.org/obo/MP_0012052>	"hypertonicity"
<http://purl.obolibrary.org/obo/MP_0005291>	"abnormal glucose tolerance"	<http://purl.obolibrary.org/obo/MP_0005293>	"impaired glucose tolerance"
<http://purl.obolibrary.org/obo/MP_0000130>	"abnormal trabecular bone morphology"	<http://purl.obolibrary.org/obo/MP_0010867>	"abnormal bone trabecula morphology"
<http://purl.obolibrary.org/obo/MP_0002901>	"increased urine phosphate level"	<http://purl.obolibrary.org/obo/MP_0002902>	"decreased urine phosphate level"
